split_group_id,pair_count,gold_count,silver_count,bronze_count
group_0b59e4edecba8f65bd6a,4,0,4,0
group_3219e2686035498ce14d,4,0,4,0
group_38d5f28f135a94e06030,4,0,2,2
group_000f64c9a660a6d6f283,4,0,4,0
group_438e61dc81df2b5ac644,4,0,4,0
group_008dcf6c9a1b85d43631,4,0,4,0
group_2164910f88d1444366da,4,0,4,0
group_0b72ecb83bc955c79c58,4,0,4,0
group_2483d4c301c29c419a3e,4,0,4,0
group_32f223b292a98570e573,4,0,4,0
group_40f7ad517b73efe8be1e,4,0,4,0
group_03b7a460afceab83a7e1,4,0,4,0
group_0dce18f584d2d7ce4c7d,4,1,3,0
group_68626e7e7b557ee4a028,4,0,2,2
group_863e7b10a7f504635ddb,4,0,4,0
group_8aeeff63101d457ae82c,4,0,4,0
group_aaf91bdab40e1f89c417,4,0,4,0
group_74864049d6c10d6c3fa5,4,0,4,0
group_768164a900549f114e7a,4,0,2,2
group_006b8d306ea2e5b7a575,4,0,4,0
group_08bfd2bd89f7ebe2db2c,4,0,2,2
group_2a328863b24fd97513e0,4,0,4,0
group_1c27ac45be1cdb6176d5,4,0,2,2
group_2586161219cdc988d79d,4,0,4,0
group_60b4845323d82071e84e,4,0,4,0
group_226986cd770450bb282a,4,0,4,0
group_229f29c440f69c389268,4,0,4,0
group_1f4c50dca508a774ab5b,4,0,4,0
group_23c00917f0257e13e306,4,0,4,0
group_20ecd00d51457ce73c16,4,0,4,0
group_07b5998e7f8603edbff0,4,0,4,0
group_17d62566b6f3c5d3fa53,4,0,4,0
group_1ed50361f5a2e8104c0b,4,0,4,0
group_07c7798f8d859b6c07e3,4,0,4,0
group_7f04b820f32639c315ca,4,0,4,0
group_08303dc6234259c95157,4,0,4,0
group_05d7d75c897f6646631b,4,0,4,0
group_226e5b7d0037dc3aee9a,4,0,2,2
group_12703c28132986cd479c,4,0,4,0
group_33e71fff67512bd9b5b5,4,0,4,0
group_08f77efe542866b98f55,4,0,4,0
group_24353b97f5b2078100f4,4,0,4,0
group_132dfaea290adab41d8b,4,0,4,0
group_6c9900fdb51930d880b6,4,0,4,0
group_3e474f26b0f770bd32e0,4,0,4,0
group_24fc8dbd0d6af38e5f3b,3,0,3,0
group_599c40b3116f66464cc9,3,0,0,3
group_5453323630b303298036,3,1,2,0
group_1c22a29c8d133bf2150a,3,0,3,0
group_086fba8196e67094b3ce,3,0,3,0
group_21b2b8177ca1c874f6e9,3,0,3,0
group_28eb6842bcd5760651d6,3,0,3,0
group_0c3ef940f91487ab9e09,3,1,1,1
group_18b7730c39c85fcaa443,3,0,3,0
group_5d4549df57b334ebf16b,3,0,3,0
group_1bda902ef969641c4c3f,3,0,3,0
group_1c11438f4c8ed2dd589f,3,0,3,0
group_28f4d4c93a1793186539,3,0,3,0
group_1b48aaf8ea1fc834a3f5,3,1,1,1
group_2132a21fa5f9fd814e74,3,0,3,0
group_265b129140c1a738119b,3,0,1,2
group_1c3e51948e40cd5fb84f,3,1,0,2
group_055e9e08c7d2fc18eb4d,3,0,3,0
group_0d2e8afa18c675fdcedb,3,0,3,0
group_0f38e423e529f3726c90,3,0,3,0
group_0f39d2285f0fa7968d0b,3,0,3,0
group_20bb96ebfd78ac3459ec,3,0,3,0
group_7e09c0f90da0f57382f4,3,0,3,0
group_42e4a517d6f4fb8022c3,3,0,3,0
group_0c04f88e94fd446d076d,3,0,3,0
group_20598abcf297dc2c7e24,3,0,3,0
group_5460aa22295503a7f660,3,0,3,0
group_20682ed2b7f7164a3a30,3,0,3,0
group_03cbc2d15a06202fc666,3,0,3,0
group_478976c63c5be255a193,3,0,3,0
group_0ca8b9cf88c7869aaa4e,3,0,3,0
group_52b26116910debfd98a5,3,0,3,0
group_06c545eb2e9cf61e6485,3,0,3,0
group_7cdd11d3ac0ead264d6c,3,0,3,0
group_4524eb6feec6b39ccd60,3,0,3,0
group_09355ec808e175a5c2b6,3,0,3,0
group_3589af82a3c66cc72933,3,0,3,0
group_0f5e6caf3b6f028b255b,3,0,3,0
group_116285a92fdb4e8158f8,3,0,3,0
group_1da9f8ac31deb4d9c56a,3,1,2,0
group_3e29202969c7359ee15c,3,0,3,0
group_048aa60b646192e78115,3,0,3,0
group_10ec7e77fb9a375c3330,3,0,3,0
group_42b9fa7fe4dfc3dc4e75,3,0,3,0
group_094719170ffeb0baa5d0,3,0,3,0
group_1b57e69f46ddf926e06b,3,0,3,0
group_68f6683d54e624429a7e,3,0,3,0
group_25e5ee01b2cbb94b3eb7,3,0,3,0
group_7eb80dc604438acfe610,3,0,3,0
group_55c3a38592b179121726,3,1,2,0
group_363785566ba67aaf0d6d,3,2,1,0
group_68d974c93a46336de384,3,0,3,0
group_11863be3717c81406d82,3,0,3,0
group_1ae780f77f0c1dbf2d0a,3,0,3,0
group_023d930eebbd96ff796b,3,0,3,0
group_0259ad6fd43a9f6ea31f,3,0,3,0
group_587106025e60e65336e3,3,0,3,0
group_7195bfc13a89f7ab01fc,3,0,3,0
group_7b85f136719b6b0d969f,3,0,3,0
group_7948efa0e69130c6a4a5,3,0,3,0
group_00fe310d7a445e2b38cd,3,0,3,0
group_0b9f11445c9e03264d82,3,0,3,0
group_22c0669b55fb9afe9bd6,3,0,3,0
group_09761fe2477253b440b6,3,0,3,0
group_0270a3f92800a7d705c7,3,0,3,0
group_5bda2eeb52c1d13a4017,3,0,3,0
group_2f4d89e7090ee0b88cc7,3,0,3,0
group_14fe914f1c77b66939ef,3,0,2,1
group_0bf1962b7b4f5b069691,3,0,3,0
group_1d58a7cab546fdfc5419,3,0,3,0
group_3b13dfe761ba0f93c615,3,0,3,0
group_33893ef31848c399ccfe,3,0,3,0
group_225d35571be50228b71f,3,0,3,0
group_0294081df0cd13e04d7a,3,0,3,0
group_47e69e7e041e922ec1d2,3,0,3,0
group_3908da6790aeb13da7ce,3,0,3,0
group_21ac7b7b80f4e35f743e,3,0,3,0
group_7fec847e990a9ddd0de7,3,0,3,0
group_824263f808d7db831b4a,3,0,3,0
group_84d2c61892a1705520e5,3,0,3,0
group_4328a24b84cccf86d409,3,0,3,0
group_8a15e497bb9f6ff28943,3,0,3,0
group_26248e706ab0698a598f,3,0,3,0
group_8c149848c39a414ea968,3,0,3,0
group_8c53038b26916460beb9,3,1,2,0
group_8f1b211c0cc58f77311e,3,0,3,0
group_90a2283b9597fc211a87,3,0,3,0
group_919b0116811223f8cfbb,3,0,3,0
group_99ed45fd0cdb529ffe27,3,0,3,0
group_9b4fef45ee208e974b7b,3,0,3,0
group_9d6fb99d6876a745c299,3,0,3,0
group_a115c0637685c2fa569b,3,0,3,0
group_aa489912d186ac3b5abe,3,0,3,0
group_50ee2d2216b43cca3e0c,3,0,3,0
group_abb92bbfb51cba1d9e9d,3,0,3,0
group_ac20443ffa0cc42b1ca4,3,0,3,0
group_b3ea0845eab2e15abf4d,3,0,3,0
group_bb5b19081cc8ed1abc04,3,0,3,0
group_d4c96d6fd9a10eaf6133,3,0,3,0
group_2089b7c39f3b9f2c82ce,2,1,1,0
group_438e3bfe01f55791204a,2,0,2,0
group_032251f779ce44313a50,2,0,2,0
group_221470df7a526ea88d1c,2,0,2,0
group_438e712bbc71f4a981e0,2,0,2,0
group_5e2fc82260b8642321a1,2,0,2,0
group_05a32a80b8e9619628b0,2,0,2,0
group_4e3bb52705bdb458ae50,2,0,2,0
group_0e4f9c68775f015b5857,2,2,0,0
group_6c867af0fc13208d15bb,2,0,2,0
group_565f7d15cfd46fe681e7,2,1,1,0
group_07f5c1dd78b5cd68929c,2,0,2,0
group_51dc337ef63fd9809792,2,0,2,0
group_2a2a7139f33b559bd80c,2,0,2,0
group_124891a4320146e19230,2,0,2,0
group_2b6abfe97923e064b1a1,2,0,2,0
group_2f3002e4bd8b4e004561,2,0,1,1
group_25167ad585b71e4b748f,2,0,2,0
group_23b27b885ec0bec0ef15,2,0,2,0
group_2a2bef67c966d66b9f8c,2,0,2,0
group_3b52c81b84da86c34483,2,0,2,0
group_42dd2a7882d7e069d93e,2,0,2,0
group_7efb31fa3e323db7dbb9,2,0,2,0
group_55d73d0ac329536340b6,2,0,2,0
group_477f678cde646fdd798c,2,0,2,0
group_79f0f830a662884334b7,2,0,2,0
group_1f12282dd9f3f0a5c43c,2,0,2,0
group_2681c5cf9e43306695cb,2,0,2,0
group_105d73198acec1caa337,2,0,2,0
group_28fed2a7ce1c32bd1c0d,2,0,2,0
group_413769a1234d390e0fc1,2,0,2,0
group_00bdf22ab2df17917616,2,2,0,0
group_5cdf9e612f1d2be733d1,2,0,2,0
group_252651b77120852fe8e5,2,0,2,0
group_4784e632776876144cb5,2,0,2,0
group_1824c6280359d34e2eaf,2,0,2,0
group_46c6cb0990743f1a9d39,2,0,2,0
group_6ed352f39c4ee1c3cf42,2,0,2,0
group_2a3ab0ba5dd2cc9e2b5c,2,0,2,0
group_0e730d9399290cafedf1,2,0,2,0
group_1bb5e3e8231cf5baa0dd,2,0,2,0
group_0a536dd9de3a624447ad,2,0,2,0
group_4d9f9b0250924442750a,2,0,2,0
group_2a430f1b60d6a28be02c,2,0,2,0
group_55deb1c49a44bd85fcab,2,0,2,0
group_2531da1fddacbd025726,2,0,2,0
group_717a37c68dfb180146ce,2,0,2,0
group_2a45a10e20306fd4de85,2,0,2,0
group_55597b64653e98fe002f,2,1,1,0
group_33e68f90ace413af5abd,2,0,2,0
group_3062c00329163e412410,2,0,2,0
group_7d3ae33dada61f91a2bb,2,0,2,0
group_33e822ad1bd44501d748,2,0,2,0
group_05e1248e096ffa341f1a,2,0,2,0
group_445070765fe00ee1f7a5,2,0,2,0
group_1d80a7ed63820e390a14,2,0,2,0
group_6ac3655410987de33857,2,1,1,0
group_3516e45f6965da32cebc,2,0,2,0
group_3066f278ead8b195d7bf,2,0,2,0
group_42f52b069ff6d100c89c,2,0,2,0
group_372e6896dbbbfe8de411,2,0,2,0
group_3d2f8f3fafe327d85847,2,0,2,0
group_67b421849ef433168434,2,0,2,0
group_770f380c902623c9fdb9,2,0,2,0
group_4452036db40d0fcb53c5,2,0,2,0
group_4b06095005e4d31b8864,2,1,0,1
group_422966e825d4421bc237,2,0,2,0
group_351fe44af81def1a2d60,2,0,2,0
group_0c9b46b53613764a9401,2,0,2,0
group_5eeeae76e6c07c4ada4b,2,0,2,0
group_0c9d86e509f87ec918bb,2,0,2,0
group_72aaacaa1ab3211675c5,2,0,2,0
group_1490b0e0d370ff1e9a8e,2,0,2,0
group_543a8dd4c073166c4ec7,2,0,2,0
group_5fac7f1443f2a4240115,2,0,2,0
group_1bfc0adcdfef3ae7bd61,2,1,1,0
group_5b9d40ad89c05fcbcd26,2,0,2,0
group_4c5dc2b4cf9daf940256,2,0,2,0
group_1866c9625c7e74a9698c,2,0,2,0
group_0a8cd962f53d5cfc044c,2,0,2,0
group_566e7db04c699d0f3647,2,0,2,0
group_1a261a2e2ee80b5c1f60,2,0,2,0
group_1c020bdece3235821b75,2,0,0,2
group_2926602e02177c31b261,2,0,2,0
group_2a6cfd6b2666d2623df9,2,0,2,0
group_1a28ed3d8a71cfaf98a4,2,0,1,1
group_01121ba81f2c45561726,2,0,2,0
group_226f6963e41f9c80cf29,2,0,2,0
group_6bfb981cf9a7c8b48b00,2,0,2,0
group_556a176af37430bc69e0,2,0,2,0
group_14a61c392834bf04c304,2,0,2,0
group_6c358b64b19a28becccd,2,0,2,0
group_3b8786b9e35fb7c63aad,2,2,0,0
group_0874d49f6bce59a9d6f4,2,0,2,0
group_0cb0d58ca0cd5e2a9e53,2,0,2,0
group_51f69dd49f389e478550,2,0,2,0
group_3c6b032e60cbdc4a82ea,2,0,2,0
group_5cf15b07cf1cf32cd262,2,0,2,0
group_187a2f216e28e037c8c9,2,2,0,0
group_4dbbbe02108d743a286b,2,0,2,0
group_1f5b451334c026be2b59,2,0,2,0
group_1f5b7bcae72e0b744cab,2,0,2,0
group_168eb1a04586c66d1e90,2,0,2,0
group_6d3b618248a52954b290,2,0,2,0
group_461c2290a4451db94655,2,0,2,0
group_3e1a0652471ad156f7de,2,0,2,0
group_20f1d444dfe14db343e1,2,0,2,0
group_1dc6bac3cfff4339fdf2,2,0,2,0
group_20f5a83f6d656d8f0c3d,2,0,2,0
group_3a90942c2e65d7a96639,2,0,2,0
group_4eff56f5d34207728fe6,2,0,2,0
group_38779fce656ddc14b914,2,0,1,1
group_35434d85925a09f54a26,2,0,2,0
group_53b164ee01cbc9a676f3,2,0,2,0
group_257b44385c0fde32b09e,2,0,2,0
group_26ca9390fe70b68cd926,2,0,2,0
group_29401cf014ae9b6a591d,2,0,2,0
group_063ab10c184a5738bb99,2,0,2,0
group_2d0365aa6e1a6baa5714,2,0,2,0
group_365772f1968b5036e486,2,0,2,0
group_417022dfca544621c581,2,0,2,0
group_387b7fb1cad9ccfa07bf,2,0,2,0
group_7255f11caeb894681a6c,2,0,2,0
group_0150802332dd5ef813ad,2,0,2,0
group_5efa7b788aad0caa9cfc,2,0,2,0
group_0ac599664dc442ce674a,2,0,2,0
group_06453af4f9d4417fcf54,2,0,2,0
group_65361ad460168121b9ee,2,1,1,0
group_258de651855640342adf,2,0,2,0
group_67f7cf88d1fb47ebb568,2,0,2,0
group_0ce045e70f9a2d123eaa,2,0,2,0
group_10d0ccafd84a402deca1,2,0,2,0
group_064c229214b8fbde1df5,2,2,0,0
group_28154b21d843988f1d69,2,0,2,0
group_4a75f6e302bfdfab1d78,2,0,2,0
group_4627fb379abd4babdd5a,2,0,2,0
group_3d58c273e2cc4db012f2,2,0,2,0
group_12e3a42f6f4f8a5e2c3e,2,0,2,0
group_22995abfac0154ab08c5,2,0,2,0
group_0ad6391427de2fb72771,2,0,2,0
group_5d618fe0d0a33a226bf9,2,0,2,0
group_0ee40e017af1d880cc17,2,0,2,0
group_3ba0c5b84dfa4dd72c59,2,0,2,0
group_4fb0660488a256b8b558,2,0,2,0
group_0cf45c64b8684aa02cb2,2,0,2,0
group_14d890d2666ef2635b36,2,0,2,0
group_2e489816fc176b7ba1de,2,0,2,0
group_3ba1f9cbce8ef5cdcbaf,2,0,2,0
group_017b038114ce2709ac2e,2,0,2,0
group_2f830f093292190aab84,2,1,0,1
group_6c0012e67283e9007ef0,2,0,2,0
group_0ef54c1b958f0ed41a70,2,0,2,0
group_70e29eea15cef7476e7d,2,0,2,0
group_50e146b754ee89737fc7,2,0,2,0
group_16c25328aa6052219a13,2,0,2,0
group_10ec8c88f90f9562866a,2,0,2,0
group_355f377d30239ffdf08a,2,1,1,0
group_43c8afb52c90a0081b6f,2,0,1,1
group_2d2516ef6ab4f091b5cf,2,0,2,0
group_3c7fc18985950250f8fc,2,2,0,0
group_64f211d3761683ab0c57,2,0,2,0
group_5f64ca9d140c43a05011,2,0,2,0
group_5ca389385db43fc82f93,2,1,0,1
group_12fc1eb7c47a16f80026,2,0,2,0
group_3e3311615e217f1cf821,2,0,2,0
group_377a77bd32530878b123,2,0,2,0
group_5cfc799ecb2b2079cd36,2,0,2,0
group_491eb8e00469007cd754,2,0,2,0
group_01920bfdd21245dd2782,2,0,2,0
group_04107e866bc048f55787,2,0,2,0
group_241ee89258532c948ddd,2,0,2,0
group_38a0f7ce3bf49116d46e,2,2,0,0
group_18c079a934d769df93f0,2,2,0,0
group_0681618533af46fbc875,2,1,1,0
group_06330e9144612e35f003,2,0,2,0
group_211dbb5b0183a32fbcef,2,0,2,0
group_3fccafdebbffec0ccff7,2,0,2,0
group_2f968eb52127f1e642da,2,0,2,0
group_61194eca16b56e32e5b3,2,0,2,0
group_0ddb6f27793a1a1bc5a2,2,0,2,0
group_29d3402b3ade9a7fb860,2,0,2,0
group_58f8671e6a04f4893deb,2,0,2,0
group_242b7cf014a51fd1ca6f,2,0,2,0
group_59e5ae913469623c4aba,2,0,2,0
group_07612df9ddbd5e77b647,2,0,2,0
group_7d7dfd4ca4c58cf4ea3f,2,0,2,0
group_63a0277c3157f8d97e57,2,0,2,0
group_58b40cd64002395737e0,2,0,2,0
group_0b0beee5d9137a2fcaeb,2,0,2,0
group_628af831ac9d4a964953,2,0,2,0
group_042b08647e8adbeb8761,2,0,2,0
group_7439ea697865172d05d4,2,0,2,0
group_6121fdea79d4d5255736,2,0,2,0
group_3c9259e3ddb9d1624db1,2,0,2,0
group_2ffcb257d3a743f84574,2,0,2,0
group_37e2373e56eba1047b1c,2,0,2,0
group_243092066e7093bbedcc,2,0,2,0
group_000cac42367149f5c91d,2,0,2,0
group_25b3ca1979c613896ceb,2,0,2,0
group_1fa6c7c2c37984c0666f,2,0,2,0
group_111548d125bd63fed174,2,0,2,0
group_3e403af24eb406d953db,2,0,2,0
group_000cbdef7602f2eaa756,2,0,2,0
group_1116cfbe12227551188e,2,0,2,0
group_30ce5a08ba7dbac3c831,2,0,2,0
group_670ddaab73af230b1f6f,2,0,2,0
group_62ee4a93f0b18757c203,2,0,2,0
group_578780f8ae17edc4fff9,2,0,2,0
group_11d4c846953f69280742,2,0,2,0
group_1fb162620b11260fd63f,2,0,2,0
group_1961f2c345a8cbca56eb,2,0,2,0
group_37886191ae598ef34074,2,0,2,0
group_2be037113de42df03a6e,2,0,2,0
group_474a9c60bfd4ea12640a,2,0,2,0
group_5583b8857b10f264a317,2,0,2,0
group_243c40e246d5c95ebc44,2,0,2,0
group_0bd68f6a40ae5946579c,2,0,2,0
group_7987968a698d6e3bf1e0,2,0,2,0
group_6f4c3fae7ba96a2386d1,2,0,2,0
group_19684defd1e905814e5c,2,0,2,0
group_16f6993fefaa7f465888,2,0,2,0
group_6a2805c4d7617e2fbab9,2,0,2,0
group_64835209e2211ca95363,2,0,2,0
group_16f989c5240ac092bd7a,2,0,2,0
group_3c9c234282f161336b36,2,2,0,0
group_39f629ba4a44c2e6b0b1,2,0,2,0
group_6ee51f302c628a14d47f,2,0,2,0
group_091229cee1cdffc02d88,2,0,2,0
group_0b3d62bf01be05ef2ece,2,0,2,0
group_40ba24be8e8530fed06f,2,0,2,0
group_151c5b88ed739c323ce4,2,0,2,0
group_7102a62cbc45677681f0,2,0,2,0
group_2b295d4cbaefc2f0bc67,2,0,2,0
group_35cd3a61227dda4b01e6,2,0,0,2
group_5588a9182f97383d73f5,2,0,2,0
group_27118f0b24e18b853ec5,2,0,2,0
group_23670f99bcdfa83b77d0,2,0,2,0
group_4f223cd6a6d301f6e135,2,0,2,0
group_4beb1ad542bb65aadd86,2,1,1,0
group_3e8a19172f89e9916464,2,0,2,0
group_0b4751803c989fec7bc3,2,0,2,0
group_045fb9a166e1b7a6595b,2,0,2,0
group_3f1ab5ec9dca3ca3d6c0,2,0,2,0
group_48922b06d85a43a5268f,2,0,2,0
group_2b2cb1fb42b08addae42,2,0,2,0
group_3bc4203cc0227df7ffdb,2,0,2,0
group_74b37de36f73dec7923f,2,0,2,0
group_2bee477cdc2c88235bc5,2,0,2,0
group_35ce8fd3e06b2861c07b,2,0,2,0
group_2e8cd24a28f0b9018bd4,2,0,2,0
group_1341b2305562c0f45208,2,0,2,0
group_3cde587cdc6c6b7ef433,2,0,2,0
group_505db4067703770e889e,2,0,2,0
group_3ca7ad4e65f0a28d2198,2,0,2,0
group_7844fe11610a3a599205,2,0,2,0
group_5e577f961eabfc4ae1b2,2,0,2,0
group_7a88c97ddc37ebd1cb8b,2,0,2,0
group_3e504cf7ee3a11ff4727,2,0,2,0
group_4bf0fe67ad428c6f48ad,2,0,2,0
group_245c44927c8686bc3a9e,2,0,2,0
group_326d45570789e0685ff5,2,0,2,0
group_22f7babdb8f3ed5bcd0c,2,0,2,0
group_75957779c50622bf5d7b,2,0,2,0
group_6ad25af14e812decc30f,2,0,2,0
group_7af9f208ad6bc2bc3f55,2,1,1,0
group_19044a9f5bf96fbb888d,2,0,2,0
group_4ad6eb66696fb25f7bd5,2,0,2,0
group_2e9dada79ca64f762b89,2,0,2,0
group_02043c8c2b07ca36dd27,2,0,2,0
group_379dec9f9e2c53fb3685,2,0,2,0
group_0bec40986a577c0f85ce,2,0,2,0
group_79b607a6218cffcc7657,2,0,2,0
group_0198a82b9cc57102a368,2,0,2,0
group_0b60c9a51dbdbfec7feb,2,0,2,0
group_497de8bbceb0e1972076,2,0,2,0
group_4ebaa659c1ad87911c63,2,0,2,0
group_66d342a192261fb92484,2,0,2,0
group_0d68509312fb6b013524,2,0,2,0
group_22fe50adee84c72ded8c,2,0,1,1
group_3e54143deb13a2ebb324,2,0,2,0
group_1910998be5d706d91d6f,2,0,2,0
group_56c6c0b9e8fa34e4da4b,2,0,2,0
group_002f429f4fc1e1fab273,2,0,2,0
group_7425f61b81096733401d,2,0,2,0
group_5a569c788ec2c12406f3,2,0,0,2
group_1eb6a02534d2f91848b9,2,0,2,0
group_70c5a112ea665b762ff4,2,0,2,0
group_24d1d0f439bcfc5e2118,2,0,2,0
group_475a7b19e4e7dc865207,2,0,2,0
group_06e441925f3e32fece7a,2,0,2,0
group_3276afb2ac3d5b4668fb,2,0,0,2
group_0d7a1e9d7aaa1495eff3,2,0,2,0
group_04978b2d4728ca38592b,2,0,2,0
group_4a313254615a88babd17,2,0,2,0
group_6a331822921e9bb1e41a,2,0,2,0
group_15c014b7f000d1499f91,2,0,2,0
group_725c7688c9e9c04b1fe3,2,0,2,0
group_264731f4316210173b4a,2,0,2,0
group_11795c1a31c7cfb472e0,2,0,2,0
group_1e537427b751039d8679,2,0,2,0
group_771883412b70ea40eec7,2,0,2,0
group_06efb799c3c679928ccf,2,0,2,0
group_3bd16841e3e7493ad7a3,2,0,2,0
group_68547b4c79245f3122d4,2,0,2,0
group_04a85adf76f54eaeb0ee,2,0,2,0
group_022c8b2e0c12c7482805,2,0,2,0
group_39c54e88769f324391a0,2,0,2,0
group_154a85214560209f999f,2,0,2,0
group_75602133cafd5eb942f7,2,0,2,0
group_0f7104da7a4522e18773,2,0,2,0
group_1ff28916411bf417bcf7,2,0,2,0
group_1caf58a91295865f15cf,2,0,2,0
group_09546e070c3256a5b5c2,2,0,2,0
group_1ff3d7f556096604f3cc,2,0,2,0
group_19228b9e03e49f770001,2,1,1,0
group_0b82dd981ec0e367f963,2,0,2,0
group_613837c0e3c6905dd404,2,0,2,0
group_0f7ab256c00501ea10a0,2,0,2,0
group_643b0bfd3fcdd11767bd,2,0,2,0
group_36b06f653eae2c08a8ff,2,0,2,0
group_35deea6da39126719338,2,0,2,0
group_13eb51c30ed1fef57a00,2,0,2,0
group_6359de2d8897621a6b1b,2,0,2,0
group_4aada8278aabbc45075c,2,0,2,0
group_0b88846f8ba88d5e778e,2,0,2,0
group_4286ef62f368a95389e0,2,0,2,0
group_5f7f7e42238247863e18,2,0,2,0
group_7b27077069d13f402825,2,0,2,0
group_25f8d2796df63bad0152,2,0,2,0
group_67d839a117c6074f5947,2,0,2,0
group_693728089b27d8b98dd1,2,0,2,0
group_5a68ce982b7bc97f0936,2,0,2,0
group_5bce8ffcbec632b3cdbb,2,0,2,0
group_0d911812b75691d64fd5,2,0,2,0
group_192da934cdef597a8021,2,0,2,0
group_2001343cea5d1eaacfc5,2,1,1,0
group_5e6e3a7878f1bb440b65,2,0,2,0
group_64b72763712e62a0128f,2,1,1,0
group_13815d59bb466e3f68b7,2,0,2,0
group_0d966cce35a6599ecbf5,2,0,2,0
group_0b9931c5cc276c2fa6bc,2,0,2,0
group_63f254eadc99a3b5a5af,2,1,1,0
group_302af048638d30e3b0c7,2,0,2,0
group_2c22c7f4c6c5a812f91c,2,0,2,0
group_64b79cd9585e5f336606,2,0,2,0
group_025ed03d72f8018c6465,2,0,2,0
group_04cc2e67e5e3a303c5e9,2,2,0,0
group_5991f816e5a8f1c66f8b,2,0,1,1
group_13f5077b91622f19f8a5,2,0,2,0
group_37bedbf7f4796860bbe4,2,0,2,0
group_391b5be36d82666bab76,2,0,2,0
group_4ab87491d836971af848,2,0,2,0
group_63159bae83038c8d5d46,2,0,2,0
group_24e56c3b4f7c0a82d3b6,2,0,2,0
group_04d1af85893bc9628767,2,0,2,0
group_02ea0d451e4b151a3bbe,2,0,2,0
group_2b4aa654fbe182bacd98,2,0,2,0
group_5992a92eb4f52a799707,2,0,2,0
group_0975e0e4b05c62fb092e,2,0,2,0
group_0e12b2f378e7fb0b46b0,2,0,2,0
