review_id,pair_id,sample_group,en,uz,aligner_score,bicleaner_score,bifixer_score,length_ratio,risk_score,risk_flags,manual_label,manual_notes,llm_label,llm_confidence,llm_adequacy,llm_en_language_ok,llm_uz_language_ok,llm_reason,llm_model,llm_error
29,hplt_00002849,random_control,The development of the industry requires high-level knowledge and skills to meet the challenges of management and design with account of such aspects as economy and reliability.,"Tarmoqning rivoj topishi mutaxassislardan tejamkorlik va ishonchlilik tamoyillarini e`tiborga olgan holda, boshqaruv va loyihalash vazifalarini hal etish bo’yicha yuqori darajadgi bilim va ko’nikmalarni talab etadi.",0.5013250112533569,0.996999979019165,1.381100058555603,1.2146892655367232,4,low_aligner,,,correct,1.0,4,True,True,翻译准确且自然。,qwen-max,
35,hplt_00000493,random_control,Click the button in that mail to activate your account.,Hisobingizni faollashtirish uchun xatdagi tugmani bosing.,0.6030229926109314,0.9660000205039978,0.9656999707221984,1.0363636363636364,4,low_aligner,,,correct,0.9,4,True,True,句子意思完全一致，翻译准确。,qwen-max,
36,hplt_00000629,random_control,"The table has also found wide application in physics, biology, engineering, and industry.","Jadvalda fizika, biologiya, muhandislik va sanoatda ham keng qo'llanilgan.",0.5929049849510193,0.9980000257492064,0.9398000240325928,1.2027027027027026,4,low_aligner,,,correct,1.0,4,True,True,句子意思忠实传达，自然流畅。,qwen-max,
37,hplt_00000097,random_control,The scooter can be ordered online and is shipped worldwide.,Skuterga onlayn buyurtma berish mumkin va butun dunyo bo'ylab jo'natiladi.,0.6332229971885681,1.0,0.9506999850273132,1.2542372881355932,4,low_aligner,,,correct,1.0,4,True,True,句子意思忠实传达，自然流畅。,qwen-max,
39,hplt_00008174,random_control,"The lack of unnecessary information and a pleasant design allows you to quickly escape from everyday problems, plunging headlong into a huge variety of gambling entertainment.","Keraksiz ma'lumotlarning etishmasligi va yoqimli dizayni sizga kundalik muammolardan tezda qochib, turli xil qimor o'yin-kulgilariga kirib borishga imkon beradi.",0.6666719913482666,1.0,0.963599979877472,1.0869565217391304,0,,,,correct,1.0,4,True,True,句子意思忠实传达，自然流畅。,qwen-max,
42,hplt_00000039,random_control,- A changing magnetic field,- O'zgaruvchan magnit maydon,0.5171030163764954,1.0,0.9186999797821044,1.037037037037037,4,low_aligner,,,correct,1.0,4,True,True,意思准确传达，语言自然。,qwen-max,
45,hplt_00007996,random_control,"And dear Taurus, as mentioned earlier, you probably won't have the best time with an Aries sign either.","Va aziz Toros, avval aytib o'tganimizdek, sizda ham Qo'y belgisi bilan eng yaxshi vaqt bo'lmaydi.",0.5367100238800049,1.0,0.9180999994277954,1.0618556701030928,4,low_aligner,,,minor,0.9,3,True,True,星座名字翻译正确，但'And dear Taurus'被翻译成'Va aziz Toros'，虽然意思相近，但语气上略有不同。,qwen-max,
46,hplt_00001481,random_control,"High efficiency and energy saving: The internal heat heating method is adopted, and the molecules in the heating body directly induce magnetic energy to generate heat.",Yuqori samaradorlik va energiya tejash: Ichki issiqlik isitish usuli qabul qilinadi va isitish tanasidagi molekulalar issiqlik hosil qilish uchun to'g'ridan-to'g'ri magnit energiyani keltirib chiqaradi.,0.7444379925727844,1.0,0.9513999819755554,1.2095808383233533,0,,,,correct,0.9,4,True,True,翻译准确，意思完全一致。,qwen-max,
50,hplt_00005709,high_risk,Retrieved 31 March 2011.,Qaraldi: 31-mart 2011-yil.,0.5267639756202698,0.9480000138282776,0.7785999774932861,1.0833333333333333,9,low_aligner|low_bicleaner|low_bifixer,,,correct,0.9,4,True,True,翻译准确，意思完全一致。,qwen-max,
51,hplt_00003505,random_control,"Electromagnetic induction heating cable disk directly ACTS on the bottom of the pump through induction to generate a magnetic field, so that the pump generates heat itself.","Elektromagnit induksion isitish kabeli diski to'g'ridan-to'g'ri nasosning pastki qismida magnit maydon hosil qilish uchun induksiya orqali ishlaydi, shuning uchun nasos o'zi issiqlik hosil qiladi.",0.6083750128746033,1.0,0.9520999789237976,1.1395348837209305,4,low_aligner,,,correct,0.9,4,True,True,翻译准确，意思保留完整。,qwen-max,
52,hplt_00002249,random_control,"Retrieved March 8, 2021.",Qaraldi: 8-mart 2021-yil.,0.8164970278739929,0.912999987602234,0.7858999967575073,1.0416666666666667,5,low_bicleaner|low_bifixer,,,correct,0.9,4,True,True,翻译准确，意思保留完整。,qwen-max,
55,hplt_00007373,random_control,- In the northern regions can be used only during the summer or install panoramic windows.,- Shimoliy viloyatlarda faqat yozda foydalanish mumkin yoki panoramik derazalar o'rnatilishi mumkin.,0.5618249773979187,1.0,0.9567999839782716,1.1111111111111112,4,low_aligner,,,correct,0.9,4,True,True,翻译准确，意思保留完整。,qwen-max,
56,hplt_00005062,high_risk,"The nearest airport is Louis Armstrong New Orleans International Airport, 11 mi from the property.","Eng yaqin aeroport - Nyu -Orlean xalqaro aeroporti - Louis Armstrong, 19 km uzoqlikda.",0.5144960284233093,0.9350000023841858,0.920799970626831,1.1395348837209305,9,number_mismatch|low_aligner|low_bicleaner,,,minor,0.9,3,True,True,距离从11英里转换为19公里时有轻微误差，实际应为约17.7公里。,qwen-max,
57,hplt_00005381,random_control,"In early November 2007, Athens, Bangkok, Singapore, Moscow, and Turin were selected by the IOC as the five candidate cities to host the inaugural Youth Olympic Games.[31] In January 2008, the candidates were further pared down to just Moscow and Singapore.","2007-yil noyabr oyi boshida Afina, Bangkok, Singapur, Moskva va Turin XOQ tomonidan ilk oʻsmirlar Olimpiya oʻyinlarini oʻtkazish uchun beshta nomzod shahar sifatida tanlandi.[25] 2008-yil yanvar oyida nomzodlar faqat Moskva va Singapurga qisqartirildi.",0.5658720135688782,0.9950000047683716,0.9467999935150146,1.0158730158730158,6,number_mismatch|low_aligner,,,correct,0.95,4,True,True,翻译准确且自然。,qwen-max,
58,hplt_00004913,high_risk,Retrieved 11 May 2007.,Qaraldi: 11-may 2007-yil.,0.5477229952812195,0.9419999718666076,0.7646999955177307,1.1363636363636365,9,low_aligner|low_bicleaner|low_bifixer,,,correct,0.95,4,True,True,翻译准确且自然。,qwen-max,
59,hplt_00009591,random_control,Psychologists say that the choice of style depends on what type of psycho we are.,"Psixologlar aytishicha, uslubni tanlash biz qanday psixologik turimizga bog'liq.",0.6692969799041748,1.0,0.9598000049591064,1.0125,0,,,,correct,0.95,4,True,True,翻译准确且自然。,qwen-max,
60,hplt_00003976,high_risk,Retrieved 9 September 2014.,Qaraldi: 9-sentabr 2014-yil.,0.5477229952812195,0.9430000185966492,0.8313000202178955,1.037037037037037,9,low_aligner|low_bicleaner|low_bifixer,,,correct,0.95,4,True,True,翻译准确且自然。,qwen-max,
61,hplt_00009009,random_control,The required disk space for an out-of-the-box Ubuntu installation is said to be 15 GB.,Ishlab chiqarilgan Ubuntu o'rnatilishi uchun zarur bo'lgan disk maydoni 15 GB deb aytiladi.,0.6157649755477905,0.9980000257492064,0.9103999733924866,1.058139534883721,4,low_aligner,,,correct,1.0,4,True,True,翻译准确，意思和细节都得到了忠实的保留。,qwen-max,
63,hplt_00002836,high_risk,They include:,Ular quyidagilardan iborat:,0.5773500204086304,0.9409999847412108,0.9735000133514404,2.076923076923077,11,length_ratio|very_short|low_aligner|low_bicleaner,,,correct,1.0,4,True,True,翻译准确，意思和细节都得到了忠实的保留。,qwen-max,
70,hplt_00001910,random_control,I know chocolate is toxic to dogs but I wasn't sure about cats.,"Men shokolad itlarga zaharli ekanligini bilaman, lekin men mushuklarga ishonchim komil emas edi.",0.6142079830169678,0.9639999866485596,0.9359999895095824,1.5238095238095235,4,low_aligner,,,correct,0.9,4,True,True,翻译准确地传达了原句的意思。,qwen-max,
76,hplt_00002252,random_control,This concert was amazing.,Bu konsert ajoyib bo'ldi.,1.0,0.9990000128746032,0.9344000220298768,1.0,0,,,,correct,1.0,4,True,True,句子意思完全一致，翻译自然。,qwen-max,
86,hplt_00005385,high_risk,Retrieved 19 May 2007.,Qaraldi: 19-may 2007-yil.,0.5267639756202698,0.9279999732971193,0.7681000232696533,1.1363636363636365,9,low_aligner|low_bicleaner|low_bifixer,,,correct,1.0,4,True,True,翻译准确，自然流畅。,qwen-max,
87,hplt_00002140,random_control,"In case you have doubts about buying a subscription, get Adobe Creative Cloud Free Trial.","Agar obuna sotib olishga shubhangiz bo'lsa, Adobe Creative Cloud Bepul sinov versiyasini oling.",0.6934990286827087,1.0,0.929199993610382,1.0674157303370786,0,,,,correct,1.0,4,True,True,翻译准确，自然流畅。,qwen-max,
90,hplt_00002600,high_risk,"Electric control part: the machine tool has power-loosing protection function, has high safety and reliability.","8.Elektrik boshqaruv qismi: dastgoh kuchsizlanadigan himoya funktsiyasiga ega, yuqori xavfsizlik va ishonchlilikka ega.",0.5019170045852661,0.8980000019073486,0.9650999903678894,1.072072072072072,9,number_mismatch|low_aligner|low_bicleaner,,,minor,0.9,3,True,True,核心意思保留，但添加了数字编号 '8.'，这在原句中没有。,qwen-max,
93,hplt_00005732,random_control,"By the latter half of the century, however, improving transport and communications meant that even remote parts of the Empire had access to publications such as the magazine The Builder, which helped colonial architects keep informed about current fashion.","Biroq, asrning ikkinchi yarmiga kelib, transport va aloqani yaxshilash imperiyaning chekka qismlarida ham mustamlakachi arxitektorlarga hozirgi moda haqida xabardor boʻlishga yordam beradigan The Builder jurnali kabi nashrlardan foydalanish imkoniyatini berdi.",0.5947620272636414,0.9919999837875366,0.9710000157356262,1.015625,4,low_aligner,,,correct,0.9,4,True,True,意思忠实保留，自然流畅。,qwen-max,
96,hplt_00001914,random_control,"Luckily, biological filtration takes care of this.","Yaxshiyamki, biologik filtratsiya bunga g'amxo'rlik qiladi.",0.6972169876098633,1.0,0.9552000164985656,1.18,0,,,,correct,1.0,4,True,True,句子的意思和细节都得到了准确的翻译。,qwen-max,
97,hplt_00000864,random_control,"consultant, analyst, project manager, head of department;","konsultant, analitik, loyihalar menedjeri, bo’lim rahbari;",0.6396830081939697,0.9990000128746032,1.662500023841858,1.0175438596491229,4,low_aligner,,,correct,1.0,4,True,True,专业术语和职位名称都得到了准确的翻译。,qwen-max,
99,hplt_00006817,high_risk,Retrieved 22 December 2013.,Qaraldi: 28-dekabr 2013-yil.,0.5477229952812195,0.8410000205039978,0.7971000075340271,1.037037037037037,11,number_mismatch|low_aligner|low_bicleaner|low_bifixer,,,minor,1.0,3,True,True,日期有轻微差异，但整体意思保持一致。,qwen-max,
100,hplt_00000797,random_control,"- Nuts and seeds: almonds, walnuts, flaxseeds, pumpkin seeds, chia seeds, etc.","- Yong'oq va urug'li yong'oqlar: bodom, barcha turdagi yong'oqlar, qovoq urug'lari, chia urug'lari va boshqalar.",0.5968549847602844,1.0,0.9090999960899352,1.435897435897436,4,low_aligner,,,minor,1.0,3,True,True,列举的具体坚果和种子种类有所不同，但整体意思保持一致。,qwen-max,
103,hplt_00004337,random_control,Resource center on human rights,Inson huquqlar bo‘yicha resurs markazi,0.6341670155525208,0.9950000047683716,2.164099931716919,1.2258064516129032,4,low_aligner,,,correct,0.9,4,True,True,乌兹别克语句子忠实地翻译了英语句子，意思完全一致。,qwen-max,
106,hplt_00004577,random_control,"First, you need a natal chart.","Birinchidan, sizga tug'ma jadval kerak.",0.5775399804115295,1.0,0.9121999740600586,1.3,4,low_aligner,,,minor,0.9,3,True,True,'natal chart' 被翻译成了 'tug'ma jadval'，这在乌兹别克语中是正确的，但不如直接使用 'tug'ilganlik jadvali' 更加准确。,qwen-max,
109,hplt_00001424,random_control,Many medications are being developed with the goal of ridding humans of this unpleasant and harmful company.,Ushbu noxush va zararli kompaniyaning odamlarini yo'q qilish maqsadida ko'plab dorilar ishlab chiqilmoqda.,0.5362849831581116,1.0,0.957099974155426,1.018867924528302,4,low_aligner,,,minor,0.9,3,True,True,'unpleasant and harmful company' 翻译为 'ushbu noxush va zararli kompaniya'，虽然意思相近，但表达不够自然，可以更清晰地表达为 'noqulay va zararli halokat'。,qwen-max,
110,hplt_00004172,random_control,"Plant Hormones: Multiple Functions in Plants What They Are Plant hormones, also known as phytohormones, are organic compounds produced by plants and play key roles in their growth and development.","O'simlik gormonlari: O'simliklardagi ko'p funktsiyalar O'simlik gormonlari, bu fitogormonlar deb ham nomlanadi, o'simliklar tomonidan ishlab chiqarilgan organik birikmalar bo'lib, ularning o'sishi va rivojlanishida muhim rol o'ynaydi.",0.6506540179252625,1.0,0.9488000273704528,1.1938775510204085,0,,,,correct,0.9,4,True,True,翻译准确且自然，保留了原文的所有关键信息。,qwen-max,
111,hplt_00000033,random_control,"- 100% full load , 24 hours continuous working.","- 100% to'liq yuk, 24 soat uzluksiz ishlash. .",0.6674759984016418,1.0,0.8418999910354614,1.0217391304347827,2,low_bifixer,,,correct,1.0,4,True,True,翻译准确，没有遗漏或添加信息。,qwen-max,
113,hplt_00001875,random_control,Why do you need a guide?,Nima uchun sizga yo'riqnoma kerak?,0.7559289932250977,1.0,0.92330002784729,1.4166666666666667,0,,,,correct,1.0,4,True,True,翻译准确，没有遗漏或添加信息。,qwen-max,
114,hplt_00001158,random_control,The genetic material within the cytoplasm is DNA in the form of a loop.,Sitoplazmadagi genetik material - bu halqa shaklidagi DNK.,0.5916370153427124,0.9670000076293944,0.9164000153541564,1.2241379310344829,4,low_aligner,,,correct,1.0,4,True,True,翻译准确，没有遗漏或添加信息。,qwen-max,
116,hplt_00004569,random_control,I want to to thank you for this very good read!!,Bu ajoyib o'qish uchun sizga rahmat aytmoqchiman !!,0.6332229971885681,0.9959999918937684,0.9161999821662904,1.0625,4,low_aligner,,,correct,1.0,4,True,True,句子意思完全一致，且翻译自然。,qwen-max,
122,hplt_00008275,random_control,Steps are the same for all versions of Ubuntu OS.,Ubuntu OS -ning barcha versiyalari uchun qadamlar bir xil.,0.76385897397995,0.9549999833106996,0.92330002784729,1.183673469387755,0,,,,correct,1.0,4,True,True,乌兹别克语句子准确地翻译了英语句子的意思。,qwen-max,
124,hplt_00009544,random_control,Use this technique in autumn and winter to prevent a depressive mood and not lose the feeling of joy.,Ushbu texnikani kuz va qishda depressiv kayfiyatni oldini olish va quvonch hissini yo'qotish uchun foydalaning.,0.634548008441925,1.0,0.9569000005722046,1.099009900990099,4,low_aligner,,,minor,0.9,3,True,True,乌兹别克语句子基本传达了英语句子的意思，但表达方式有些不自然。,qwen-max,
128,hplt_00002264,random_control,Many small mats can be removed with a thorough brushing.,Ko'plab mayda matlarni yaxshilab cho'tka bilan olib tashlash mumkin.,0.7567870020866394,0.996999979019165,0.9412999749183656,1.2142857142857142,0,,,,correct,1.0,4,True,True,乌兹别克文准确地传达了英文句子的意思，即许多小垫子可以通过彻底刷洗来移除。,qwen-max,
129,hplt_00006311,high_risk,"The new year will, in fact, bring love and luck on your work front.","Yangi yil, aslida, sizning ish jabhangizda sevgi va omad keltiradi.31. 2019 yil.",0.5207189917564392,0.8510000109672546,0.8912000060081482,1.1940298507462686,9,number_mismatch|low_aligner|low_bicleaner,,,minor,0.9,3,True,True,乌兹别克文基本传达了英文句子的意思，但多了一个日期“2019年”，这在原文中没有出现。,qwen-max,
138,hplt_00003452,random_control,"A new rubber band stretches, but then snaps back into its original shape and size.","Yangi kauchuk tasma cho'zilib ketadi, lekin keyin asl shakli va o'lchamiga qaytadi.",0.5002909898757935,1.0,0.9269999861717224,1.0121951219512195,4,low_aligner,,,correct,0.9,4,True,True,忠实传达了原句意思，描述了一根新的橡皮筋如何拉伸后恢复原状。,qwen-max,
140,hplt_00008689,random_control,"The design of apartments or country houses often combines elements of classic, modern, loft, and the color range is limited only by the imagination of the owners.","Kvartiralarning yoki qishloq uylarining dizayni ko'pincha klassik, zamonaviy, loft elementlarini birlashtiradi va ranglar oralig'i faqat egalari hayollari tomonidan cheklanadi.",0.6218209862709045,1.0,0.957099974155426,1.0864197530864197,4,low_aligner,,,correct,0.9,4,True,True,准确翻译了原文，描述了公寓或乡村住宅设计的特点以及颜色选择的无限可能性。,qwen-max,
141,hplt_00006083,random_control,"So if you're also looking for a date, look no further.","Shunday qilib, agar siz ham sana qidirayotgan bo'lsangiz, boshqa qidirmang.",0.620173990726471,0.9940000176429749,0.9243000149726868,1.3888888888888888,4,low_aligner,,,correct,1.0,4,True,True,翻译准确，意思完全一致。,qwen-max,
142,hplt_00006575,random_control,"Bernini in his work showed a slightly different direction: dynamics, mental stress and movement.","Bernini o'z ishida biroz boshqacha yo'nalishni ko'rsatdi: dinamika, aqliy stress va harakat.",0.9013879895210266,1.0,0.945900022983551,1.0434782608695652,0,,,,correct,1.0,4,True,True,翻译准确，意思完全一致。,qwen-max,
147,hplt_00003225,high_risk,"The European Central Bank (ECB) is the central bank for the euro and administers monetary policy of the eurozone, which consists of 19 EU member states and is one of the largest currency areas in the world.",Yevropa markaziy banki (YeMB) — Yevropa valyuta ittifoqining asosiy muassasasi.,0.5852609872817993,0.921999990940094,1.4947999715805054,2.607594936708861,12,length_ratio|number_mismatch|low_aligner|low_bicleaner,,,minor,0.9,3,True,True,"The core meaning is preserved, but some details such as the number of EU member states and the description of the eurozone are omitted.",qwen-max,
148,hplt_00007216,random_control,Portieres made of bamboo or linen fabric with synthetic threads are considered fashionable and durable.,Sintetik iplar bilan bambuk yoki zig'ir matodan tayyorlangan portierlar moda va bardoshli hisoblanadi.,0.6041550040245056,1.0,0.9591000080108644,1.0098039215686274,4,low_aligner,,,correct,0.9,4,True,True,The meaning is faithfully preserved and the translation is natural.,qwen-max,
150,hplt_00004919,high_risk,Retrieved 24 May 2006.,Qaraldi: 24-may 2006-yil.,0.5267639756202698,0.9390000104904176,0.765999972820282,1.1363636363636365,9,low_aligner|low_bicleaner|low_bifixer,,,correct,0.9,4,True,True,The meaning is faithfully preserved and the translation is natural.,qwen-max,
151,hplt_00001605,random_control,Life arose in water and without it there is no life.,Hayot suvda vujudga keldi va unda hayot bo'lmaydi.,0.636883020401001,0.9229999780654908,0.9262999892234802,1.04,7,low_aligner|low_bicleaner,,,correct,0.9,4,True,True,句子的含义被准确地保留了。,qwen-max,
157,hplt_00001366,random_control,Check out information about system requirements.,Haqida ma'lumotni tekshiring tizim talablari.,0.5976139903068542,0.9959999918937684,0.979099988937378,1.0666666666666669,4,low_aligner,,,minor,0.9,3,True,True,"核心意思保留了，但乌兹别克语的句子结构有些混乱，应为：""Tizim talablari haqida ma'lumotni tekshiring.""",qwen-max,
158,hplt_00003493,random_control,How does the NBU's plastic card work?,O‘zmilliybank plastik kartochkasi qanday ishlaydi?,0.790569007396698,0.9760000109672546,1.885300040245056,1.351351351351351,0,,,,correct,1.0,4,True,True,忠实翻译了原句，只是银行名称从NBU转换为了O‘zmilliybank，这在上下文明确的情况下是可以接受的。,qwen-max,
160,hplt_00004768,high_risk,The Oxygen is an electric scooter from the popular quad vehicle manufacturer Quadro Vehicles in Switzerland.,Oxygen L3e – bu Shveytsariyadagi mashhur Quadro Vehicles avtomobil ishlab chiqaruvchisi tomonidan ishlab chiqarilgan elektr scooter.,0.5144960284233093,0.8159999847412109,1.298699975013733,1.2222222222222223,9,number_mismatch|low_aligner|low_bicleaner,,,minor,0.9,3,True,True,基本意思保留了，但是英文中的quad vehicle（四轮车）被误译成了汽车(avtomobil)，以及L3e这个型号信息丢失。,qwen-max,
161,hplt_00005598,random_control,"Don’t struggle with a dictionary, just let auto-translate do all the work!","Lug'at bilan kurashmang, faqat avtomatik tarjima barcha ishlarni bajarishiga imkon bering!",0.547756016254425,1.0,1.4416999816894531,1.2162162162162162,4,low_aligner,,,correct,1.0,4,True,True,翻译准确，意思完全保留。,qwen-max,
162,hplt_00007651,random_control,You may see this person in a completely different light.,Siz bu odamni butunlay boshqacha tarzda ko'rasiz.,0.7007669806480408,0.996999979019165,0.948199987411499,1.1428571428571428,0,,,,correct,1.0,4,True,True,翻译准确，意思完全保留。,qwen-max,
163,hplt_00003138,random_control,"Home network: Moscow and Moscow region, St. Petersburg and Leningrad region, Yekaterinburg and Sverdlovsk region, Novosibirsk and Novosibirsk region, Rostov-on-Don and Rostov region, Krasnodar and Krasnodar territory.","Uy tarmog‘i: Moskva shahri va Moskva viloyati, Sankt-Peterburg shahri va Leningrad viloyati, Yekaterinburg va Sverdlovsk viloyati, Novosibirsk va Novosibirsk viloyati, Rostov-Don va Rostov viloyati, Krasnodar va Krasnodar o'lkalari.",0.6775619983673096,0.9990000128746032,1.1282000541687012,1.0691244239631337,0,,,,minor,0.9,3,True,True,翻译基本准确，但“Krasnodar o'lkalari”中的复数形式不准确，应为单数形式。“Krasnodar va Krasnodar o'lkasi”。,qwen-max,
164,hplt_00007917,random_control,And also about the possible combination and materials for manufacturing.,"Va shuningdek, ishlab chiqarish uchun mumkin bo'lgan birikmalar va materiallar haqida.",0.7006490230560303,1.0,0.9555000066757202,1.1944444444444444,0,,,,correct,1.0,4,True,True,翻译准确，意思完全保留。,qwen-max,
165,hplt_00005970,high_risk,"So, they fell into error.","Shunday qilib, ular xato ichiga tushib ketdi. ""[2]",0.504135012626648,0.9490000009536744,0.9052000045776368,2.0,9,number_mismatch|low_aligner|low_bicleaner,,,correct,1.0,4,True,True,翻译准确，意思完全保留。,qwen-max,
167,hplt_00006013,random_control,Chat with strangers using our online webcam services and earn money.,Onlayn veb-kamera xizmatlarimizdan foydalangan holda begonalar bilan suhbatlashing va pul ishlang.,0.8257229924201965,0.984000027179718,0.964900016784668,1.4411764705882353,0,,,,correct,0.9,4,True,True,意思忠实保留，自然度问题可以忽略。,qwen-max,
169,hplt_00003100,random_control,(a) smaller and fewer,(a) kichikroq va kamroq,0.8164970278739929,0.9919999837875366,0.9034000039100648,1.0952380952380951,0,,,,correct,0.9,4,True,True,意思忠实保留，自然度问题可以忽略。,qwen-max,
172,hplt_00006807,high_risk,Retrieved 28 September 2014.,Qaraldi: 28-sentabr 2014-yil.,0.5267639756202698,0.9380000233650208,0.8192999958992004,1.0357142857142858,9,low_aligner|low_bicleaner|low_bifixer,,,correct,1.0,4,True,True,日期和动作（检索）都被正确翻译了。,qwen-max,
176,hplt_00004266,random_control,"Usually, for foreign students the practice lasts three months, since in this case no additional action is required to obtain a visa.","Odatda xorijlik talabalar uchun amaliyot uch oy davom etadi, chunki bunda vizani olish uchun hech qanday qo’shimcha harakatlar talab etilmaydi.",0.6000059843063354,0.9990000128746032,1.243399977684021,1.0833333333333333,4,low_aligner,,,correct,1.0,4,True,True,句子的意思被准确地翻译了，没有任何关键信息的遗漏或添加。,qwen-max,
179,hplt_00005204,random_control,Those born in June are physically attractive.,Iyun oyida tug'ilganlar jismonan jozibali.,0.8660249710083008,0.9990000128746032,0.9592000246047974,1.0714285714285714,0,,,,correct,1.0,4,True,True,句子的意思被准确地翻译了，没有任何关键信息的遗漏或添加。,qwen-max,
180,hplt_00000655,random_control,"Forty years later, German physicist Johann Wolfang Döbereiner observed similarities in physical and chemical properties of certain elements.","Qirq yil o'tgach, nemis fizigi Yoxann Volfang Döbereiner ba'zi elementlarning fizik va kimyoviy xossalarida o'xshashliklarni kuzatdi.",0.5878120064735413,1.0,0.970300018787384,1.0526315789473684,4,low_aligner,,,correct,1.0,4,True,True,句子的意思被准确地翻译了，没有任何关键信息的遗漏或添加。,qwen-max,
183,hplt_00003046,random_control,Our website has become a valued online resource for pet information.,Bizning veb-saytimiz uy hayvonlari uchun ma'lumotlarning qimmatli onlayn-resursiga aylandi.,0.6396830081939697,1.0,0.9715999960899352,1.338235294117647,4,low_aligner,,,correct,0.9,4,True,True,意思基本一致，虽然乌兹别克语中用了'qimmatli'（宝贵的）一词来翻译'valued'，这略微改变了语气，但总体上还是正确的。,qwen-max,
