en_id,en,uz_id,uz,uz_has_cyrillic
2664885,She closes the door.,2664976,U eshikni yopadi.,False
2664946,I will go to the school tomorrow.,2664973,Men ertaga maktabga boraman.,False
2664954,The women's basketball team has a male coach.,2664962,Ayollarning basketbol komandasining erkak murabbiyi bor.,False
2090872,I want to be a teacher.,2664995,O'qituvchi bo'lmoq istayman.,False
2664999,I speak Uzbek.,2664998,Men o'zbekcha gapiraman.,False
2412872,The apple is on the table.,2665000,Olma stolning ustida.,False
2720847,You may not! Don't!,2521890,Mumkin emas!,False
2766929,There are some magazines in my room.,2767156,Mening xonamda bir qancha jurnallar bor.,False
2768764,He's friendly.,2768821,U do'stona.,False
2768787,He began singing.,2768820,U qo'shiq aytishga boshladi.,False
2768798,He was innocent.,2768810,U aybsiz bo'ldi.,False
2828115,She can speak.,2836671,U gapira oladi.,False
2828119,The baby can't speak.,2836674,Chaqaloq gapira olmaydi.,False
1767253,Thank you for your attention.,2830951,Diqqatingiz uchun rahmat.,False
2543432,The mountains are beautiful.,2834770,Tog'lar go'zal.,False
2836634,Open your books.,2836653,Kitoblaringizni oching.,False
2701912,Close your books.,2836654,Kitoblaringizni berkiting.,False
2836658,I sometimes go to the cinema.,2836661,Ba'zan kinoteatrga boraman.,False
2912789,What is this? This is a car.,3098138,Bu nima? Bu avtomobil.,False
2922539,Emily is English.,2925632,Emili ingliz.,False
2928077,Life on Earth may be expensive.,2928078,Dunyoda hayot qimmat bo'la oladi.,False
2942511,Listening to classical music and studying complement one another.,3098155,Klassik musiqa tinglash bilan o'qish bir-birini to'ldiradi.,False
3092982,She is here.,3098148,U bu yerda.,False
3094937,Melanie has accidentally killed a fly.,3098147,Melani tasodifan bir pashsha o'ldirdi.,False
3176271,She has red flowers.,3212153,Uning qizil gullari bor.,False
3506854,Didn't you use to be a teacher?,3507475,Sen o'qituvchi emasmiding?,False
463306,This is my book.,2661320,Bu mening kitobim.,False
436243,How old are you?,3763465,Yoshingiz nechada?,False
688706,I'm 24 years old.,3763466,Yoshim yigirma to'rtda.,False
699465,I'm 18 years old.,3763467,Yoshim o'n sakkizda.,False
887261,"She kissed me, not him.",3763468,"U meni o'pdi, uni emas.",False
887260,She kissed him.,3763469,U uni o'pdi.,False
2255314,You will see.,3763470,Ko'rasan.,False
2255314,You will see.,3763471,Ko'rasiz.,False
3733034,Tom explained it to me.,3763473,Tom menga uni aytdi.,False
3712939,I live in India.,3763474,Hindistonda yashayman.,False
2255306,You will die.,3763476,Sen o'lasan.,False
2255307,You will eat.,3763477,Sen yeysan.,False
2255308,You will help.,3763478,Yordam berasan.,False
2255308,You will help.,3763479,Yordam berasiz.,False
2255310,You will listen.,3763482,Tinglaysan.,False
2255310,You will listen.,3763483,Sen tinglaysan.,False
2255310,You will listen.,3763484,Tinglaysiz.,False
2255310,You will listen.,3763773,Siz tinglaysiz.,False
3763749,Where is the duty-free shop?,3763776,Boj olinmaydigan savdo do'koni qayerda?,False
3763742,I saw a rabbit in the forest.,3763777,O'rmonda bir quyon ko'rdim.,False
1096479,I don't have all the facts.,3763781,Menda hamma faktlar yo'q.,False
3763725,The water was hot.,3763782,Suv issiq edi.,False
16790,How much money do you want?,3763789,Qancha pul xohlaysan?,False
16790,How much money do you want?,3763790,Qancha pul xohlaysiz?,False
16790,How much money do you want?,3763791,Qancha pul istaysan?,False
16790,How much money do you want?,3763792,Qancha pul istaysiz?,False
37744,Who do you want to speak to?,3763795,Kim bilan gaplashmoqchisan?,False
37744,Who do you want to speak to?,3763796,Kim bilan gaplashmoqchisiz?,False
37744,Who do you want to speak to?,3763801,Kim bilan gaplashishni xohlaysan?,False
37744,Who do you want to speak to?,3763802,Kim bilan gaplashishni xohlaysiz?,False
897320,There's a rock in my shoe.,3763870,Tuflimning ichida bir qoya bor.,False
3763397,You are comparing apples and oranges.,3763993,Olmalarni va apelsinlarni qiyoslayapsan.,False
3763394,I only have two hands.,3763995,Menda faqat ikki qo'l bor.,False
456317,Look into my eyes.,3764077,Ko'zlarimning ichiga qara.,False
887263,She knelt beside him.,3764114,U uning yonida tiz cho'kdi.,False
1761849,Do you drink beer?,3764115,Pivo ichasizmi?,False
1761849,Do you drink beer?,3764116,Pivo ichasanmi?,False
3519626,They haven't found Tom.,3764120,Ular Tomni topmadilar.,False
1866502,I live in a rural area.,3764310,Qishloq joyida yashayman.,False
261749,I like reading books.,3764315,Menga kitob o'qish yoqadi.,False
687376,What is your surname?,3764317,Familiyangiz nima?,False
3245828,You are ugly.,3764455,Hunuksiz.,False
3245828,You are ugly.,3764457,Hunuksan.,False
2824735,I don't want to learn your language.,3764772,Sizning tilingizni o'rganmoqchi emasman.,False
3766209,Who goes where?,3766212,Kim qayerga boradi?,False
2992295,His eyes were dark.,3766220,Uning ko'zlari qora edi.,False
436777,I lost my passport!,3773995,Men pasportimni yo'qotib qo'ydim!,False
1481069,I've lost my passport!,3773995,Men pasportimni yo'qotib qo'ydim!,False
2739964,I have a friend.,3776251,Mening bir do'stim bor.,False
3817198,How many girls are there in this picture?,3817203,Bu suratda qancha qiz bor?,False
602534,Your house is big.,3817381,Sening uying katta.,False
2897826,I hate maths.,3817385,Matematikani yomon ko'raman.,False
3816022,I can only speak French.,3817394,Men faqat frantsuzcha gapiraman.,False
3814071,I was speaking only German.,3817606,Men faqat nemischa gapirayotgan edim.,False
376424,Are you ready?,3834054,Tayyorsanmi?,False
1891110,I'm ready.,3834055,Tayyorman.,False
3653993,Meztli likes the moon.,3834113,Meztliga oy yoqadi.,False
20120,You like elephants.,3834120,Senga fillar yoqadi.,False
16908,Your book is on the desk.,3834134,Kitobingiz stol ustida.,False
3834208,Isn't it enough for you?,3834214,U siz uchun yetarli emasmi?,False
64956,I was hungry.,3834516,Men och edim.,False
256144,I was lucky.,3834517,Men omadli edim.,False
1894403,I'm coming for you!,3835034,Sen uchun kelaman!,False
3832022,My grandfather was an archaeologist.,3835035,Mening bobom arxeolog edi.,False
2686464,Children are the flowers of our lives.,3836877,Bolalar hayotimizning gullari.,False
3812934,The bird is in the sky.,3837629,Qush osmonda.,False
3795176,Do you have WhatsApp?,3837742,Senda WhatsApp bormi?,False
3845167,You eat.,3845180,Sen yeyapsan.,False
3845167,You eat.,3845181,Siz yeyapsiz.,False
3845194,We eat.,3845202,Biz yeyapmiz.,False
1586723,I want to write a book.,3865728,Bir kitob yozmoqchiman.,False
1586723,I want to write a book.,3865729,Men bir kitob yozmoqchiman.,False
2663549,The problem isn't ours.,3865730,Muammo bizning emas.,False
1875882,I've seen her before.,3865734,Oldin uni ko'rgan edim.,False
1875882,I've seen her before.,3865736,Men oldin uni ko'rgan edim.,False
3027899,I'm dangerous.,3865743,Xavfliman.,False
3027899,I'm dangerous.,3865744,Men xavfliman.,False
2647714,Do you have a house?,3866784,Uying bormi?,False
2647714,Do you have a house?,3866785,Sening uying bormi?,False
2647714,Do you have a house?,3866786,Uyingiz bormi?,False
2647714,Do you have a house?,3866787,Sizning uyingiz bormi?,False
3818654,Why don't you update your website?,3943961,Nima uchun siz saytingizni yangilamaysiz?,False
3971623,I was married at that time.,3971668,O'sha vaqtda uylangan edim.,False
3982160,Do you love your mother?,3982516,Onangni sevasanmi?,False
3982160,Do you love your mother?,3982517,Onangizni sevasizmi?,False
3982158,He was never sick.,3982521,U hech qachon kasal emas edi.,False
3220854,English is written with a Latin alphabet.,3982529,Ingliz tili lotin alifbosi bilan yozilgan.,False
3974598,That was our idea.,3982537,Bu bizning fikrimiz edi.,False
1822870,I don't make mistakes.,4119386,Men xatolar qilmayman.,False
4125667,This newspaper costs a dollar.,4125664,Bu gazetaning narxi bir dollar turadi.,False
4125690,They must abandon the idea.,4125686,Ular bu g'oyadan bosh tortishlari kerak.,False
4125753,Mahmud abhors being idle.,4125749,Mahmud bekor yurishni yoqtirmaydi.,False
4125768,Lola abhors Salim's smoking.,4125767,Lola Salimning chekishini yoqtirmaydi.,False
4125771,My father abides by what he said.,4125769,Mening otam doimo aytganini qiladi.,False
4125773,He is a master of ability.,4125772,U mohir usta.,False
4125778,I shall not be able to come tomorrow.,4125776,Men ertaga kelmayman.,False
4125798,We went aboard the ship at ten.,4125796,Biz kemaga soat o'nda o'tirdik.,False
4125802,I went to Uzbekistan.,3834525,O'zbekistonga bordim.,False
245942,How many kids do you have?,3834556,Qancha bolangiz bor?,False
4125805,He went to Ashkhabad.,3835011,U Ashxobodga bordi.,False
4125808,My grandpa was an archeologist.,3835035,Mening bobom arxeolog edi.,False
16492,What are you doing?,3817333,Nima qilayapsan?,False
4125814,I did not read.,3817306,O'qimadim.,False
3954003,How many girls are in this picture?,3817203,Bu suratda qancha qiz bor?,False
4125818,I have one friend.,3776251,Mening bir do'stim bor.,False
2111600,Nobody answered.,3776250,Hech kim javob bermadi.,False
4127464,Don't leave the papers!,4127462,Qog'ozlarni tashlamang!,False
4127474,My room is just above.,4127468,Mening xonam yuqorida,False
4127484,The temperature was above zero last week.,4127482,O'tgan hafta harorat noldan yuqori edi.,False
4127501,This text requires no abridgement.,4127495,Bu maqolani qisqartirish shart emas.,False
4127509,Who is absent today?,4127506,Bugun kim yo'q?,False
69761,You are absolutely right.,4127522,Siz mutlaqo haqsiz.,False
4127544,"Thank you, tea would be very acceptable.",4127540,"Rahmat,choy bo'lsa yo'q demayman.",False
4127579,A book is always an acceptable gift.,4127573,Kitob bu yaxshi sovg'a.,False
4127638,How did you accomplish this?,4127634,Siz buni qanday bajardingiz?,False
4127702,He is accountable to me.,4127691,U mening oldimda hisobot beradi.,False
4127726,He was accredited to the chairman.,4127724,Unga rais bilan muzokara olib borish vakolati buyurilgan edi.,False
4129623,He is accustomed to getting up early.,4129620,U erta turishga odatlangan.,False
280125,My head aches.,4129661,Mening boshim og'riyapti.,False
4129683,He will never acquiesce.,4129678,U hech qachon rozi bo'lmaydi.,False
4129977,I'm having some cheese.,3835607,Men pishloq yeyapman.,False
4129982,How many cats do you have?,3835476,Qancha mushugingiz bor?,False
5295840,Come here!,3835084,Buyerga kel!,False
4129992,Winter came.,3835082,Qish keldi.,False
38220,Where did you come from?,3835077,Qayerdan kelding?,False
4129998,Spring came.,3835076,Bahor keldi.,False
4130000,Please come!,3835071,Iltimos kel.,False
138919,Welcome.,3835067,Hush keldingiz!,False
4130008,We are eating.,3845202,Biz yeyapmiz.,False
4130014,You are eating.,3845181,Siz yeyapsiz.,False
4130014,You are eating.,3845180,Sen yeyapsan.,False
4136158,Do you actually mean it?,4136156,Haqiqatda ham shuni nazarda tutyapsizmi?,False
4136734,We were at my aunt's last week.,4136735,O'tgan hafta biz holam nikida bo'ldik.,False
4136736,He avoided danger.,4136737,U xavfdan qutildi.,False
4136738,He was awarded an order.,4136739,Uni order bilan taqdirladilar.,False
4136740,Let's wait awhile!,4136741,Biz oz kutamiz!,False
1418200,I'll go to France to study painting.,4374879,Bo'yashni o'rganish uchun Frantsiyaga boraman.,False
256025,I decided to be a doctor.,4381008,Shifokor bo'lishga qaror qildim.,False
4415220,I want to learn Kazakh.,4381876,Qozoq tilini o'rganmoqchiman.,False
4414313,Where does your mother live?,4381018,Onang qayerda yashaydi?,False
664248,What do you want from me?,4381016,Mendan ne istaysan?,False
4420301,Do you believe in prophecy?,4420913,Bashoratga ishonasizmi?,False
4420301,Do you believe in prophecy?,4420914,Bashoratga ishonasanmi?,False
4419657,This game is not bad.,4420916,Bu o'yin yomon emas.,False
4416084,I want to see your picture.,4420919,Rasmingni ko'rmoqchiman.,False
4416084,I want to see your picture.,4420920,Rasmingizni ko'rmoqchiman.,False
1632041,What did the doctor tell you?,4420921,Shifokor sizga nima aytib berdi?,False
1632041,What did the doctor tell you?,4420922,Shifokor senga nima aytib berdi?,False
1632038,Did you buy the medicine?,4420923,Dorini sotib oldingmi?,False
1632038,Did you buy the medicine?,4420924,Dorini sotib oldingizmi?,False
1635283,We are coming.,4420925,Biz kelyapmiz.,False
519817,I do not accept your excuse.,4444371,Kechirimingizni qabul qilmayman.,False
2467047,He's a lucky guy.,4523285,U omadli odam.,False
4500140,I love the ocean.,4523286,Okeanni yaxshi ko'raman.,False
4518215,My telephone number is 9876-5432.,4543747,Telefon raqamim 9876-5432.,False
4851580,Where are the books?,4866623,Kitoblar qayerda?,False
7932256,I drink water.,4866624,Suv ichaman.,False
436555,I don't understand you.,4866625,Sizni tushunmayman.,False
324584,Did you call me last night?,4866629,O'tgan kecha menga telefon qildingmi?,False
3395892,What do you believe in?,4866631,Nimaga ishonasan?,False
3395892,What do you believe in?,4866632,Nimaga ishonasiz?,False
642931,Didn't you see my birds?,4866633,Siz mening qushlarimni ko'rmadingizmi?,False
642931,Didn't you see my birds?,4866634,Sen mening qushlarimni ko'rmadingmi?,False
642931,Didn't you see my birds?,4866635,Mening qushlarimni ko'rmadingizmi?,False
642931,Didn't you see my birds?,4866636,Mening qushlarimni ko'rmadingmi?,False
2701645,May I go to the fountain?,4866639,Favvoraga bora olamanmi?,False
4889026,This is not a dog.,4889606,Bu it emas.,False
3762551,The sugar is sweet.,3764459,Shakar shirin.,False
5308161,Turtles don't have teeth.,5308289,Toshbaqalarning tishlari yo'q.,False
5397054,I live in Tashkent.,5397075,Men Toshkentda yashayman.,False
2111460,That's beautiful.,1223562,Bu go'zal.,False
298787,He had a firm belief in his God.,7206748,U o'z Xudosiga qattiq iymoni bor,False
5071565,Since when did you become so high and mighty?,7206799,Qachondar beri bunday katta va kuchli bo'lib ketding?,False
7206830,"Fill up this water bottle, please!",7206836,"Bu suv butilkasini to'ldirip qo'ying, iltimos!",False
7206683,You could kill someone.,7206839,Siz biron kishini o'ldirib qo'yishingiz mumkin.,False
7206504,I was born in Prague.,7206840,Men Pragvada tug'ulganman.,False
7426488,You're comparing apples and oranges.,3763993,Olmalarni va apelsinlarni qiyoslayapsan.,False
1792644,I won't die.,8008829,O‘lmayman.,False
436791,I love my wife.,8009499,Xotinimni sevaman.,False
7697543,Bedouins live in the desert.,8097840,Badaviylar choʻlda yashaydi.,False
8275533,This is not his handwriting.,8305319,Bu uning yozuvi emas.,False
785667,"You may write in any language you want. On Tatoeba, all languages are equal.",8453456,Xohlagan tilingizda yozishingiz mumkin. Tatoeba saytida barcha tillar tengdir.,False
3601134,Did you see my daughter?,8541681,Qizimni ko'rdingmi?,False
3601134,Did you see my daughter?,8541682,Qizimni ko'rdingizmi?,False
5152251,I saw the queen.,8542119,Qirolichani ko'rdim.,False
8544304,I am very smart.,8544340,Men juda aqlliman.,False
7782709,The text is illegible.,8544345,Matn o'qilmaydi.,False
7782709,The text is illegible.,8544346,Bu matnni o'qish mumkin bo'lmaydi.,False
8624434,Stay home.,8628848,Uyda qoling.,False
591205,Stay at home.,8628848,Uyda qoling.,False
865248,"Tell me who your friends are, and I'll tell you who you are.",8821062,"Do'stlaring kimligini ayt, shunda men kimligingni aytaman.",False
9042288,Please wear a mask.,9245361,"Iltimos, niqob taqing.",False
9637482,We live close the school.,9637711,Biz maktab yaqinida yashaymiz.,False
2332108,I'm not a teacher.,9642652,Oʻqituvchi emasman.,False
971766,The dog bit my hand.,10267297,It qo'limni tishladi.,False
10267248,He is about thirty years old.,10267299,U taxminan o'ttiz yoshda.,False
10320023,He lives in Bukhara.,3817596,U Buxoroda yashaydi.,False
10473149,When is Tom going shopping?,10473679,Tom qachon bozorlashadi?,False
1546061,I work as a teacher.,10473684,Men o'qituvchi bo'lib ishlayman.,False
1595366,I work as a consultant.,10473685,Men maslahatchi bo'lib ishlayman.,False
1663416,I work as a salesman.,10473686,Men sotuvchi bo'lib ishlayman.,False
5962016,I work as a locksmith.,10473687,Men qulfchi bo'lib ishlayman.,False
6979834,I work as a cook.,10473689,Men oshpaz bo'lib ishlayman.,False
6333898,I work as a freelancer translator.,10473694,Men frilans tarjimon bo'lib ishlayman.,False
7888621,I work as a bus driver.,10473696,Men avtobus haydovchisi bo'lib ishlayman.,False
4380655,"Before this, I worked as a cab driver.",10473703,Bungacha men taksi haydovchisi bo'lib ishlaganman.,False
4976765,I worked as a waiter for three years.,10473704,Men uch yil ofitsiant bo'lib ishladim.,False
3061196,The judge sentenced Tom to three years in prison.,10473710,Sudya Tomni uch yillik qamoq jazosiga hukm qildi.,False
9848192,I learn.,10473798,Men o'rganaman.,False
1437343,I learn Turkish.,10473800,Men Turkcha o'rganaman.,False
10473674,Tom isn't Mary's father. He's her uncle.,10473908,"Tom Mariyaning otasi emas. U, uning amakisi.",False
9944289,Seagulls fly over the water.,10474120,Baliqchilar suv ustida uchib ketishadi.,False
48623,Where is the bank?,10474513,Bank qayerda?,False
48623,Where is the bank?,10474514,Bank qayerda joylashgan?,False
10511151,"Today, I want to cook pilaf.",10511144,"Bugun, men osh pishirishni hohlayman.",False
59167,You can go home after you have finished this work.,10715871,Bu ishni tugatganingdan so'ng uyga keta olasan.,False
10706683,They are at the museum.,10715886,Ular muzeyda.,False
10715863,We all thought that Tom might kill himself.,10715888,Biz hammamiz Tom o'zini o'ldirishi mumkin deb o'ylagandik.,False
6738402,I want to be free and happy.,10715999,Erkin va baxtli bo'lishni xohlayman.,False
60560,This program cannot be run in DOS mode.,10785812,Ushbu dasturni DOS rejimida ishga tushirish mumkin emas.,False
10830450,I couldn't get into the store because all the doors were locked.,10846314,Barcha eshiklar qulflanganidan do‘konga kirolmadim.,False
8126226,Algeria has never changed its flag.,10846317,Jazoir hech qachon o‘z bayrog‘ini o‘zgartirmagan.,False
2545674,You don't know anything.,10852553,Hech narsa bilmaysan.,False
2545674,You don't know anything.,10852554,Hech narsa bilmaysiz.,False
10852008,The president likes to travel.,10852565,Prezident sayohat qilishni yaxshi ko‘radi.,False
279055,Can I leave a message?,10854401,Xabar qoldirolamanmi?,False
10854400,The king lives in the castle.,10854402,Qirol qal’ada yashaydi.,False
10854332,Ziri gave a talk about the Berber language.,10854406,Ziri berber tili haqida nutq so‘zladi.,False
10854328,Social media waste your time.,10854410,Ijtimoiy tarmoqlar vaqtingizni yo‘qotadi.,False
1761286,When will you go to Germany?,10874182,Germaniyaga qachon borasan?,False
1761286,When will you go to Germany?,10874183,Germaniyaga qachon borasiz?,False
1254113,Cats don't eat bananas.,10875874,Mushuklar banan yemaydilar.,False
2377504,I like to read books.,10877160,Men kitob o‘qishni yaxshi ko‘raman.,False
1186755,May I turn down the TV?,11064463,Televizorning ovozini pasaytira olamanmi?,False
11070341,You can't eat money.,11070349,Pul yeyolmaysan.,False
11070341,You can't eat money.,11070351,Pul yeyilmas.,False
11071484,Tom tried to catch the children's attention.,11071980,Tom bolalarning e’tiborini jalb qilishga harakat qildi.,False
7444292,They told me that they found something.,11163461,Ular menga nimadir topishganini aytishdi.,False
11165350,"If it rains, the picnic will be canceled.",11165377,"Agar yomg‘ir yog‘sa, piknik bekor qilinadi.",False
11165346,This is my passport.,11165378,Bu mening pasportim.,False
11165339,I want to rent a bicycle.,11165379,Velosiped ijaraga olmoqchiman.,False
3385245,My friend doesn't use sugar.,11165448,Do‘stim shakar ishlatmaydi.,False
4529711,Did that answer your question?,11282103,Bu savolingizga javob berdimi?,False
5293174,"I refuse to use public restrooms, as they are very unhygienic.",11282118,Juda antigigiyenik bo‘lganidan jamoat hojatxonalaridan foydalanishni rad etaman.,False
2828770,Who wrote this sentence?,11298032,Bu jumlani kim yozdi?,False
11483004,Where's our daughter?,11483318,Qizimiz qayerda?,False
11483002,Where's our son?,11483319,O‘g‘limiz qayerda?,False
11483051,They didn't have a cat.,11483321,Ularning mushuki yo‘q edi.,False
11483210,She decided to move to Belgium.,11483324,U Belgiyaga ko‘chib o‘tishga qaror qildi.,False
6885046,Tom is afraid to tell the truth.,11596130,Tom haqiqatni aytishdan qo‘rqadi.,False
1879105,I'd like to know what I did wrong.,11596131,Men nima noto‘g‘ri qilganimni bilmoqchiman.,False
2111796,I see.,11596133,Tushunaman.,False
11864175,He answered the question.,11905568,So‘roqqa javob berdi.,False
11864175,He answered the question.,11905569,Savolga javob berdi.,False
3823639,I'm not a hypocrite.,12009048,Men ikkiyuzlamachi emasman.,False
12019944,This train does not stop here.,12020045,Bu poyezd bu yerda to‘xtamaydi.,False
2096111,I read only the first translation.,12020358,Men faqat birinchi tarjimani o‘qidim.,False
2096111,I read only the first translation.,12020360,Faqat birinchi tarjimani o‘qidim.,False
11844225,My house is in this village.,12073309,Mening uyim bu qishloqda.,False
2960454,What did you learn at school today?,12073350,Bugun maktabda nimani o‘rganding?,False
2960454,What did you learn at school today?,12073352,Bugun maktabda nimani o‘rgandingiz?,False
2311510,Where is the food?,12073977,Ovqat qayerda?,False
5902881,I'm not a singer.,12119783,Qo‘shiqchi emasman.,False
5379156,Tom wanted to be an astronaut when he was young.,12156103,Tom yoshligida kosmonavt bo‘lmoqchi ekan.,False
5379156,Tom wanted to be an astronaut when he was young.,12156104,Tom yoshligida kosmonavt bo‘lishni xohlagan.,False
12174229,Where in Tashkent are you from?,12174099,Toshkentning qayeridansan?,False
8727108,What currency do you use in England?,12175750,Angliyada qaysi valyuta ishlatiladi?,False
12175155,How should we solve the problem?,12175770,Muammoni qanday hal qilishimiz kerak?,False
12178306,I don't like owing money to my friends.,12178990,Do‘stlarimdan qarzdor bo‘lishni yoqtirmayman.,False
2387508,I need my keys.,12180541,Menga kalitlarim kerak.,False
12194491,I don't want to sign it.,12194916,Men buni imzolashni xohlamayman.,False
12194491,I don't want to sign it.,12194917,Men uni imzolashni xohlamayman.,False
12271500,This shop does not sell women's clothing.,12304625,Bu do‘konda ayollar kiyimlari sotilmaydi.,False
12471535,You and Tom will be safe here.,12474868,Sen va Tom bu yerda xavfsiz bo'lasizlar.,False
12471846,Why didn't he help you?,12474870,U senga nega yordam bermadi?,False
12472640,I'm somewhat scared.,12474876,Ozgina qo'rqayapman.,False
12471535,You and Tom will be safe here.,12474879,Siz va Tom bu yerda xavfsiz bo'lasizlar.,False
12474839,I told Tom that my privacy is none of his business.,12474898,Men Tomga mening shaxsiy hayotimga xo'jayin emasligini aytdim.,False
12474819,"I didn't understand it, and Tom didn't understand it either.",12474905,"Men u narsani tushunmadim, va Tom ham tushungani yo'q.",False
