pair_id,en,uz,source,source_version,source_line,license,commercial_status,source_url,labse_score,llm_label,llm_confidence,llm_reason,ranking_score
9a8c9fc4bef4a4476e03,"Sep 2005 Bucharest, Romania Clay Victor Hănescu José Acasuso Sebastián Prieto 3–6, 6–4, 3–6 Win 3.","Sep 2005 Bucharest, Romania Clay Victor Hănescu José Acasuso Sebastián Prieto 3–6, 6–4, 3–6 G'alaba 3.",wikimedia,v20260327,264108,Upstream Wikimedia terms vary; commonly CC BY-SA/GFDL,attribution_sharealike_legal_review_required,https://object.pouta.csc.fi/OPUS-wikimedia/v20260327/moses/en-uz.txt.zip,0.99289185,correct,1.0,,0.9960905175000001
062fdc223e61868e3c12,"22 October 1984 ITF Sydney, Australia Grass Julie Richardson Diane Farrell Annette Gulley 3–6, 3–6 Winner 10.","22 October 1984 ITF Sydney, Australia Grass Julie Richardson Diane Farrell Annette Gulley 3–6, 3–6 G'alaba 10.",wikimedia,v20260327,249316,Upstream Wikimedia terms vary; commonly CC BY-SA/GFDL,attribution_sharealike_legal_review_required,https://object.pouta.csc.fi/OPUS-wikimedia/v20260327/moses/en-uz.txt.zip,0.9928912,correct,1.0,,0.9960901600000001
2f097619a20075f94206,"24 July 2000 Stanford Classic, United States Hard Chanda Rubin Cara Black Amy Frazier 6–4, 6–4 Winner 4.","24 July 2000 Stanford Classic, United States Hard Chanda Rubin Cara Black Amy Frazier 6–4, 6–4 G'alaba 4.",wikimedia,v20260327,245898,Upstream Wikimedia terms vary; commonly CC BY-SA/GFDL,attribution_sharealike_legal_review_required,https://object.pouta.csc.fi/OPUS-wikimedia/v20260327/moses/en-uz.txt.zip,0.99254566,correct,1.0,,0.995900113
e143440ba4376cb1345d,"16 August 1994 FK Neftchy Farg'ona 3–0 Sitora Dushanbe Fergana, Uzbekistan","16 August 1994 FK Neftchi Fargʻona 3–0 Sitora Dushanbe Fargʻona, Uzbekistan",wikimedia,v20260327,1078606,Upstream Wikimedia terms vary; commonly CC BY-SA/GFDL,attribution_sharealike_legal_review_required,https://object.pouta.csc.fi/OPUS-wikimedia/v20260327/moses/en-uz.txt.zip,0.9925154,correct,1.0,,0.9958834700000001
995f413080e9be91095d,"Svenska Ishockeyförbundet. ↑ ""Modos Johanna Olofsson lägger av – efter elva säsonger: ""Det är väldigt mycket känslor"""". allehanda.se. 7 May 2018. ↑ ""La av i våras – nu gör OS-backen comeback - Hockeysverige"".","Svenska Ishockeyförbundet. ↑ „Modos Johanna Olofsson lägger av – efter elva säsonger: ""Det är väldigt mycket känslor""“. allehanda.se (7-may 2018-yil). ↑ „La av i våras – nu gör OS-backen comeback - Hockeysverige“.",wikimedia,v20260327,535890,Upstream Wikimedia terms vary; commonly CC BY-SA/GFDL,attribution_sharealike_legal_review_required,https://object.pouta.csc.fi/OPUS-wikimedia/v20260327/moses/en-uz.txt.zip,0.99239385,correct,1.0,,0.9958166175000001
26e4b9f9bc91b35c8182,"""An Almost Ideal Demand System"" (1980), by Angus Deaton and John Muellbauer.","""An Almost Ideal Demand System"" (1980), Angus Deaton va John Muellbauer.",wikimedia,v20260327,384582,Upstream Wikimedia terms vary; commonly CC BY-SA/GFDL,attribution_sharealike_legal_review_required,https://object.pouta.csc.fi/OPUS-wikimedia/v20260327/moses/en-uz.txt.zip,0.9921727,correct,1.0,,0.9956949850000001
7679bfaf157748f0420f,"Sharon, Moshe (1997), Corpus Inscriptionum Arabicarum Palaestinae (CIAP), vol. 1, BRILL, ISBN 9789004108332","Sharon, Moshe (1997), Corpus Inscriptionum Arabicarum Palaestinae (CIAP), 1-jild, BRILL, ISBN 9789004108332",wikimedia,v20260327,1273965,Upstream Wikimedia terms vary; commonly CC BY-SA/GFDL,attribution_sharealike_legal_review_required,https://object.pouta.csc.fi/OPUS-wikimedia/v20260327/moses/en-uz.txt.zip,0.9921393,correct,1.0,,0.995676615
62eb4aa2bca2594f6cce,"EurekaAlert, American Association for the Advancement of Science. 21 April 2014. ↑ Carrizo García, Carolina; Barfuss, Michael H. J.; Sehr, Eva M.; Barboza, Gloria E.; Samuel, Rosabelle; Moscone, Eduardo A.; Ehrendorfer, Friedrich (July 2016).","EurekaAlert, American Association for the Advancement of Science (21-aprel 2014-yil). ↑ Carrizo García, Carolina; Barfuss, Michael H. J.; Sehr, Eva M.; Barboza, Gloria E.; Samuel, Rosabelle; Moscone, Eduardo A.; Ehrendorfer, Friedrich (July 2016).",wikimedia,v20260327,597372,Upstream Wikimedia terms vary; commonly CC BY-SA/GFDL,attribution_sharealike_legal_review_required,https://object.pouta.csc.fi/OPUS-wikimedia/v20260327/moses/en-uz.txt.zip,0.99203867,correct,1.0,,0.9956212685000001
598d17d0c57d70b3b6dd,"A Tempest in a Teapot"" August 1880 III 4 ""Finances.","A Tempest in a Teapot"" Avgust 1880 III 4 ""Finances.",wikimedia,v20260327,1257891,Upstream Wikimedia terms vary; commonly CC BY-SA/GFDL,attribution_sharealike_legal_review_required,https://object.pouta.csc.fi/OPUS-wikimedia/v20260327/moses/en-uz.txt.zip,0.9919216,correct,1.0,,0.9955568800000001
6576884b82bc50946be9,"Severna i Iztochna Bulgaria Bulgaria 11,500 39% 2.","Severna i Iztochna Bulgaria Bolgariya 11,500 39% 2.",wikimedia,v20260327,650432,Upstream Wikimedia terms vary; commonly CC BY-SA/GFDL,attribution_sharealike_legal_review_required,https://object.pouta.csc.fi/OPUS-wikimedia/v20260327/moses/en-uz.txt.zip,0.99187624,correct,1.0,,0.995531932
01268f1bc1bdd5a317bb,"1973 Toronto, Canada Clay Manuel Orantes 6–3, 6–2, 6–1 Win 31.","1973 Toronto, Canada Clay Manuel Orantes 6–3, 6–2, 6–1 G'alaba 31.",wikimedia,v20260327,248063,Upstream Wikimedia terms vary; commonly CC BY-SA/GFDL,attribution_sharealike_legal_review_required,https://object.pouta.csc.fi/OPUS-wikimedia/v20260327/moses/en-uz.txt.zip,0.99167955,correct,1.0,,0.9954237525
681f7aa6a544a972cfcf,↑ (in Spanish) Santa Cruz - Caraz - Huaylas - Ancash.,↑ (ispancha) Santa Cruz - Caraz - Huaylas - Ancash.,wikimedia,v20260327,1321476,Upstream Wikimedia terms vary; commonly CC BY-SA/GFDL,attribution_sharealike_legal_review_required,https://object.pouta.csc.fi/OPUS-wikimedia/v20260327/moses/en-uz.txt.zip,0.99148494,correct,1.0,,0.9953167170000001
cfa852aef083cab2f01e,"1979 Toronto, Canada Hard John McEnroe Heinz Günthardt Bob Hewitt 6–7, 7–6, 6–1 Win 17.","1979 Toronto, Canada Hard John McEnroe Heinz Günthardt Bob Hewitt 6–7, 7–6, 6–1 G`alaba 17.",wikimedia,v20260327,201770,Upstream Wikimedia terms vary; commonly CC BY-SA/GFDL,attribution_sharealike_legal_review_required,https://object.pouta.csc.fi/OPUS-wikimedia/v20260327/moses/en-uz.txt.zip,0.9914577,correct,1.0,,0.995301735
e284f1439343c37b46f4,"1972 Rotterdam WCT, Netherlands Carpet (i) Arthur Ashe 6–3, 2–6, 1–6 Win 28.","1972 Rotterdam WCT, Netherlands Carpet (i) Arthur Ashe 6–3, 2–6, 1–6 G'alaba 28.",wikimedia,v20260327,248059,Upstream Wikimedia terms vary; commonly CC BY-SA/GFDL,attribution_sharealike_legal_review_required,https://object.pouta.csc.fi/OPUS-wikimedia/v20260327/moses/en-uz.txt.zip,0.99144495,correct,1.0,,0.9952947225
80dc1ed3afac78bd4b2f,"""Adalékok Demeter bíboros esztergomi érsek életrajzához [Additions to the Life of Cardinal Demeter, Archbishop of Esztergom]"".","""Adalékok Demeter bíboros esztergomi érsek életrajzához [Additions to the Life of Cardinal Demeter, Archbishop of Esztergom]"" (hu).",wikimedia,v20260327,1027843,Upstream Wikimedia terms vary; commonly CC BY-SA/GFDL,attribution_sharealike_legal_review_required,https://object.pouta.csc.fi/OPUS-wikimedia/v20260327/moses/en-uz.txt.zip,0.99132735,correct,1.0,,0.9952300425
3ffbf370a1e8f90895ac,Komsomol Prize (1987) Golden Pen of the Azerbaijan Journalists Union Mammad Araz Award,Komsomol mukofoti (1987) Golden Pen of the Azerbaijan Journalists Union Mammad Araz mukofoti,wikimedia,v20260327,1236064,Upstream Wikimedia terms vary; commonly CC BY-SA/GFDL,attribution_sharealike_legal_review_required,https://object.pouta.csc.fi/OPUS-wikimedia/v20260327/moses/en-uz.txt.zip,0.99098855,correct,1.0,,0.9950437025000001
e6b5318e8b10c6b03b06,"Factoring, forfeiting OTP Factoring Trustee Ltd.","Faktoring, forfeiting OTP Factoring Trustee Ltd.",wikimedia,v20260327,1074005,Upstream Wikimedia terms vary; commonly CC BY-SA/GFDL,attribution_sharealike_legal_review_required,https://object.pouta.csc.fi/OPUS-wikimedia/v20260327/moses/en-uz.txt.zip,0.99097085,correct,1.0,,0.9950339675
1744a06fbb647dfb1180,YaMZ Yaroslavl (1959–1963) Trud Yaroslavl (1963–1964) Motor Yaroslavl (1964–1965) Torpedo Yaroslavl (1965–2000) Lokomotiv Yaroslavl (2000–present),Yaroslavl YaMZ (1959–1963) Trud Yaroslavl (1963-1964) Motor Yaroslavl (1964-1965) Yaroslavl Torpedo (1965-2000) Lokomotiv Yaroslavl (2000-yildan hozirgi kungacha),wikimedia,v20260327,544322,Upstream Wikimedia terms vary; commonly CC BY-SA/GFDL,attribution_sharealike_legal_review_required,https://object.pouta.csc.fi/OPUS-wikimedia/v20260327/moses/en-uz.txt.zip,0.9909211,correct,1.0,,0.9950066050000002
d5ad785109ac0cf53ad3,Aleksandr Podshivalov (Torpedo Moscow) Andrei Manannikov (Pamir Dushanbe),Aleksandr Podshivalov (Torpedo Moskva) Andrey Manannikov (Pomir Dushanbe),wikimedia,v20260327,982643,Upstream Wikimedia terms vary; commonly CC BY-SA/GFDL,attribution_sharealike_legal_review_required,https://object.pouta.csc.fi/OPUS-wikimedia/v20260327/moses/en-uz.txt.zip,0.99082875,correct,1.0,,0.9949558125
faefa159ea59fe0b8f95,"1977 Madrid, Spain Clay Björn Borg 3–6, 0–6, 7–6, 6–7 Loss 13.","1977 Madrid, Spain Clay Björn Borg 3–6, 0–6, 7–6, 6–7 Yo'qotish 13.",wikimedia,v20260327,201628,Upstream Wikimedia terms vary; commonly CC BY-SA/GFDL,attribution_sharealike_legal_review_required,https://object.pouta.csc.fi/OPUS-wikimedia/v20260327/moses/en-uz.txt.zip,0.99080664,correct,1.0,,0.9949436520000001
2c20cb0213ad914c95dc,"Liga MX: Apertura 2011, Apertura 2015, Apertura 2016, Apertura 2017, Clausura 2019 Copa MX: Clausura 2014 Campeón de Campeones: 2016, 2018 CONCACAF Champions League: 2020 Campeones Cup: 2018","Liga MX : Apertura 2011, Apertura 2015, Apertura 2016, Apertura 2017, Clausura 2019 Copa MX : Clausura 2014 Campeón de Campeones : 2016, 2018 CONCACAF Chempionlar Ligasi : 2020 Kampeones kubogi : 2018-yil",wikimedia,v20260327,395122,Upstream Wikimedia terms vary; commonly CC BY-SA/GFDL,attribution_sharealike_legal_review_required,https://object.pouta.csc.fi/OPUS-wikimedia/v20260327/moses/en-uz.txt.zip,0.99075013,correct,1.0,,0.9949125715
4c2ff2628640820d9240,"1 2 ""Contribution of Working Group III to the Fourth Assessment Report of the Intergovernmental Panel on Climate Change, 2007 B. Metz, O.R. Davidson, P.R. Bosch, R. Dave, L.A. Meyer (eds) Cambridge University Press, Cambridge, United Kingdom and New York, NY, USA"" (PDF).","1 2 „Contribution of Working Group III to the Fourth Assessment Report of the Intergovernmental Panel on Climate Change, 2007 B. Metz, O.R. Davidson, P.R. Bosch, R. Dave, L.A. Meyer (eds) Cambridge University Press, Cambridge, United Kingdom and New York, NY, USA“.",wikimedia,v20260327,640640,Upstream Wikimedia terms vary; commonly CC BY-SA/GFDL,attribution_sharealike_legal_review_required,https://object.pouta.csc.fi/OPUS-wikimedia/v20260327/moses/en-uz.txt.zip,0.99066865,correct,1.0,,0.9948677575
95795658a80b004e4755,"26 July 1959 Pietermaritzburg, South Africa Hard Dora Kilian 6–3 6–8 6–1 Win 15.","26 July 1959 Pietermaritzburg, South Africa Hard Dora Kilian 6–3 6–8 6–1 G'alaba 15.",wikimedia,v20260327,241621,Upstream Wikimedia terms vary; commonly CC BY-SA/GFDL,attribution_sharealike_legal_review_required,https://object.pouta.csc.fi/OPUS-wikimedia/v20260327/moses/en-uz.txt.zip,0.99061656,correct,1.0,,0.9948391080000001
1db04d1c7fb009bac4fc,"CBS New York. September 12, 2014. ↑ Sal Cacciatore (September 14, 2014). ""National Jewish Hall of Fame holds induction ceremony"". ↑ ""Berger, Jay"".","CBS New York (12-sentabr 2014-yil). ↑ Sal Cacciatore. „National Jewish Hall of Fame holds induction ceremony“ (14-sentabr 2014-yil). ↑ „Berger, Jay“.",wikimedia,v20260327,178280,Upstream Wikimedia terms vary; commonly CC BY-SA/GFDL,attribution_sharealike_legal_review_required,https://object.pouta.csc.fi/OPUS-wikimedia/v20260327/moses/en-uz.txt.zip,0.9905786,correct,1.0,,0.9948182300000001
ddd6144a6ea28fee291c,"↑ ""Helsinki"". ↑ ""Kyrgyzstan: Editor Honored for Courageous Journalism"". ↑ ""Kyrgyzstan's Revolution: Causes and Consequences"". 3 February 2016. ↑ ""Zamira Sydykova | Wilson Center"". ↑ ""Zamira Sydykova"". ↑ ""Zamira Sydykova | Journalist turned Ambassador turned Trade Advisor - IWMF"".",↑ „Helsinki“. ↑ „Kyrgyzstan: Editor Honored for Courageous Journalism“. ↑ „Kyrgyzstan's Revolution: Causes and Consequences“ (3-fevral 2016-yil). ↑ „Zamira Sydykova | Wilson Center“. ↑ „Zamira Sydykova“. ↑ „Zamira Sydykova | Journalist turned Ambassador turned Trade Advisor - IWMF“.,wikimedia,v20260327,370179,Upstream Wikimedia terms vary; commonly CC BY-SA/GFDL,attribution_sharealike_legal_review_required,https://object.pouta.csc.fi/OPUS-wikimedia/v20260327/moses/en-uz.txt.zip,0.99057335,correct,1.0,,0.9948153425000001
9e83a1998a0311f18768,"↑ Hakim Syed Zillur Rahman (1983), Ḥayāt-i Karam Ḥusain (Revised second edition 2008), ʻAlīgaṛh: Ibn Sina Academy of Medieval Medicine and Sciences, pp. 47–48 (Qazi Syed Mohammad Zaman), OL 3006896M","↑ Hakim Syed Zillur Rahman (1983), Ḥayāt-i Karam Ḥusain (Revised second edition 2008), ʻAlīgaṛh: Ibn Sina Academy of Medieval Medicine and Sciences, pp. 47–48 (Qazi Syed Mohammad Zaman)",wikimedia,v20260327,974869,Upstream Wikimedia terms vary; commonly CC BY-SA/GFDL,attribution_sharealike_legal_review_required,https://object.pouta.csc.fi/OPUS-wikimedia/v20260327/moses/en-uz.txt.zip,0.9904574,correct,1.0,,0.99475157
c1458792d7bb2b692283,"668 ↑ editors (1 July 2016). ""12 July 1984"".",668 ↑ editors. „12 July 1984“ (1-iyul 2016-yil).,wikimedia,v20260327,574321,Upstream Wikimedia terms vary; commonly CC BY-SA/GFDL,attribution_sharealike_legal_review_required,https://object.pouta.csc.fi/OPUS-wikimedia/v20260327/moses/en-uz.txt.zip,0.9903156,correct,1.0,,0.99467358
e60b3e867b17e1cfb697,"Slovenj Gradec, Slovenia","Slovenj Gradec, Sloveniya",wikimedia,v20260327,667490,Upstream Wikimedia terms vary; commonly CC BY-SA/GFDL,attribution_sharealike_legal_review_required,https://object.pouta.csc.fi/OPUS-wikimedia/v20260327/moses/en-uz.txt.zip,0.990228,correct,1.0,,0.9946254000000001
8cc8ee5f648d2522468d,"19 September 1959 Johannesburg, South Africa Hard Joan Cross 6–3, 6–1 Win 16.","19 September 1959 Johannesburg, South Africa Hard Joan Cross 6–3, 6–1 G'alaba 16.",wikimedia,v20260327,241622,Upstream Wikimedia terms vary; commonly CC BY-SA/GFDL,attribution_sharealike_legal_review_required,https://object.pouta.csc.fi/OPUS-wikimedia/v20260327/moses/en-uz.txt.zip,0.99022114,correct,1.0,,0.9946216270000001
c84ef5b0b33498e3a2f4,"BBC World Service newsroom. 14 January 2001. ↑ Japan-Saudi Arabia Summit Meeting ｜ Ministry of Foreign Affairs of Japan - March 13, 2017 ↑ ""Saudi crown prince 'fully supports' Japan MSDF mission in Middle East"".","BBC World Service newsroom (14-yanvar 2001-yil). ↑ Japan-Saudi Arabia Summit Meeting ｜ Ministry of Foreign Affairs of Japan - March 13, 2017 ↑ „Saudi crown prince 'fully supports' Japan MSDF mission in Middle East“.",wikimedia,v20260327,680445,Upstream Wikimedia terms vary; commonly CC BY-SA/GFDL,attribution_sharealike_legal_review_required,https://object.pouta.csc.fi/OPUS-wikimedia/v20260327/moses/en-uz.txt.zip,0.9901694,correct,1.0,,0.9945931700000001
1a1543241fc96a74b24e,"↑ Jarkko Nieminen hires Joakim Nyström as a coach ↑ Cvitkovic, Romana (14 November 2012). ""Jack Sock tries to work his way up rankings"". USA Today.","↑ Jarkko Nieminen hires Joakim Nyström as a coach ↑ Cvitkovic, Romana. „Jack Sock tries to work his way up rankings“, USA Today (14-noyabr 2012-yil).",wikimedia,v20260327,258280,Upstream Wikimedia terms vary; commonly CC BY-SA/GFDL,attribution_sharealike_legal_review_required,https://object.pouta.csc.fi/OPUS-wikimedia/v20260327/moses/en-uz.txt.zip,0.99013555,correct,1.0,,0.9945745525
1c11073cbe245917ac1d,"1969 Auckland, New Zealand Grass Roger Taylor 4–6, 4–6, 1–6 Win 20.","1969 Auckland, New Zealand Grass Roger Taylor 4–6, 4–6, 1–6 G'alaba 20.",wikimedia,v20260327,248042,Upstream Wikimedia terms vary; commonly CC BY-SA/GFDL,attribution_sharealike_legal_review_required,https://object.pouta.csc.fi/OPUS-wikimedia/v20260327/moses/en-uz.txt.zip,0.99012005,correct,1.0,,0.9945660275000001
c293b0563d3e23d7275b,Žalgiris Kaunas (2019–2020),Zalgiris Kaunas (2019-2020),wikimedia,v20260327,1361461,Upstream Wikimedia terms vary; commonly CC BY-SA/GFDL,attribution_sharealike_legal_review_required,https://object.pouta.csc.fi/OPUS-wikimedia/v20260327/moses/en-uz.txt.zip,0.9899033,correct,1.0,,0.9944468150000001
68a99e2e16a1fceecc99,Liga MX: Apertura 2018 Copa MX: Clausura 2019 Campeón de Campeones: 2019,Liga MX : Apertura 2018 Copa MX : Clausura 2019 Campeón de Campeones : 2019-yil,wikimedia,v20260327,380070,Upstream Wikimedia terms vary; commonly CC BY-SA/GFDL,attribution_sharealike_legal_review_required,https://object.pouta.csc.fi/OPUS-wikimedia/v20260327/moses/en-uz.txt.zip,0.98984283,correct,1.0,,0.9944135565000001
c888d49cb026fa0b2eca,CONMEBOL Copa América Femenina,CONMEBOL Copa America Femenina,wikimedia,v20260327,657765,Upstream Wikimedia terms vary; commonly CC BY-SA/GFDL,attribution_sharealike_legal_review_required,https://object.pouta.csc.fi/OPUS-wikimedia/v20260327/moses/en-uz.txt.zip,0.9897938,correct,1.0,,0.99438659
8895378ca6a6076b2ff1,"21 June 1958 London, United Kingdom Grass Margaret Varner Bloss 6–4, 5–7, 8–6 Win 10.","21 June 1958 London, United Kingdom Grass Margaret Varner Bloss 6–4, 5–7, 8–6 G'alaba 10.",wikimedia,v20260327,241616,Upstream Wikimedia terms vary; commonly CC BY-SA/GFDL,attribution_sharealike_legal_review_required,https://object.pouta.csc.fi/OPUS-wikimedia/v20260327/moses/en-uz.txt.zip,0.98975146,correct,1.0,,0.9943633030000001
ab19b717efeb4d72246c,"Retrieved 23 January 2017. ↑ (in Dutch) ""Nieuwe musea hadden in 1995 een goede start"", de Volkskrant, 1996.","Retrieved 23 January 2017. ↑ ""Nieuwe musea hadden in 1995 een goede start"", de Volkskrant, 1996.",wikimedia,v20260327,403374,Upstream Wikimedia terms vary; commonly CC BY-SA/GFDL,attribution_sharealike_legal_review_required,https://object.pouta.csc.fi/OPUS-wikimedia/v20260327/moses/en-uz.txt.zip,0.9895964,correct,1.0,,0.9942780200000001
2d981ead1da4fc827672,"↑ ""Hofmann, Steffen"" (in German). kicker.de.","↑ „Hofmann, Steffen“ (German). kicker.de.",wikimedia,v20260327,749688,Upstream Wikimedia terms vary; commonly CC BY-SA/GFDL,attribution_sharealike_legal_review_required,https://object.pouta.csc.fi/OPUS-wikimedia/v20260327/moses/en-uz.txt.zip,0.98856586,correct,1.0,,0.993711223
e8ed06bd5ca87e86723d,"↑ ""Aduobe, Godfried"" (in German). kicker.de.","↑ „Aduobe, Godfried“ (German). kicker.de.",wikimedia,v20260327,668264,Upstream Wikimedia terms vary; commonly CC BY-SA/GFDL,attribution_sharealike_legal_review_required,https://object.pouta.csc.fi/OPUS-wikimedia/v20260327/moses/en-uz.txt.zip,0.988562,correct,1.0,,0.9937091
9e7bdb285968cb2b2655,"The Times of India. ↑ ""Meet The Times 20 Most Desirable Women on Television 2020 - Times of India"".",The Times of India. ↑ „Meet The Times 20 Most Desirable Women on Television 2020 - Times of India“ (en).,wikimedia,v20260327,140994,Upstream Wikimedia terms vary; commonly CC BY-SA/GFDL,attribution_sharealike_legal_review_required,https://object.pouta.csc.fi/OPUS-wikimedia/v20260327/moses/en-uz.txt.zip,0.9885537,correct,1.0,,0.993704535
