pair_id,en,uz,source,source_version,source_line,license,commercial_status,source_url,labse_score
c0b668867e343772281f,"↑ Akhavan-Majid, Roya (December 1, 2004).","↑ Akhavan-Majid, Roya (1 December 2004).",wikimedia,v20260327,731462,Upstream Wikimedia terms vary; commonly CC BY-SA/GFDL,attribution_sharealike_legal_review_required,https://object.pouta.csc.fi/OPUS-wikimedia/v20260327/moses/en-uz.txt.zip,0.99710953
878b92504eae0c18e1bd,Tournament 2001 2002 2003 2004 2005 Kraft Nabisco Championship 77 CUT CUT LPGA Championship DQ T56 CUT U.S. Women's Open Women's British Open ^,Turnir 2001 2002 2003 2004 2005 Kraft Nabisco Championship 77 CUT CUT LPGA Championship DQ T56 CUT U.S. Women's Open Women's British Open ^,wikimedia,v20260327,309640,Upstream Wikimedia terms vary; commonly CC BY-SA/GFDL,attribution_sharealike_legal_review_required,https://object.pouta.csc.fi/OPUS-wikimedia/v20260327/moses/en-uz.txt.zip,0.9971094
149f8f2b6907252e5217,↑ Tagami town official statistics(in Japanese) ↑ Tagami climate data ↑ Tagami population statistics,↑ Tagami town official statistics(yaponcha) ↑ Tagami climate data ↑ Tagami population statistics,wikimedia,v20260327,656589,Upstream Wikimedia terms vary; commonly CC BY-SA/GFDL,attribution_sharealike_legal_review_required,https://object.pouta.csc.fi/OPUS-wikimedia/v20260327/moses/en-uz.txt.zip,0.99692863
75e1df1f0197a67618e7,"↑ Toyoake City official statistics (in Japanese) ↑ Toyoake climate data ↑ Toyoake population statistics ↑ ""International Exchange"".",↑ Toyoake City official statistics (yaponcha) ↑ Toyoake climate data ↑ Toyoake population statistics ↑ „International Exchange“.,wikimedia,v20260327,916206,Upstream Wikimedia terms vary; commonly CC BY-SA/GFDL,attribution_sharealike_legal_review_required,https://object.pouta.csc.fi/OPUS-wikimedia/v20260327/moses/en-uz.txt.zip,0.9969056
cb2fe3e56bc3539b5f97,"↑ Darreh Buri can be found at GEOnet Names Server, at this link, by opening the Advanced Search box, entering ""-3059615"" in the ""Unique Feature Id"" form, and clicking on ""Search Database"". ↑ ""Census of the Islamic Republic of Iran, 1385 (2006)"" (Excel).","↑ Darreh Buri can be found at GEOnet Nom Serveri, at this link, by opening the Advanced Search box, entering ""-3059615"" in the ""Unique Feature Id"" form, and clicking on ""Search Database"". ↑ „Census of the Islamic Republic of Iran, 1385 (2006)“ (Excel).",wikimedia,v20260327,840905,Upstream Wikimedia terms vary; commonly CC BY-SA/GFDL,attribution_sharealike_legal_review_required,https://object.pouta.csc.fi/OPUS-wikimedia/v20260327/moses/en-uz.txt.zip,0.99688286
602e07d6affaeba47ea2,"↑ present-day Douala ↑ now the Wouri River delta ↑ Washausen, Helmut (1968).","↑ now the Wouri River delta ↑ present-day Douala ↑ Washausen, Helmut (1968).",wikimedia,v20260327,340419,Upstream Wikimedia terms vary; commonly CC BY-SA/GFDL,attribution_sharealike_legal_review_required,https://object.pouta.csc.fi/OPUS-wikimedia/v20260327/moses/en-uz.txt.zip,0.9968743
26eb37bf7f30e1cd5f02,"Puillandre N., Duda T.F., Meyer C., Olivera B.M. & Bouchet P. (2015).","Puillandre N., Duda T.F., Mayer C., Olivera B.M. & Bouchet P. (2015).",wikimedia,v20260327,1262588,Upstream Wikimedia terms vary; commonly CC BY-SA/GFDL,attribution_sharealike_legal_review_required,https://object.pouta.csc.fi/OPUS-wikimedia/v20260327/moses/en-uz.txt.zip,0.9968498
6369499a30d647016203,"↑ Karbas Saray-e Sofla can be found at GEOnet Names Server, at this link, by opening the Advanced Search box, entering ""-3792678"" in the ""Unique Feature Id"" form, and clicking on ""Search Database"". ↑ ""Census of the Islamic Republic of Iran, 1385 (2006)"" (Excel).","↑ Karbas Saray-e Sofla can be found at GEOnet Nom Serveri, at this link, by opening the Advanced Search box, entering ""-3792678"" in the ""Unique Feature Id"" form, and clicking on ""Search Database"". ↑ „Census of the Islamic Republic of Iran, 1385 (2006)“ (Excel).",wikimedia,v20260327,711039,Upstream Wikimedia terms vary; commonly CC BY-SA/GFDL,attribution_sharealike_legal_review_required,https://object.pouta.csc.fi/OPUS-wikimedia/v20260327/moses/en-uz.txt.zip,0.9968107
9ecc64f364472fbce744,"↑ Kōta Town official statistics (in Japanese) ↑ Kōta population statistics ↑ Kōta climate data ↑ ""International Exchange"".",↑ Kōta Town official statistics (yaponcha) ↑ Kōta population statistics ↑ Kōta climate data ↑ „International Exchange“.,wikimedia,v20260327,902588,Upstream Wikimedia terms vary; commonly CC BY-SA/GFDL,attribution_sharealike_legal_review_required,https://object.pouta.csc.fi/OPUS-wikimedia/v20260327/moses/en-uz.txt.zip,0.9967961
4440dc325a42e602a1ab,"""Der apokalyptische Abessinier und die Kreuzzüge: Wandel eines frühislamischen Motivs in der Literatur und Kartografie des Mittelalters, by Mordechay Lewy (Review)"".","""Der apokalyptische Abessinier und die Kreuzzüge: Wandel eines frühislamischen Motivs in der Literatur und Kartografie des Mittelalters, by Mordechay Lewy (Review)"" (en).",wikimedia,v20260327,1219721,Upstream Wikimedia terms vary; commonly CC BY-SA/GFDL,attribution_sharealike_legal_review_required,https://object.pouta.csc.fi/OPUS-wikimedia/v20260327/moses/en-uz.txt.zip,0.99676645
9a143df47b34b3a3d394,"4 Bekir Yarangüme, 5 Sinan Güler, 6 Engin Atsür, 7 Ömer Onan, 8 Ersan İlyasova, 9 Barış Hersek, 10 Kerem Tunçeri, 11 Oğuz Savaş, 12 Semih Erden, 13 Ender Arslan, 14 Ömer Aşık, 15 Hidayet Türkoğlu (Coach: Bogdan Tanjević)","4 Bekir Yarangüme, 5 Sinan Güler, 6 Engin Atsür, 7 Ömer Onan, 8 Ersan İlyasova, 9 Barış Hersek, 10 Kerem Tunçeri, 11 Oğuz Savaş, 12 Semih Erden, 13 Ender Arslan, 14 Ömer Aşık, 15 Hidayet Türkoğlu (Bosh murabbiy: Bogdan Tanjević)",wikimedia,v20260327,746858,Upstream Wikimedia terms vary; commonly CC BY-SA/GFDL,attribution_sharealike_legal_review_required,https://object.pouta.csc.fi/OPUS-wikimedia/v20260327/moses/en-uz.txt.zip,0.99662685
ccb71b3fee17bd4654fd,Këmishtaj Mertish Goricaj Sopës Fier-Seman Gradishtë Gungas Spolet Babunjë,Këmishtaj Mertish Goricaj Sopës Fier-Seman Gradishë Gungas Spolet Babunjë,wikimedia,v20260327,856131,Upstream Wikimedia terms vary; commonly CC BY-SA/GFDL,attribution_sharealike_legal_review_required,https://object.pouta.csc.fi/OPUS-wikimedia/v20260327/moses/en-uz.txt.zip,0.9965991
62c3906bc0225d6b11fb,"↑ Kurobe city official statistics (in Japanese) ↑ Kurobe climate data ↑ Kurobe population statistics ↑ ""愛本姫社"".",↑ Kurobe city official statistics (yaponcha) ↑ Kurobe climate data ↑ Kurobe population statistics ↑ „愛本姫社“.,wikimedia,v20260327,808382,Upstream Wikimedia terms vary; commonly CC BY-SA/GFDL,attribution_sharealike_legal_review_required,https://object.pouta.csc.fi/OPUS-wikimedia/v20260327/moses/en-uz.txt.zip,0.99657506
83da50b7f815bb8fffdc,↑ Nakayama Town official statistics (in Japanese) ↑ Nakayama climate data ↑ Nakayama population statistics,↑ Nakayama Town official statistics (yaponcha) ↑ Nakayama climate data ↑ Nakayama population statistics,wikimedia,v20260327,628532,Upstream Wikimedia terms vary; commonly CC BY-SA/GFDL,attribution_sharealike_legal_review_required,https://object.pouta.csc.fi/OPUS-wikimedia/v20260327/moses/en-uz.txt.zip,0.99654174
257e0111f6a71be1ecd2,"↑ Milkeh-ye Baqer can be found at GEOnet Names Server, at this link, by opening the Advanced Search box, entering ""-3075033"" in the ""Unique Feature Id"" form, and clicking on ""Search Database"". ↑ ""Census of the Islamic Republic of Iran, 1385 (2006)"" (Excel).","↑ Milkeh-ye Baqer can be found at GEOnet Nom Serveri, at this link, by opening the Advanced Search box, entering ""-3075033"" in the ""Unique Feature Id"" form, and clicking on ""Search Database"". ↑ „Census of the Islamic Republic of Iran, 1385 (2006)“ (Excel).",wikimedia,v20260327,812164,Upstream Wikimedia terms vary; commonly CC BY-SA/GFDL,attribution_sharealike_legal_review_required,https://object.pouta.csc.fi/OPUS-wikimedia/v20260327/moses/en-uz.txt.zip,0.9964905
8bfdcc9e303754e6071e,"↑ ""MSV Duisburg und Adler lösen Vertrag"" (in German).",↑ „MSV Duisburg und Adler lösen Vertrag“ (German).,wikimedia,v20260327,549366,Upstream Wikimedia terms vary; commonly CC BY-SA/GFDL,attribution_sharealike_legal_review_required,https://object.pouta.csc.fi/OPUS-wikimedia/v20260327/moses/en-uz.txt.zip,0.99646354
f62a08e41ad154040f19,"↑ Anjoman-e Sofla can be found at GEOnet Names Server, at this link, by opening the Advanced Search box, entering ""-3053309"" in the ""Unique Feature Id"" form, and clicking on ""Search Database"". ↑ ""Census of the Islamic Republic of Iran, 1385 (2006)"" (Excel).","↑ Anjoman-e Sofla can be found at GEOnet Nom Serveri, at this link, by opening the Advanced Search box, entering ""-3053309"" in the ""Unique Feature Id"" form, and clicking on ""Search Database"". ↑ „Census of the Islamic Republic of Iran, 1385 (2006)“ (Excel).",wikimedia,v20260327,719664,Upstream Wikimedia terms vary; commonly CC BY-SA/GFDL,attribution_sharealike_legal_review_required,https://object.pouta.csc.fi/OPUS-wikimedia/v20260327/moses/en-uz.txt.zip,0.99639785
f58d0f57e640dc764511,"Mares, V., Maczka, T., Leuthold, G. Rühm, W.,.","Mares, V., Maczka, T., Leuthold, G. Rühm, V.,.",wikimedia,v20260327,1093148,Upstream Wikimedia terms vary; commonly CC BY-SA/GFDL,attribution_sharealike_legal_review_required,https://object.pouta.csc.fi/OPUS-wikimedia/v20260327/moses/en-uz.txt.zip,0.996385
b2c18d8c70f125417df9,"Japanese Philosophy: A Sourcebook (Honolulu: University of Hawai'i Press, 2011). (with Seung Chul Kim).","Japanese Philosophy: A Sourcebook (Honolulu: University of Hawai'i Press, 2011). (Seung Chul Kim bilan).",wikimedia,v20260327,1108104,Upstream Wikimedia terms vary; commonly CC BY-SA/GFDL,attribution_sharealike_legal_review_required,https://object.pouta.csc.fi/OPUS-wikimedia/v20260327/moses/en-uz.txt.zip,0.99638057
6292cda0d1200596f404,"↑ Ahmadluy-e Olya can be found at GEOnet Names Server, at this link, by opening the Advanced Search box, entering ""-3816366"" in the ""Unique Feature Id"" form, and clicking on ""Search Database"". ↑ ""Census of the Islamic Republic of Iran, 1385 (2006)"" (Excel).","↑ Ahmadluy-e Olya can be found at GEOnet Nom Serveri, at this link, by opening the Advanced Search box, entering ""-3816366"" in the ""Unique Feature Id"" form, and clicking on ""Search Database"". ↑ „Census of the Islamic Republic of Iran, 1385 (2006)“ (Excel).",wikimedia,v20260327,790937,Upstream Wikimedia terms vary; commonly CC BY-SA/GFDL,attribution_sharealike_legal_review_required,https://object.pouta.csc.fi/OPUS-wikimedia/v20260327/moses/en-uz.txt.zip,0.99637985
7e281ec5fb86152afc78,"1983 US Open, New York Hard John McEnroe Fritz Buehning Van Winitsky 6–3, 6–4, 6–2 Win 43.","1983 US Open, New York Hard John McEnroe Fritz Buehning Van Winitsky 6–3, 6–4, 6–2 G`alaba 43.",wikimedia,v20260327,201806,Upstream Wikimedia terms vary; commonly CC BY-SA/GFDL,attribution_sharealike_legal_review_required,https://object.pouta.csc.fi/OPUS-wikimedia/v20260327/moses/en-uz.txt.zip,0.9963773
f46141167bbaac82dae0,"1961 Yasushi Nagao Mainichi Shimbun (Tokyo) (Distributed by UPI) ""Tokyo Stabbing"", showing 17-year-old Otoya Yamaguchi stabbing Inejiro Asanuma, the chairman of the Japanese Socialist Party.","1961-yil Yasushi Nagao Mainichi Shimbun (Tokyo) (Distributed by UPI) ""Tokyo Stabbing"", showing 17-year-old Otoya Yamaguchi stabbing Inejiro Asanuma, the chairman of the Japanese Socialist Party.",wikimedia,v20260327,318494,Upstream Wikimedia terms vary; commonly CC BY-SA/GFDL,attribution_sharealike_legal_review_required,https://object.pouta.csc.fi/OPUS-wikimedia/v20260327/moses/en-uz.txt.zip,0.99630725
f9ef2ed11c5ede8b9bd8,"↑ Gerisheh-ye Sofla can be found at GEOnet Names Server, at this link, by opening the Advanced Search box, entering ""-3797672"" in the ""Unique Feature Id"" form, and clicking on ""Search Database"". ↑ ""Census of the Islamic Republic of Iran, 1385 (2006)"" (Excel).","↑ Gerisheh-ye Sofla can be found at GEOnet Nom Serveri, at this link, by opening the Advanced Search box, entering ""-3797672"" in the ""Unique Feature Id"" form, and clicking on ""Search Database"". ↑ „Census of the Islamic Republic of Iran, 1385 (2006)“ (Excel).",wikimedia,v20260327,838897,Upstream Wikimedia terms vary; commonly CC BY-SA/GFDL,attribution_sharealike_legal_review_required,https://object.pouta.csc.fi/OPUS-wikimedia/v20260327/moses/en-uz.txt.zip,0.99630624
7c9337f321954eb3f439,↑ Minamiminowa village official statistics(in Japanese) ↑ Minamiminowa climate data ↑ Minamiminowa population statistics,↑ Minamiminowa village official statistics(yaponcha) ↑ Minamiminowa climate data ↑ Minamiminowa population statistics,wikimedia,v20260327,726914,Upstream Wikimedia terms vary; commonly CC BY-SA/GFDL,attribution_sharealike_legal_review_required,https://object.pouta.csc.fi/OPUS-wikimedia/v20260327/moses/en-uz.txt.zip,0.9962902
f63d655e61dc85c3969d,"↑ Asadabad can be found at GEOnet Names Server, at this link, by opening the Advanced Search box, entering ""-3053771"" in the ""Unique Feature Id"" form, and clicking on ""Search Database"". ↑ ""Census of the Islamic Republic of Iran, 1385 (2006)"" (Excel).","↑ Asadabad can be found at GEOnet Nom Serveri, at this link, by opening the Advanced Search box, entering ""-3053771"" in the ""Unique Feature Id"" form, and clicking on ""Search Database"". ↑ „Census of the Islamic Republic of Iran, 1385 (2006)“ (Excel).",wikimedia,v20260327,1029907,Upstream Wikimedia terms vary; commonly CC BY-SA/GFDL,attribution_sharealike_legal_review_required,https://object.pouta.csc.fi/OPUS-wikimedia/v20260327/moses/en-uz.txt.zip,0.9962841
daaa9899c697bbbc12ea,Niall Horan (2010–2016) Liam Payne (2010–2016) Harry Styles (2010–2016) Louis Tomlinson (2010–2016),Niall Horan (2010-2016) Liam Payne (2010-2016) Harry Styles (2010-2016) Luis Tomlinson (2010-2016),wikimedia,v20260327,1357322,Upstream Wikimedia terms vary; commonly CC BY-SA/GFDL,attribution_sharealike_legal_review_required,https://object.pouta.csc.fi/OPUS-wikimedia/v20260327/moses/en-uz.txt.zip,0.9962506
0e6c87fd4b3890226568,"Retrieved 12 July 2023. ↑ ""Address-based population registration system (ADNKS) results dated 31 December 2022, Favorite Reports"" (XLS).","Retrieved 12 July 2023. ↑ „Address-based population registration system (ADNKS) results dated 31 December 2022, Favorite Reports“ (en) (XLS).",wikimedia,v20260327,1249983,Upstream Wikimedia terms vary; commonly CC BY-SA/GFDL,attribution_sharealike_legal_review_required,https://object.pouta.csc.fi/OPUS-wikimedia/v20260327/moses/en-uz.txt.zip,0.99624455
2834871a4190f8a958c4,"↑ Malekabad can be found at GEOnet Names Server, at this link, by opening the Advanced Search box, entering ""-3073726"" in the ""Unique Feature Id"" form, and clicking on ""Search Database"". ↑ ""Census of the Islamic Republic of Iran, 1385 (2006)"" (Excel).","↑ Malekabad can be found at GEOnet Nom Serveri, at this link, by opening the Advanced Search box, entering ""-3073726"" in the ""Unique Feature Id"" form, and clicking on ""Search Database"". ↑ „Census of the Islamic Republic of Iran, 1385 (2006)“ (Excel).",wikimedia,v20260327,784277,Upstream Wikimedia terms vary; commonly CC BY-SA/GFDL,attribution_sharealike_legal_review_required,https://object.pouta.csc.fi/OPUS-wikimedia/v20260327/moses/en-uz.txt.zip,0.9962399
096d59a31065e7665fb9,"Retrieved 1 March 2023. ↑ ""Address-based population registration system (ADNKS) results dated 31 December 2022, Favorite Reports"" (XLS).","Retrieved 1 March 2023. ↑ „Address-based population registration system (ADNKS) results dated 31 December 2022, Favorite Reports“ (en) (XLS).",wikimedia,v20260327,1036039,Upstream Wikimedia terms vary; commonly CC BY-SA/GFDL,attribution_sharealike_legal_review_required,https://object.pouta.csc.fi/OPUS-wikimedia/v20260327/moses/en-uz.txt.zip,0.9962382
ae5e417ea8e838bfd9cf,"Retrieved 22 May 2023. ↑ ""Address-based population registration system (ADNKS) results dated 31 December 2022, Favorite Reports"" (XLS).","Retrieved 22 May 2023. ↑ „Address-based population registration system (ADNKS) results dated 31 December 2022, Favorite Reports“ (en) (XLS).",wikimedia,v20260327,1246087,Upstream Wikimedia terms vary; commonly CC BY-SA/GFDL,attribution_sharealike_legal_review_required,https://object.pouta.csc.fi/OPUS-wikimedia/v20260327/moses/en-uz.txt.zip,0.9962124
c4fc409918df1f9b9175,"↑ Chenareh-ye Sofla can be found at GEOnet Names Server, at this link, by opening the Advanced Search box, entering ""-3784301"" in the ""Unique Feature Id"" form, and clicking on ""Search Database"". ↑ ""Census of the Islamic Republic of Iran, 1385 (2006)"" (Excel).","↑ Chenareh-ye Sofla can be found at GEOnet Nom Serveri, at this link, by opening the Advanced Search box, entering ""-3784301"" in the ""Unique Feature Id"" form, and clicking on ""Search Database"". ↑ „Census of the Islamic Republic of Iran, 1385 (2006)“ (Excel).",wikimedia,v20260327,837819,Upstream Wikimedia terms vary; commonly CC BY-SA/GFDL,attribution_sharealike_legal_review_required,https://object.pouta.csc.fi/OPUS-wikimedia/v20260327/moses/en-uz.txt.zip,0.9961569
0a362ada73b9d4645152,The universal experience : five principles of the universal subject-object; The limited individual experience; Famous Saiva saints; The Saiva Acharyas; Kashmir Shaivism in Siddha Yoga; Moksa and the means of its attainment in Kashmir Shaivism; Literature of Śaivism; Vīra Śaivism; Śaivism.,The universal experience : five principles of the universal subject-object; The limited individual experience; Famous Saiva saints; The Saiva Acharyas; Kashmir Shaivism in Siddha Yoga; Moksa and the means of its attainment in Kashmir Shaivism; Literature of Śaivism; Vīra Śaivism; Śaivism Kapoor: .,wikimedia,v20260327,683309,Upstream Wikimedia terms vary; commonly CC BY-SA/GFDL,attribution_sharealike_legal_review_required,https://object.pouta.csc.fi/OPUS-wikimedia/v20260327/moses/en-uz.txt.zip,0.99615335
6b437a667e5fb206aa45,"↑ ""Rostov v Rubin game report"" (in Russian).",↑ „Rostov v Rubin game report“ (Russian).,wikimedia,v20260327,1169701,Upstream Wikimedia terms vary; commonly CC BY-SA/GFDL,attribution_sharealike_legal_review_required,https://object.pouta.csc.fi/OPUS-wikimedia/v20260327/moses/en-uz.txt.zip,0.99611664
311bbac550c1eecbb42b,"↑ Mahalleh-ye Zoshk-e Olya can be found at GEOnet Names Server, at this link, by opening the Advanced Search box, entering ""-3073415"" in the ""Unique Feature Id"" form, and clicking on ""Search Database"". ↑ ""Census of the Islamic Republic of Iran, 1385 (2006)"" (Excel).","↑ Mahalleh-ye Zoshk-e Olya can be found at GEOnet Nom Serveri, at this link, by opening the Advanced Search box, entering ""-3073415"" in the ""Unique Feature Id"" form, and clicking on ""Search Database"". ↑ „Census of the Islamic Republic of Iran, 1385 (2006)“ (Excel).",wikimedia,v20260327,1074638,Upstream Wikimedia terms vary; commonly CC BY-SA/GFDL,attribution_sharealike_legal_review_required,https://object.pouta.csc.fi/OPUS-wikimedia/v20260327/moses/en-uz.txt.zip,0.99609447
fcf2b2e1c1c0b98291de,"↑ Qeshlaq-e Hajjiabad-e Olya can be found at GEOnet Names Server, at this link, by opening the Advanced Search box, entering ""-3766127"" in the ""Unique Feature Id"" form, and clicking on ""Search Database"". ↑ ""Census of the Islamic Republic of Iran, 1385 (2006)"" (Excel).","↑ Qeshlaq-e Hajjiabad-e Olya can be found at GEOnet Nom Serveri, at this link, by opening the Advanced Search box, entering ""-3766127"" in the ""Unique Feature Id"" form, and clicking on ""Search Database"". ↑ „Census of the Islamic Republic of Iran, 1385 (2006)“ (Excel).",wikimedia,v20260327,871953,Upstream Wikimedia terms vary; commonly CC BY-SA/GFDL,attribution_sharealike_legal_review_required,https://object.pouta.csc.fi/OPUS-wikimedia/v20260327/moses/en-uz.txt.zip,0.99608743
7b438c96cc3bd9db8050,Mitsukaidō - Kita-Mitsukaidō - Nakatsuma - Mitsuma - Minami-Ishige - Ishige - Tamamura,Mitsukaido - Kita-Mitsukaido - Nakatsuma - Mitsuma - Minami-Ishige - Ishige - Tamamura,wikimedia,v20260327,649908,Upstream Wikimedia terms vary; commonly CC BY-SA/GFDL,attribution_sharealike_legal_review_required,https://object.pouta.csc.fi/OPUS-wikimedia/v20260327/moses/en-uz.txt.zip,0.996082
658896f0c3ca24d0d488,"↑ Firuzabad can be found at GEOnet Names Server, at this link, by opening the Advanced Search box, entering ""-3743778"" in the ""Unique Feature Id"" form, and clicking on ""Search Database"". ↑ ""Census of the Islamic Republic of Iran, 1385 (2006)"" (Excel).","↑ Firuzabad can be found at GEOnet Nom Serveri, at this link, by opening the Advanced Search box, entering ""-3743778"" in the ""Unique Feature Id"" form, and clicking on ""Search Database"". ↑ „Census of the Islamic Republic of Iran, 1385 (2006)“ (Excel).",wikimedia,v20260327,906534,Upstream Wikimedia terms vary; commonly CC BY-SA/GFDL,attribution_sharealike_legal_review_required,https://object.pouta.csc.fi/OPUS-wikimedia/v20260327/moses/en-uz.txt.zip,0.99604887
