pair_id,en,uz,source,source_version,source_line,license,commercial_status,source_url,labse_score,llm_label,llm_confidence,llm_reason,ranking_score
762391cd73677c997506,The Morgan 3 Wheeler is a three-wheeled roadster produced by British manufacturer Morgan Motor Company from 2012 to 2021.,Morgan 3 Wheeler — britaniyalik ishlab chiqaruvchi Morgan Motor Company tomonidan 2012-yildan 2021-yilgacha ishlab chiqarilgan uch g'ildirakli yo'ltanlamas.,wikimedia,v20260327,1136520,Upstream Wikimedia terms vary; commonly CC BY-SA/GFDL,attribution_sharealike_legal_review_required,https://object.pouta.csc.fi/OPUS-wikimedia/v20260327/moses/en-uz.txt.zip,0.96233946,correct,1.0,,0.9792867030000001
e5683fcb1240c1e01ad9,I don't understand you.,Sizni tushunmayman.,Tatoeba,v2026-07-08,162,CC BY 2.0 FR,attribution_required,https://object.pouta.csc.fi/OPUS-Tatoeba/v2026-07-08/moses/en-uz.txt.zip,0.98067534,correct,1.0,,0.989371437
bb3919d1d937c086551f,"James Frank Allee (December 2, 1857 – October 12, 1938) was an American merchant and politician from Dover, in Kent County, Delaware.",James Frank Allee (1857-yil 2-dekabr - 1938 yil 12 oktyabr) Delaver shtatining Kent okrugidagi Dover shahridan amerikalik savdogar va siyosatchi edi.,wikimedia,v20260327,440954,Upstream Wikimedia terms vary; commonly CC BY-SA/GFDL,attribution_sharealike_legal_review_required,https://object.pouta.csc.fi/OPUS-wikimedia/v20260327/moses/en-uz.txt.zip,0.97167665,correct,1.0,,0.9844221575000001
f20d91e7a99870a8c379,"Anna Livingston Reade Street Morton (May 18, 1846 – August 14, 1918) was the second wife of United States Vice President Levi P. Morton and Second Lady of the United States from 1889 to 1893.",Anna Livingston Reade Street Morton (1846-yil 18-may - 1918-yil 14-avgust) Amerika Qoʻshma Shtatlari vitse-prezidenti Levi P. Mortonning ikkinchi xotini va 1889 - 1893-yillarda AQShning ikkinchi xonimi edi.,wikimedia,v20260327,401549,Upstream Wikimedia terms vary; commonly CC BY-SA/GFDL,attribution_sharealike_legal_review_required,https://object.pouta.csc.fi/OPUS-wikimedia/v20260327/moses/en-uz.txt.zip,0.9727727,correct,1.0,,0.9850249850000001
03055d97749ca6fc9aae,"This policy was known as Geistige Landesverteidigung, or ""spiritual national defence"".","Bu siyosat ""Geistige Landesverteidigung"" yoki ""ruhiy milliy mudofaa"" deb nomlandi.",wikimedia,v20260327,1275837,Upstream Wikimedia terms vary; commonly CC BY-SA/GFDL,attribution_sharealike_legal_review_required,https://object.pouta.csc.fi/OPUS-wikimedia/v20260327/moses/en-uz.txt.zip,0.96015275,correct,1.0,,0.9780840125000001
ef6131bb679a504aa0c1,"In 1595, Hidetada married Oeyo of the Oda clan and they had two sons, Tokugawa Iemitsu and Tokugawa Tadanaga.[1] They also had several daughters, one of whom, Senhime, married twice.","1595-yilda Hidetada Oda urug'idan Oeyoga turmushga chiqdi va ularning Tokugava Iemitsu va Tokugava Tadanaga ismli ikki o'g'li boʻlgan[1]. Ularning bir nechta qizlari ham bor edi, ulardan biri ikki marta turmushga chiqqan Senhime edi.",wikimedia,v20260327,690915,Upstream Wikimedia terms vary; commonly CC BY-SA/GFDL,attribution_sharealike_legal_review_required,https://object.pouta.csc.fi/OPUS-wikimedia/v20260327/moses/en-uz.txt.zip,0.9579848,correct,1.0,,0.9768916400000001
66d16789fa87140a6a4c,Ananya Panday (born 30 October 1998) is an Indian actress who works in Hindi films.,Ananya Panday (1998-yil 30-oktabrda tugʻilgan) hind filmlarida rol ijro etadigan hind aktrisasi.,wikimedia,v20260327,136849,Upstream Wikimedia terms vary; commonly CC BY-SA/GFDL,attribution_sharealike_legal_review_required,https://object.pouta.csc.fi/OPUS-wikimedia/v20260327/moses/en-uz.txt.zip,0.9702877,correct,1.0,,0.983658235
201f6ca14f54fc759ef9,"Rønning made her debut on the Norway women's national football team in October 1999, a 4–0 win over Portugal.",Rønning Norvegiya ayollar terma jamoasidagi debyutini 1999-yil oktyabr oyida Portugaliya ustidan 4:0 hisobida g'alaba qozongan.,wikimedia,v20260327,98153,Upstream Wikimedia terms vary; commonly CC BY-SA/GFDL,attribution_sharealike_legal_review_required,https://object.pouta.csc.fi/OPUS-wikimedia/v20260327/moses/en-uz.txt.zip,0.95878637,correct,1.0,,0.9773325035
f4aa9275b93cb08e6abb,Sjöstedt studied at Stockholm University and graduated with a Bachelor's degree in economics.,Sjöstedt Stokholm universitetida o'qigan va iqtisodiyotda bakalavr darajasi bilan bitirgan.,wikimedia,v20260327,1311437,Upstream Wikimedia terms vary; commonly CC BY-SA/GFDL,attribution_sharealike_legal_review_required,https://object.pouta.csc.fi/OPUS-wikimedia/v20260327/moses/en-uz.txt.zip,0.9656708,correct,1.0,,0.98111894
1490f0bd7eb1b0a6077e,"She also starred in Trading Mom (1994) alongside Sissy Spacek, as well as in Gold Diggers: The Secret of Bear Mountain (1995) with Christina Ricci.","U, shuningdek, Sissy Spacek bilan bir qatorda ""Trading Mom"" (1994) filmida, shuningdek, Christina Ricci bilan ""Gold Diggers: The Secret of Bear Mountain"" (1995) filmida rol o'ynagan.",wikimedia,v20260327,135309,Upstream Wikimedia terms vary; commonly CC BY-SA/GFDL,attribution_sharealike_legal_review_required,https://object.pouta.csc.fi/OPUS-wikimedia/v20260327/moses/en-uz.txt.zip,0.97021145,correct,1.0,,0.9836162975
d2d937fc15ee85a14c34,"The BBC Radio 3 Awards for World Music was an award given to world music artists between 2002 and 2008, sponsored by BBC Radio 3.",BBC Radio 3 Awards for World Music mukofoti BBC Radio 3 homiyligida 2002 va 2008 yillar oralig‘ida jahon musiqa san’atkorlariga beriladigan mukofot edi.,wikimedia,v20260327,915580,Upstream Wikimedia terms vary; commonly CC BY-SA/GFDL,attribution_sharealike_legal_review_required,https://object.pouta.csc.fi/OPUS-wikimedia/v20260327/moses/en-uz.txt.zip,0.97153485,correct,1.0,,0.9843441675
33fb0479a0a0819672cf,The W221 S-Class was also the recipient of several other motoring awards (see following).,"W221 S-Class, shuningdek, bir qancha boshqa avtomobil mukofotlari sohibi boʻlgan (quyidagiga qarang).",wikimedia,v20260327,118472,Upstream Wikimedia terms vary; commonly CC BY-SA/GFDL,attribution_sharealike_legal_review_required,https://object.pouta.csc.fi/OPUS-wikimedia/v20260327/moses/en-uz.txt.zip,0.9600636,correct,1.0,,0.9780349800000001
5e0a7c54fb16181a57c5,People and languages,Odamlari va tillari,wikimedia,v20260327,803589,Upstream Wikimedia terms vary; commonly CC BY-SA/GFDL,attribution_sharealike_legal_review_required,https://object.pouta.csc.fi/OPUS-wikimedia/v20260327/moses/en-uz.txt.zip,0.9700215,correct,1.0,,0.9835118250000001
59a3fa519ecd4f0f2f9d,"He has contributed to other media: newspaper El Observador, weekly magazine revista Tres, Channel 10 TV station.","U boshqa ommaviy axborot vositalariga hissa qo'shdi: El Observador gazetasi, haftalik revista Tres jurnali, Channel 10 telekanali.",wikimedia,v20260327,585558,Upstream Wikimedia terms vary; commonly CC BY-SA/GFDL,attribution_sharealike_legal_review_required,https://object.pouta.csc.fi/OPUS-wikimedia/v20260327/moses/en-uz.txt.zip,0.9739968,correct,1.0,,0.9856982400000001
fb60b722547ce7290625,In 2002–2003 Galileo spacecraft had two passes through the gossamer rings.,2002-2003 yillarda Galileo kosmik kemasi gossamer halqalaridan ikkita o'tishga ega edi.,wikimedia,v20260327,24059,Upstream Wikimedia terms vary; commonly CC BY-SA/GFDL,attribution_sharealike_legal_review_required,https://object.pouta.csc.fi/OPUS-wikimedia/v20260327/moses/en-uz.txt.zip,0.9535862,correct,1.0,,0.9744724100000002
3595b34abe30bee4f1e0,"↑ ""Friedhelm Funkel"" (in German). fussballdaten.de.",↑ „Friedhelm Funkel“ (de). fussballdaten.de.,wikimedia,v20260327,740664,Upstream Wikimedia terms vary; commonly CC BY-SA/GFDL,attribution_sharealike_legal_review_required,https://object.pouta.csc.fi/OPUS-wikimedia/v20260327/moses/en-uz.txt.zip,0.9757305,correct,1.0,,0.9866517750000001
6c9b2c47207dece58609,"In 2010 it was among the four biggest world news agencies (with Reuters, AP and AFP).","2010-yilda u dunyodagi eng yirik to'rtta axborot agentligidan biri edi ( Reuters, AP va AFP bilan).",wikimedia,v20260327,741882,Upstream Wikimedia terms vary; commonly CC BY-SA/GFDL,attribution_sharealike_legal_review_required,https://object.pouta.csc.fi/OPUS-wikimedia/v20260327/moses/en-uz.txt.zip,0.95605826,correct,1.0,,0.975832043
ba0675df7793a3bf2fe2,Œuvres d'Alexandre Dumas: Les deux Diane (in French).,Œuvres d'Alexandre Dumas: Les deux Diane (fr).,wikimedia,v20260327,1365097,Upstream Wikimedia terms vary; commonly CC BY-SA/GFDL,attribution_sharealike_legal_review_required,https://object.pouta.csc.fi/OPUS-wikimedia/v20260327/moses/en-uz.txt.zip,0.97862196,correct,1.0,,0.9882420780000001
036277b037d61ae5a71e,"Topçu was transferred by the league-champion of the 2013–14 season Konak Belediyespor on July 25, 2014.",Topçu 2013-14 yilgi mavsum chempioni Konak Belediyespor tomonidan 2014-yilning 25-iyulida transfer qilingan edi.,wikimedia,v20260327,435494,Upstream Wikimedia terms vary; commonly CC BY-SA/GFDL,attribution_sharealike_legal_review_required,https://object.pouta.csc.fi/OPUS-wikimedia/v20260327/moses/en-uz.txt.zip,0.9539006,correct,1.0,,0.97464533
ed0d30cb5d161899b1fa,"Brentford F.C. Retrieved 2 October 2020. ↑ ""West Ham United vs Brentford on 29 Aug 20 – Match Centre – Brentford FC"".",Brentford F.C.. Qaraldi: 2-oktabr 2020-yil. ↑ „West Ham United vs Brentford on 29 Aug 20 – Match Centre – Brentford FC“.,wikimedia,v20260327,570770,Upstream Wikimedia terms vary; commonly CC BY-SA/GFDL,attribution_sharealike_legal_review_required,https://object.pouta.csc.fi/OPUS-wikimedia/v20260327/moses/en-uz.txt.zip,0.97605777,correct,1.0,,0.9868317735000001
463a62c628d93c2958e3,Syracuse statistics,Syracuse statistikasi,wikimedia,v20260327,192313,Upstream Wikimedia terms vary; commonly CC BY-SA/GFDL,attribution_sharealike_legal_review_required,https://object.pouta.csc.fi/OPUS-wikimedia/v20260327/moses/en-uz.txt.zip,0.96449447,correct,1.0,,0.9804719585000001
c0a3d30a2cb316faa654,"Retrieved March 27, 2020. ↑ Wojnarowski, Adrian (March 24, 2020). ""Kenyon Martin Jr., son of longtime NBA player, declares for draft"". ESPN.","Qaraldi: 27-mart 2020-yil. ↑ Wojnarowski, Adrian. „Kenyon Martin Jr., son of longtime NBA player, declares for draft“, ESPN (24-mart 2020-yil).",wikimedia,v20260327,441577,Upstream Wikimedia terms vary; commonly CC BY-SA/GFDL,attribution_sharealike_legal_review_required,https://object.pouta.csc.fi/OPUS-wikimedia/v20260327/moses/en-uz.txt.zip,0.97726756,correct,1.0,,0.987497158
4b9beaf942775ba92d7c,"Amorphophallus titanum, the titan arum, is a flowering plant in the family Araceae.","Amorphophallus titanum, titan arum, Araceae oilasiga mansub gulli o'simlik.",wikimedia,v20260327,703385,Upstream Wikimedia terms vary; commonly CC BY-SA/GFDL,attribution_sharealike_legal_review_required,https://object.pouta.csc.fi/OPUS-wikimedia/v20260327/moses/en-uz.txt.zip,0.9533309,correct,1.0,,0.974331995
3d40879c41c1a63bc69c,"In her 1985 interview with Helen Cagney, Carter points out to the fact that the tales she rewrites in her book stem from the events that could happen in real life.","1985-yilda Carterni Helen Cagney bilan intervyusida, kitobida qayta yozgan hikoyalari haqiqiy hayotda sodir bo'lishi mumkin bo'lgan voqealardan kelib chiqqanligini ta'kidlaydi.",wikimedia,v20260327,1285356,Upstream Wikimedia terms vary; commonly CC BY-SA/GFDL,attribution_sharealike_legal_review_required,https://object.pouta.csc.fi/OPUS-wikimedia/v20260327/moses/en-uz.txt.zip,0.95318216,correct,1.0,,0.9742501880000001
19f7444ed526ccc644c8,The average annual temperature in Al Hashimiyah is 23.1 °C (73.6 °F).,"Al-Hoshimiyada o'rtacha yillik harorat 23.1 °C (73,6 °F) .",wikimedia,v20260327,1236405,Upstream Wikimedia terms vary; commonly CC BY-SA/GFDL,attribution_sharealike_legal_review_required,https://object.pouta.csc.fi/OPUS-wikimedia/v20260327/moses/en-uz.txt.zip,0.9655256,correct,1.0,,0.98103908
cc61e50496ec9acdfee6,"Christopher Beck Bennett (born October 1, 1984) is an American actor, comedian, and writer, who was a cast member on Saturday Night Live for eight seasons (2013–2021).","Christopher Beck Bennet (1984-yil 1-oktabrda tug'ilgan) - amerikalik aktyor, komediyachi va yozuvchi bo'lib, u sakkiz fasl (2013–2021) davomida Saturday Night Live dasturida ishtirok etgan.",wikimedia,v20260327,207335,Upstream Wikimedia terms vary; commonly CC BY-SA/GFDL,attribution_sharealike_legal_review_required,https://object.pouta.csc.fi/OPUS-wikimedia/v20260327/moses/en-uz.txt.zip,0.962119,correct,1.0,,0.97916545
a885d7c42fcf9fc9bec5,Güzle is a village in the Refahiye District of Erzincan Province in Turkey.[1][2] The village is populated by Kurds of the Koçgiri tribe and had a population of 10 in 2022.[3][4],Güzle — Turkiyaning Erzincan viloyati Refahiye tumaniga qarasli qishloq[1] [2]. Qishloqda Kochgiri qabilasining kurdlari istiqomat qiladi va 2022-yilda 10 kishidan iborat edi[3] [4].,wikimedia,v20260327,1048356,Upstream Wikimedia terms vary; commonly CC BY-SA/GFDL,attribution_sharealike_legal_review_required,https://object.pouta.csc.fi/OPUS-wikimedia/v20260327/moses/en-uz.txt.zip,0.9578649,correct,1.0,,0.976825695
5cf1ec4020c155543c0a,Present status,Hozirgi holati,wikimedia,v20260327,1364960,Upstream Wikimedia terms vary; commonly CC BY-SA/GFDL,attribution_sharealike_legal_review_required,https://object.pouta.csc.fi/OPUS-wikimedia/v20260327/moses/en-uz.txt.zip,0.95520437,correct,1.0,,0.9753624035000001
9c18a33f42a8e3e25386,"Retrieved April 28, 2018. ↑ ""Celtics vs. Cavaliers - Box Score"".",Qaraldi: 28-aprel 2018-yil. ↑ „Celtics vs. Cavaliers - Box Score“.,wikimedia,v20260327,259530,Upstream Wikimedia terms vary; commonly CC BY-SA/GFDL,attribution_sharealike_legal_review_required,https://object.pouta.csc.fi/OPUS-wikimedia/v20260327/moses/en-uz.txt.zip,0.9528523,correct,1.0,,0.974068765
e3b0b6a1a99f96645316,From 2002 to 2004 he worked as the technical secretary for the Kiev municipal Federation of Football.,2002-yildan 2004-yilgacha Kiyev shahar futbol federatsiyasining texnik kotibi bo'lib ishlagan.,wikimedia,v20260327,1124654,Upstream Wikimedia terms vary; commonly CC BY-SA/GFDL,attribution_sharealike_legal_review_required,https://object.pouta.csc.fi/OPUS-wikimedia/v20260327/moses/en-uz.txt.zip,0.9639167,correct,1.0,,0.980154185
f6458d78c70b10a79990,"He died in 1925, when she was 14 years old, and Sybille went to live in Italy with her mother and stepfather, an Italian architectural student.[2] During those years she studied in England, lodging in Hampstead.[3]","U 1925 yilda, 14 yoshida vafot etdi va Sybille onasi va italiyalik arxitektura talabasi o'gay otasi bilan Italiyaga yashash uchun ketdi. [2] O'sha yillarda u Angliyada Xempstedda o'qidi. [3]",wikimedia,v20260327,1361814,Upstream Wikimedia terms vary; commonly CC BY-SA/GFDL,attribution_sharealike_legal_review_required,https://object.pouta.csc.fi/OPUS-wikimedia/v20260327/moses/en-uz.txt.zip,0.9577919,correct,1.0,,0.976785545
e434c1d6e6caf698a481,"In September 2011, One Direction's debut single, ""What Makes You Beautiful"", was released.","2011-yil sentyabr oyida One Directionning debyut singli ""What Makes You Beautiful"" chiqarildi.",wikimedia,v20260327,1297466,Upstream Wikimedia terms vary; commonly CC BY-SA/GFDL,attribution_sharealike_legal_review_required,https://object.pouta.csc.fi/OPUS-wikimedia/v20260327/moses/en-uz.txt.zip,0.9558586,correct,1.0,,0.9757222300000001
80dc1ed3afac78bd4b2f,"""Adalékok Demeter bíboros esztergomi érsek életrajzához [Additions to the Life of Cardinal Demeter, Archbishop of Esztergom]"".","""Adalékok Demeter bíboros esztergomi érsek életrajzához [Additions to the Life of Cardinal Demeter, Archbishop of Esztergom]"" (hu).",wikimedia,v20260327,1027843,Upstream Wikimedia terms vary; commonly CC BY-SA/GFDL,attribution_sharealike_legal_review_required,https://object.pouta.csc.fi/OPUS-wikimedia/v20260327/moses/en-uz.txt.zip,0.99132735,correct,1.0,,0.9952300425
03329ada6b7de4ef373f,"He played for Kalmar FF (1987–1989), Östers IF (1990–1994) and IFK Göteborg (1995–2000) during his career.","U faoliyati davomida Kalmar FF (1987–1989), Östers IF (1990–1994) va IFK Göteborg (1995–2000) klublarida o‘ynagan.",wikimedia,v20260327,162337,Upstream Wikimedia terms vary; commonly CC BY-SA/GFDL,attribution_sharealike_legal_review_required,https://object.pouta.csc.fi/OPUS-wikimedia/v20260327/moses/en-uz.txt.zip,0.9879676,correct,1.0,,0.99338218
f3df71a24cc197d57cb9,"Retrieved 29 November 2019. ↑ ""FC Barcelona Femení on Twitter: THE CAPTAINS / LES CAPITANES / LAS CAPITANAS"".",Qaraldi: 29-noyabr 2019-yil. ↑ „FC Barcelona Femení on Twitter: THE CAPTAINS / LES CAPITANES / LAS CAPITANAS“.,wikimedia,v20260327,199145,Upstream Wikimedia terms vary; commonly CC BY-SA/GFDL,attribution_sharealike_legal_review_required,https://object.pouta.csc.fi/OPUS-wikimedia/v20260327/moses/en-uz.txt.zip,0.97236884,correct,1.0,,0.984802862
abec17946216a42ada87,"Candreva has played for Italy since the U-18 level, making his debut in October 2004.",Kandreva Italiya terma jamoasida U-18 darajasidan beri o'ynab kelmoqda. 2004 yilning oktyabrida debyut qilgan.,wikimedia,v20260327,164535,Upstream Wikimedia terms vary; commonly CC BY-SA/GFDL,attribution_sharealike_legal_review_required,https://object.pouta.csc.fi/OPUS-wikimedia/v20260327/moses/en-uz.txt.zip,0.9567272,correct,1.0,,0.97619996
c6045d6b53f14f5259c4,"Trevor Jamaal Keels (born August 26, 2003) is an American professional basketball player for the New York Knicks of the National Basketball Association (NBA), on a two-way contract with the Westchester Knicks of the NBA G League.","Trevor Jamaal Kils (2003-yil, 26-avgustda tug'ilgan) - Milliy Basketbol Assotsiatsiyasining (NBA) New-York Knicks jamoasining amerikalik professional basketbolchisi, NBA G ligasining Westchester Knicks bilan ikki tomonlama shartnomasi bor.",wikimedia,v20260327,427365,Upstream Wikimedia terms vary; commonly CC BY-SA/GFDL,attribution_sharealike_legal_review_required,https://object.pouta.csc.fi/OPUS-wikimedia/v20260327/moses/en-uz.txt.zip,0.9571929,correct,1.0,,0.9764560950000001
343292d638c65a890dc9,"On 19 December 2010, they posted the first track, ""Belladonna"", from Independence, on their Facebook page, along with three more tracks (""Waste"", ""Enter"" and ""You Don't Own Me"") on their Soundcloud page.","2010-yil 19-dekabrda guruh o‘zining Facebook sahifasida ""Independence"" albomidan ""Belladonna"" nomli birinchi qo‘shiqni, shuningdek, Soundcloud sahifasida yana uchta qo‘shiqni (""Waste"", ""Enter"" va ""You Don't Own Me"") joylashtirib, tinglovchilar e’tiboriga havola qilgan.",wikimedia,v20260327,1367372,Upstream Wikimedia terms vary; commonly CC BY-SA/GFDL,attribution_sharealike_legal_review_required,https://object.pouta.csc.fi/OPUS-wikimedia/v20260327/moses/en-uz.txt.zip,0.9541125,correct,1.0,,0.974761875
21041e9836b0a0505a48,"Ozero-Kureyevo is located on the right bank of the Biya River, 46 km northwest of Turochak (the district's administrative centre) by road.","Ozero-Kureyevo Biya daryosining oʻng qirgʻogʻida, Toʻrachakdan (tuman maʼmuriy markazi) 46 km shimoli-gʻarbda avtomobil yoʻlida joylashgan.",wikimedia,v20260327,831344,Upstream Wikimedia terms vary; commonly CC BY-SA/GFDL,attribution_sharealike_legal_review_required,https://object.pouta.csc.fi/OPUS-wikimedia/v20260327/moses/en-uz.txt.zip,0.9595446,correct,1.0,,0.9777495300000001
ecd9d2fec20eb8d3bb43,Maria Grollmuß was especially interested in political journalism.,Maria Grollmuß ayniqsa siyosiy jurnalistikaga qiziqqan.,wikimedia,v20260327,1270357,Upstream Wikimedia terms vary; commonly CC BY-SA/GFDL,attribution_sharealike_legal_review_required,https://object.pouta.csc.fi/OPUS-wikimedia/v20260327/moses/en-uz.txt.zip,0.9615518,correct,1.0,,0.9788534900000001
37ffcc50210ca452d1dc,Year Title Role Notes 2015 Those People London 2015 Burning Bodhi Lauren 2016 Miss Sloane Clara Thomson 2016 Our Time Jen,Yil Nom Rol 2015 Those People London 2015 Burning Bodhi Lauren 2016 Miss Sloane Clara Thomson 2016 Our Time Jen,wikimedia,v20260327,228279,Upstream Wikimedia terms vary; commonly CC BY-SA/GFDL,attribution_sharealike_legal_review_required,https://object.pouta.csc.fi/OPUS-wikimedia/v20260327/moses/en-uz.txt.zip,0.95419484,correct,1.0,,0.9748071620000001
02d092a23d146a2ddb7a,"He married first, in 1864, Georgina Edmonds, daughter of Cyrus Read Edmonds.",U birinchi bo'lib 1864-yilda Cyrus Read Edmondsning qizi Jorjina Edmondsga uylandi.,wikimedia,v20260327,523525,Upstream Wikimedia terms vary; commonly CC BY-SA/GFDL,attribution_sharealike_legal_review_required,https://object.pouta.csc.fi/OPUS-wikimedia/v20260327/moses/en-uz.txt.zip,0.9541486,correct,1.0,,0.9747817300000001
f24c3afba74fdaa96dea,"Franklin Nathaniel Jonas (born September 28, 2000) is an American singer, songwriter, and former child actor.","Franklin Nathaniel Jonas (2000-yil 28-sentyabrda tug'ilgan) - Amerikalik qo'shiqchi, qo'shiq muallifi va sobiq bolalar aktyori .",wikimedia,v20260327,1156853,Upstream Wikimedia terms vary; commonly CC BY-SA/GFDL,attribution_sharealike_legal_review_required,https://object.pouta.csc.fi/OPUS-wikimedia/v20260327/moses/en-uz.txt.zip,0.96238285,correct,1.0,,0.9793105675
ab2fe2a4e1d544c1288a,Ivan Garelov (Bulgarian: Иван Гарелов) (born 6 February 1943) is a popular Bulgarian journalist and television presenter.,Ivan Garelov (1943-yil 6-fevralda tugʻilgan) — mashhur bolgar jurnalisti va teleboshlovchisi .,wikimedia,v20260327,702599,Upstream Wikimedia terms vary; commonly CC BY-SA/GFDL,attribution_sharealike_legal_review_required,https://object.pouta.csc.fi/OPUS-wikimedia/v20260327/moses/en-uz.txt.zip,0.9607974,correct,1.0,,0.97843857
5314746d0b3a103b3e90,Luis de la Fuente Castillo (born 21 June 1961) is a Spanish football coach and former professional footballer who played as a left-back.,"Luis de la Fuente Castillo (1961-yil 21-iyunda tug'ilgan) - ispaniyalik futbol murabbiyi va sobiq professional futbolchi, chap qanot himoyachisi.",wikimedia,v20260327,939636,Upstream Wikimedia terms vary; commonly CC BY-SA/GFDL,attribution_sharealike_legal_review_required,https://object.pouta.csc.fi/OPUS-wikimedia/v20260327/moses/en-uz.txt.zip,0.969723,correct,1.0,,0.98334765
e3e636246b8984cbd027,"Retrieved 15 May 2019. ↑ ""The fans take centre stage"".",Qaraldi: 15-may 2019-yil. ↑ „The fans take centre stage“.,wikimedia,v20260327,504384,Upstream Wikimedia terms vary; commonly CC BY-SA/GFDL,attribution_sharealike_legal_review_required,https://object.pouta.csc.fi/OPUS-wikimedia/v20260327/moses/en-uz.txt.zip,0.9599201,correct,1.0,,0.9779560550000002
