pair_id,llm_label,llm_confidence,llm_reason
97f42dbea2868d77ab00,minor,0.8,专名不一致
4d5ad6dd9c765144f7d5,minor,0.8,专名不一致
323e9380c3e34e8d3273,minor,0.8,缺少 'Football club'
9b2a106fa794f5e3386d,minor,0.8,专名不一致
5cb4c1d4c1e4893c443d,minor,0.8,专名不一致
0fc151f9822a12f62836,minor,0.8,专名不一致
91ddd1f009a96d6bffc8,minor,0.8,专名不一致
50fa1d8bcd4e7915948e,minor,0.8,专名不一致
615f334c8a581ba33502,minor,0.8,专名不一致
819dba5a81b77ea915a3,minor,0.8,专名不一致
c76e95f09b90848fea13,minor,0.8,年份位置不一致
ae5b405669bac49ffbac,minor,0.8,专名不一致
9e3b6507a1c6f0969d13,correct,1.0,
7174f7c894dc5e68ab5b,minor,0.8,专名不一致
01640516aba9d517400f,minor,0.8,专名不一致
f9b801edce04e1430f59,minor,0.8,专名不一致
bb94f548a4b53195292b,minor,0.8,专名不一致
55f914d2ae364f1693b4,correct,1.0,
61c9716f192326a252d4,minor,0.8,专名不一致
a946f93ba58885e8f975,minor,0.8,专名不一致
4dc0ebf2b854e2b91e33,minor,0.8,专名不一致
d02d49c3cf6151bc413a,minor,0.8,数字格式不一致
6a4ca612f6d4248a2472,minor,0.8,专名不一致
98d8563d2e2fe3532a91,minor,0.8,专名不一致
fdc190654c4884fea12b,minor,0.8,专名不一致
5bfd67ae6b27aef83495,minor,0.8,专名不一致
4396c6ac8368af0b4ffe,correct,1.0,
bf5a3d2b5fc15da1864f,correct,1.0,
018531fe74946f55a7e3,minor,0.8,专名不一致
56bb06124a8e39855126,correct,1.0,
198509df218c5a95db8f,minor,0.8,专名不一致
fa31f57f550ceaaa4111,correct,1.0,
44178ba77f121d02c4c9,minor,0.8,专名不一致
bf8545aa4a381c7ce958,minor,0.8,专名不一致
49f516b48d4c3c9958db,minor,0.8,专名不一致
66f3b938945a77ac26cd,minor,0.8,专名不一致
24b6b2eeca026999c83f,minor,0.8,专名不一致
13e5bf58b06c696782fd,correct,1.0,
3d9e5232114b18e5dbf1,minor,0.8,专名不一致
088992f7e2688f58c4fc,minor,0.8,专名不一致
727051eb83dd2575ef30,minor,0.9,数字不一致
d2fd4a01e2b4fda55e86,wrong,0.9,日期格式不自然
3e3282b87063b04fd84d,wrong,0.9,年份格式不自然
cfbebdda436c90537c6b,minor,0.9,单位不一致
91d91352ae7d9d96da1e,correct,0.9,
47eae59a72841e37c304,minor,0.9,专名不一致
1d678729012cc3481e7d,minor,0.9,专名不一致
dd54e05403a40ee4893e,correct,0.9,
4e86205038ca0c83c1da,correct,0.9,
b4d96f6553c8b57ba6f1,correct,0.9,
72179dda14708466891c,correct,0.9,
dfec0c7a349edc66f7e0,minor,0.9,专名不一致
0a405f026dff283c3869,minor,0.9,专名不一致
d2f1188ac9b1e0639371,correct,0.9,
e8443d428fbf0ed5ded1,correct,0.9,
e56176a61182e272f93a,minor,0.9,专名不一致
29581fb0c433d81d2ec9,correct,0.9,
a716bd11368c8d69dbc3,correct,0.9,
7db92e530b7f5648cbb9,wrong,0.9,专名不一致
0611dc16f7a162aa436d,correct,0.9,
1c481b7f20b137de4ebf,minor,0.9,专名不一致
f83a7a29ec5fd252273e,correct,0.9,
70eb3ff9c9ec825bde8e,correct,0.9,
f231287e9fb01582ae96,minor,0.9,专名不一致
751150df26308dc313a5,correct,0.9,
e7fbc71785a2f0e025ae,correct,1.0,
7bf8746474d5491ecef5,correct,1.0,
56a37f879d1da1bef581,minor,0.9,未翻译的专有名词
d8112df7d17e6266f1f3,minor,0.9,年份表达不一致
ec264a58c0290ebee8a6,minor,0.9,未翻译的专有名词
95744e0e4988592166b6,correct,1.0,
c35e1cd8c1df75315680,correct,1.0,
1c4e42d57ef47d27ee25,minor,0.9,年份表达不一致
5d9f30e2521c01816119,minor,0.9,未翻译的专有名词
1015d28d43d5d3ddf688,correct,1.0,
93cc3482f6e8b61d4248,minor,0.9,日期格式不一致
f9795f709e52f8fed967,minor,0.9,未翻译的专有名词
115d4886e0d21a73c66a,minor,0.9,月份未翻译
9a8c9fc4bef4a4476e03,correct,1.0,
062fdc223e61868e3c12,correct,1.0,
703f14f09d63c315d8ec,wrong,0.9,年份格式错误
d0dac9a1f0e2c00acb9a,wrong,0.9,多余词汇
f5361b412f8eb1e42fb1,minor,0.9,地名拼写错误
279e66a2a55974e58f46,minor,0.9,未翻译的专有名词
2b6a4c72b610676013dc,minor,0.9,缺少介词
24a939f0cdeaa6098938,correct,1.0,
8fdb36bd991d34cbec3a,minor,0.9,地名拼写错误
51dbef72748887fd3f39,minor,0.9,专名和单位不一致
73099540ec3710a43c4d,minor,0.9,日期格式不一致
66916a07ffe56b524404,minor,0.9,日期格式不一致
a0fe070047f4910c40b0,minor,0.8,缺少翻译
2f097619a20075f94206,correct,1.0,
e143440ba4376cb1345d,correct,1.0,
995f413080e9be91095d,correct,1.0,
26e4b9f9bc91b35c8182,correct,1.0,
e5bdea0e2054f04b7c08,minor,0.9,缺少'Clay'
7679bfaf157748f0420f,correct,1.0,
62eb4aa2bca2594f6cce,correct,1.0,
472b7eb157f497e2df94,minor,0.9,缺少翻译
2db3e5006593a6fd2a69,minor,0.9,缺少翻译
598d17d0c57d70b3b6dd,correct,1.0,
6576884b82bc50946be9,correct,1.0,
90bfe4a00a8a4b2660a4,minor,0.9,缺少翻译
01268f1bc1bdd5a317bb,correct,1.0,
681f7aa6a544a972cfcf,correct,1.0,
cfa852aef083cab2f01e,correct,1.0,
e284f1439343c37b46f4,correct,1.0,
80dc1ed3afac78bd4b2f,correct,1.0,
3ffbf370a1e8f90895ac,correct,1.0,
e6b5318e8b10c6b03b06,correct,1.0,
1744a06fbb647dfb1180,correct,1.0,
d5ad785109ac0cf53ad3,correct,1.0,
b46e63b2c4027ae0933a,minor,0.9,缺少翻译
faefa159ea59fe0b8f95,correct,1.0,
2c20cb0213ad914c95dc,correct,1.0,
659610c29d0efd1feb11,minor,0.8,缺少'Hard'
4c2ff2628640820d9240,correct,1.0,
780360e9e84fb9b13f87,wrong,0.9,遗漏了Soccerway
95795658a80b004e4755,correct,1.0,
862e3efdf83e6c736d96,junk,1.0,非乌兹别克语
1db04d1c7fb009bac4fc,correct,1.0,
ddd6144a6ea28fee291c,correct,1.0,
9a9c7ac4365dea1f6ee7,junk,1.0,非乌兹别克语
9e83a1998a0311f18768,correct,1.0,
c1458792d7bb2b692283,correct,1.0,
0c990e175e11c5376a05,wrong,0.9,缺少'Die'
e60b3e867b17e1cfb697,correct,1.0,
8cc8ee5f648d2522468d,correct,1.0,
c84ef5b0b33498e3a2f4,correct,1.0,
2185f26bba387a54e790,minor,0.8,G`alaba拼写不一致
1a1543241fc96a74b24e,correct,1.0,
1c11073cbe245917ac1d,correct,1.0,
622f9583e0a97a210a5b,correct,1.0,
c293b0563d3e23d7275b,correct,1.0,
68a99e2e16a1fceecc99,correct,1.0,
c888d49cb026fa0b2eca,correct,1.0,
c933445d35ca932459e5,wrong,0.9,名字拼写不一致
8895378ca6a6076b2ff1,correct,1.0,
9ef81de62612ce0ff24c,wrong,0.9,'forscha'应为'farsi'
ab19b717efeb4d72246c,correct,1.0,
fd2e06f3875ede8edad5,minor,0.9,专名和单位不一致
fc73271b4fbb75e8c150,minor,0.9,专名和单位不一致
e6973a6c6f653dd4802e,minor,0.9,专名和单位不一致
8c612dc2298a784b28b6,minor,0.9,专名和单位不一致
e11fbac6fb47c0904612,minor,0.9,专名和单位不一致
484e6a3f98419b20ab3e,minor,0.9,专名和单位不一致
8d2ae71c40d46148d220,minor,0.9,专名和单位不一致
fffa8bc4d7ba3e63325f,minor,0.9,专名和单位不一致
2b5f8720868042b780b9,minor,0.9,专名和单位不一致
50bbeb4110f7e431f259,minor,0.9,专名和单位不一致
b29dfdbddced15b95b22,minor,0.9,专名和单位不一致
9f71a46b4d67728a3819,minor,0.9,专名和单位不一致
2ee7ed8cf9a3726401fa,minor,0.9,专名和单位不一致
766d4fe058d071e2d72a,minor,0.9,专名和单位不一致
2ee6585cc33edf33fc10,minor,0.9,专名和单位不一致
7cdf17b6d9931c9bcab0,minor,0.9,专名和单位不一致
392c087aa97d4ffb2cd3,minor,0.9,专名和单位不一致
9f102de8a4793a75577b,minor,0.9,专名和单位不一致
bc10bd4557183361f12e,minor,0.9,专名和单位不一致
43d0b0e502dc2c816ee9,minor,0.9,专名和单位不一致
ad3529edccc7ce382672,minor,0.9,专名和单位不一致
307375fc42e1de8c8735,minor,0.9,专名和单位不一致
bdb34ab98803f5e1799a,minor,0.9,专名和单位不一致
50b59391758c7899778a,minor,0.9,专名和单位不一致
f1a129bf5b38213f1f68,minor,0.9,专名和单位不一致
2d981ead1da4fc827672,correct,1.0,
e8ed06bd5ca87e86723d,correct,1.0,
9e7bdb285968cb2b2655,correct,1.0,
b238f9e62b03c08189d0,correct,1.0,
8d65f14d5c9ae9c2a0bd,minor,0.9,Aizu-Wakamatsu -> Aizu-Vakamatsu
4e664aa76504b87dc05b,correct,1.0,
b4defbac96fa9f661ee6,correct,1.0,
a6c26bbd34371552bc0d,correct,1.0,
02e420e176ca256da2d6,correct,1.0,
706ebbfd4aba6dec65c1,correct,1.0,
3ff18ed14c44002d1ef7,correct,1.0,
af635051408115b911b8,correct,1.0,
56a7bf88ece0bf090661,correct,1.0,
03329ada6b7de4ef373f,correct,1.0,
4108675cb039a07bedc3,minor,0.8,asos solingan -> asoslangan
c282df762d1dac4aebd2,correct,1.0,
01ac40751ad40bd20dc0,correct,1.0,
fbe545a7775552417fdf,correct,1.0,
44f3f6db0dea9597af2b,correct,1.0,
39e0de3ba63055417878,correct,1.0,
a2732b5e514c815e4071,correct,1.0,
3ede9012b31b06eae107,minor,0.9,缺少Grass
c7f91156b8c7ebb62491,correct,1.0,
8e44d1c212a7fce80ffa,minor,0.9,"Ugo-Iwaya -> Ugo-Ivaya, Iwaki-Minato -> Ivaki-Minato, Michikawa -> Michikava"
2969b681c02e53b874e8,correct,1.0,
c667d4357d5d3b2ed340,correct,1.0,
75b24a6fd67901727946,correct,1.0,
d9060661e9403e24e478,correct,1.0,
584fa836dd4300d5d1f0,correct,1.0,
1556ebc292ec466d8110,correct,1.0,
2f261b4a0502c5b10215,correct,1.0,
357edd70723c0f2223b2,wrong,1.0,包含英文
d587f49d2ba3046e3931,correct,1.0,
08bcff47d739e17378a1,correct,1.0,
ed71b5e04de022ebed71,correct,1.0,
aab8434b23d6743cffa5,correct,1.0,
0fb8d7d2ac99fcf47898,correct,1.0,
8fb411bbb9c330d673d0,correct,1.0,
5e5ad638bd9b2cabddff,wrong,1.0,缺少Zimbabwe的翻译
6fa739e4a39647188093,correct,1.0,
7dc6e49734df5cb71f12,correct,1.0,
7e56501271666f813919,correct,1.0,
658b37433013ab834dc8,correct,1.0,
abad08e1eb85647003a4,correct,1.0,
993650d01f7546d40281,wrong,1.0,俱乐部名称顺序错误
558b1be02d3e1895b5a0,correct,1.0,
c553aed19c5c39166096,correct,1.0,
3cedef095a5ae5ca9572,correct,1.0,
df4bf89de9c254e987e0,correct,1.0,
d7e432b43673df597dd1,correct,1.0,
5a8ad0219461f4faf90f,minor,1.0,数字不一致
8e8da08b5427bd228fa2,wrong,1.0,专名不一致
4bd1974b437710acd86b,correct,1.0,
5f1a16fe08c39cb1d220,wrong,1.0,语言不一致
18a79f005e83326e7772,correct,1.0,
285b74f662de6ef20d4c,correct,1.0,
ecf28c21c27804eb111f,minor,1.0,轻微遗漏
4b860b2f67ec31713edd,wrong,1.0,专名不一致
e08a845e4b15248498c0,minor,1.0,措辞差异
2f8b64694a2c0c133dcc,correct,1.0,
f65e6f8a984f681a0efc,wrong,1.0,语言不一致
68b8269e20f154a95192,wrong,1.0,语言不一致
059ccd9aa2625730c0bb,correct,1.0,
4c16cc0a842c3b3f4a72,correct,1.0,
f0b592093c1a5ef32027,wrong,1.0,语言不一致
4fbfeb6fa99fd0c8dda8,correct,1.0,
52fb936fb1f406f6e4df,correct,1.0,
35ef3a6578ec0a88cba2,correct,1.0,
375aa0e5d76d7409e6bc,minor,1.0,拼写错误
53ad9a746499f926c374,correct,1.0,
329b1d4474f6b86535fc,wrong,1.0,专名不一致
6b852c82be4ac9baa9d1,wrong,1.0,语言不一致
2b6952c98fdb9b39bff6,minor,1.0,轻微语法错误
a74979f49bd50db3d24c,wrong,1.0,专名不一致
8b47ea425fffb1c974e2,correct,1.0,
77b1250aeb566179a0bb,minor,0.8,缺少场地信息
62a1e1d46964de1544bb,wrong,0.9,缺少作者名
0fff6bd1bf0025710a79,correct,1.0,
77d30df3b2715deff510,wrong,0.9,语序错误
439653a805aa5781718e,minor,0.8,年份表达不一致
e9fd0a96def926dcfd3c,correct,1.0,
27a05ad68a3bbaabe36e,correct,1.0,
712f7b76ab65950b29d8,correct,1.0,
6fb17293cb8ef7a9f09c,correct,1.0,
e5b4e8acafb29d0516f9,minor,0.8,多余语言标记
d91ac623ff889f56a1ba,minor,0.8,多余语言标记
f0eac2884ed3048f0b9a,correct,1.0,
44435dab2c3910664ed5,correct,1.0,
abd318c4d6fd7b46cc92,wrong,0.9,站点名称翻译错误
34001a2cd54bafc42ceb,correct,1.0,
8eb8512a4df76b368c09,correct,1.0,
263dab2bd1116124c391,minor,0.8,多余语言标记
6e60d66d7ceae220fd3a,wrong,0.9,缺少来源
c189b4f831bc40507fbc,minor,0.8,缺少场地信息
b90a7f7fc2a0f2030ed3,correct,1.0,
1d712f0dcff1ef8c1adb,minor,0.8,缺少场地信息
5271bfe4c13bc67eec13,minor,0.8,日期格式不一致
edc897dbe96cdd79de6d,correct,1.0,
c33cc5b7309cd5da8314,wrong,0.9,专有名词翻译错误
ccaa3202e385cd2d4e4b,correct,1.0,
f586b8c810be73bc73b1,correct,1.0,
a8c1de579ceb4e586d3d,minor,0.9,部分英文未翻译
1465dd4cb7180f1fbd03,minor,0.9,括号内语言说明应为乌兹别克语
9bce4136d662da9fd11c,wrong,1.0,缺少翻译
2c6851fb80fe15297005,minor,0.9,专有名词未翻译
c3d46e2ddc3e8735b3ed,minor,0.9,括号内语言说明应为乌兹别克语
de71f7b7b1b034d7d464,correct,1.0,
12ea4e63c6cfafa96d31,correct,1.0,
f6bce6162892487f7c3c,correct,1.0,
45c0eddd42d1b9476ccc,minor,0.9,括号内语言说明应为乌兹别克语
70c5f712c6ebcd872d27,correct,1.0,
66d80a11630af4a0f333,wrong,1.0,缺少翻译
c4a0b4cbbee2a198da8f,correct,1.0,
8c02ee8c948f54883fdf,correct,1.0,
e78cf90fd118bd935a62,minor,0.9,括号内语言说明应为乌兹别克语
2a13eaa2aa42323cc44a,correct,1.0,
1db314e34fba56c85120,correct,1.0,
6b602fab87ca3ed365ec,correct,1.0,
3488cfdd4102d5334043,wrong,1.0,缺少翻译
cb64ad24b8a5a04ec9d7,minor,0.9,括号内语言说明应为乌兹别克语
9df24a00ba7240b88a53,correct,1.0,
e641d8be2007ff61b390,correct,1.0,
26bb394411966fc36499,correct,1.0,
b007e0fce3bc79e62c25,correct,1.0,
cc8269ab5c8d6c0d0f86,correct,1.0,
43b30487d7d15758850a,minor,0.9,专名未翻译
c96415401abc624b3613,wrong,0.9,单位不一致
6a4a75575998437abf14,minor,0.9,添加了 (en)
1a9b4badb81458076946,correct,1.0,
31705ed60bf448b2d976,minor,0.9,添加了 (en)
1ca3f873b6e5379076a8,correct,1.0,
2da666a7c7eded6271ff,correct,1.0,
0a960d333be9d6567574,correct,1.0,
3ba4f80c10b678bb6682,wrong,0.9,信息丢失
2ac5aff7b0ff1feac055,correct,1.0,
42048a05852ff16a0504,correct,1.0,
2a4cc64d509a5629ad99,minor,0.9,年份格式不同
74a5448c5b19ea2cf707,correct,1.0,
3f34a3daf7c37b0f2057,correct,1.0,
422d2923b717eb7253fa,correct,1.0,
b8528756208d34550901,minor,0.9,年份格式不同
91cba455d42db8735d61,correct,1.0,
7b5cd56b259b2d87a981,correct,1.0,
5aabf1194286d39a2ee1,correct,1.0,
b4a8d22b193062569512,correct,1.0,
d1005c836a8508f2b26a,minor,0.9,添加了 (fr)
e7e0352bf1a0fa1b5116,correct,1.0,
15326d4381674fdbff01,correct,1.0,
71b5d21be3f3963976b9,correct,1.0,
18b6f3cc1992b34b962a,minor,0.9,添加了 (Turkish)
551fb371b674a469865c,wrong,0.9,非乌兹别克语
3ce3b72450a60a63a1cb,minor,0.8,轻微语法错误
593e22927dabd39a5370,minor,0.8,轻微语法错误
a9994ef26483e06c1387,correct,1.0,
26cfa3a10b80655b6979,minor,0.8,日期格式不一致
a35553c7b95242f63aa7,correct,1.0,
e008d4436f3642dc8741,minor,0.8,日期格式不一致
28f8bac8b5df244629b5,correct,1.0,
a0d8858167ce1002a2c8,correct,1.0,
4b1c387ef0c50949cf79,correct,1.0,
36740d6f27d31dbdc67c,minor,0.8,轻微语法错误
c6f2c6680a3e4bd69fe7,wrong,0.9,非乌兹别克语
314e4d5e7375e0a7bfee,correct,1.0,
a760d305750604623f74,correct,1.0,
551ed0bf67a7c94c20c5,correct,1.0,
3a587d9223d2bb1197a1,correct,1.0,
3a3f7df557bc47c8c35a,correct,1.0,
fb20958cce71783d54fa,correct,1.0,
c3c9aab3ace57f4a82da,correct,1.0,
21ce584da948716c09df,wrong,0.9,非乌兹别克语
6e3c0711fd5ee86bda7d,wrong,0.9,非乌兹别克语
a3d1d48a7d474a6eeb73,minor,0.8,轻微语法错误
2bd4fc74d304fd7a52d9,correct,1.0,
61dbfe077b238f699120,wrong,0.9,非乌兹别克语
b0cc4bfc3fd87a2155f1,correct,1.0,
aab86c31ad0f9bf3aa53,minor,0.9,部分未翻译
13c311f1b1bb72abe375,correct,1.0,
a40b27c80af2af93ee7b,correct,1.0,
82c3d81ccc3fc2090b1a,minor,0.9,部分未翻译
94c213d0fee60e2cbf5e,minor,0.9,部分未翻译
614e1342ea7edb46aa41,correct,1.0,
beaf8f707130b3e83e22,minor,0.9,部分未翻译
b491a65de7cfcf492aab,wrong,1.0,大量未翻译
0e01b86749255a86684b,minor,0.9,缺少复数形式
69b57dac3bbbf1137719,correct,1.0,
d0bd3e974b30ba02d580,correct,1.0,
309829ea61de4b2ac76a,correct,1.0,
13e3619a4ef9d3e0d9a5,correct,1.0,
9403f579096d984c08cb,minor,0.9,部分未翻译
ec7aba42ebe57fde5edd,correct,1.0,
bf4c72eef0c89f7867f1,wrong,1.0,名字错误
c08427a9cd635abb7fa6,correct,1.0,
5c8aed4ea1f74e213a30,minor,0.9,部分未翻译
53a6a0e14494d694fa98,minor,0.9,部分未翻译
b314ab404fb3559b6ab2,correct,1.0,
e53839ca603e52a88a6e,correct,1.0,
60f40eeef7706ce6a4d6,correct,1.0,
6afe2e29c93e790df5c8,correct,1.0,
99e094cdb31d331e1baf,minor,0.9,部分未翻译
f8470bb3228ef62e6d0d,correct,1.0,
fb4712e27043ad886f10,minor,0.9,日期格式不一致
fe197e54166cc49d7f7c,correct,1.0,
74e09eb7f2301942a6d8,wrong,0.9,专名翻译错误
57cf313dfd9431f58546,correct,1.0,
054b1884472833b8affc,correct,1.0,
4d6f1ef4c2586fccff0f,minor,0.9,缺少场地类型
00c0446e3c8aee7a9159,correct,1.0,
186b09c0511cdd9f0614,correct,1.0,
3874104dc057fc9b5341,minor,0.9,地名拼写略有不同
793918e86d7ca5579490,correct,1.0,
0ccd7116f2a0034c02ce,minor,0.9,语言标注不一致
fb0e7448f8a88ae23afa,correct,1.0,
3ab0fea34ab6b698e7b3,minor,0.9,专名翻译不一致
e917ab08f37c6161d70c,minor,0.9,语言标注不一致
dd2cb6dd49878f7ae609,junk,0.9,乱码
fa91689b731a955a9deb,minor,0.9,地名拼写略有不同
cc4579013e1d4ffba436,minor,0.9,引号和语言标注不一致
beaf23b3994269aec917,minor,0.9,年份表达方式不一致
1a03077978cdfe5907b6,correct,1.0,
b2ccb7d6954cddbead7b,correct,1.0,
a35b1e0cc7d558527679,minor,0.9,年份表达方式不一致
e075a584547a3a38649a,correct,1.0,
3f9efd5231d256d0edea,junk,0.9,乱码
419157f1b3ed244ef4ed,correct,1.0,
394d3300ec295448d386,correct,1.0,
76c9aef2ac56443224da,minor,0.9,日期格式不一致
24e11a327cec95739826,correct,1.0,
c28860557ac8a3c2a255,correct,1.0,
af50ffef801f1122138f,minor,0.9,地名拼写不一致
e7b26398cccea9d6b420,correct,1.0,
efa99af6c4e5cc8b3006,correct,1.0,
7661089b06fdae853fa8,wrong,1.0,乌兹别克语中直接使用了英文
a5c7432f4e25fabfc6c5,correct,1.0,
53b4998eeb251a127c0b,correct,1.0,
6f2c3b3f0fea4128fab9,correct,1.0,
ac3c5a917fa52ee8410c,correct,1.0,
1732d316fefd9d7ab1a0,correct,1.0,
ee35bc659fa5edc361a6,correct,1.0,
4446d112cf7c02f8ef94,minor,0.9,表格中的'Jami'应为'Jamiy'
8103c01e940886fbec83,minor,0.9,日期格式不一致
2093467893c1013c4e42,correct,1.0,
68d6daee56f93725ee1b,wrong,1.0,句子保留了捷克语
066784c978e3abbabd63,wrong,1.0,链接列表没有完全翻译
41f38ba97d3bccb58d25,correct,1.0,
757a93497c7bf1a18ebf,minor,0.9,遗漏了场地类型'Carpet (i)'
bc09be1b488ed8642f1f,correct,1.0,
9246a765cd2dc5206469,correct,1.0,
a73736c98ce8b0c5c94c,minor,0.9,书名的翻译不准确
08bb2b041c9987b7e796,correct,1.0,
30fd84afe871448e1fb5,junk,1.0,包含大量未翻译的内容
714926f12da0ffc1f225,correct,1.0,
a0e4cd500b2130537de9,minor,0.9,姓氏拼写差异
2f4a0203915582295aac,correct,1.0,
149bf8cb7c3b348e6423,correct,1.0,
7f2b65f89e9734bcade4,correct,1.0,
a4de002664cfa69bc025,minor,0.9,国家名称未翻译
a40ba310cdb868fcf6ba,correct,1.0,
cbcb4cb97647c952829a,correct,1.0,
144961c17ad2dad9a714,correct,1.0,
356b8d533c21afd3ad35,correct,1.0,
ccc3af79c3c3d307298e,correct,1.0,
e61feb723d29e1765da4,correct,1.0,
0a60555f1b74a82c939a,wrong,0.8,乌兹别克语中存在英语词汇
a468c9e29f760d6cc6d7,minor,0.9,姓氏拼写差异
ad2959a16115497a7e89,correct,1.0,
feba59bf779a4795c9e7,correct,1.0,
25ea770f6c8db571c9d4,correct,1.0,
b14aaa70a05f6ad9eb73,correct,1.0,
20c05bf8942313fc6e90,correct,1.0,
52c093d7083f802962f2,correct,1.0,
4febd933f89f5d09dc7e,correct,1.0,
1e1637129a2b16ab3b13,correct,1.0,
0a9c02d9319457f5bd95,correct,1.0,
c8a87b17c1e47830d14f,correct,1.0,
c5ec9d5190fbae384e1d,correct,1.0,
d4b23c2aa4f7316be4df,correct,0.0,
ba34ccb2a9ab396e499c,correct,0.0,
08b10d0711ee81c4f319,correct,0.0,
602bb3d9fbe2fd2b4de0,correct,0.0,
b172c26260784933dd18,minor,0.0,遗漏了'Clay'
7588c9ea191eff44c4f3,correct,0.0,
b9662476fd84949fcde2,correct,0.0,
8e27e2f28d089e173587,correct,0.0,
12312924c64d129dd326,correct,0.0,
b2fcc43826a7b4120333,correct,0.0,
a3520cb7b886027de88e,correct,0.0,
24fee5630f924807185e,wrong,0.0,重复和结构混乱
e58b1cac874a55354823,correct,0.0,
58de214100e494a99cca,correct,0.0,
ca6fc7368db54d069870,correct,0.0,
c151c6970fffb21a4550,correct,0.0,
b86ffedbbfeca8171d34,correct,0.0,
48c3e93186927628ea03,correct,0.0,
a3f6e5bb924b5531fc52,correct,0.0,
04c0e7e56842ed73aabe,correct,0.0,
250f2fde7c60f95c8261,correct,0.0,
91d4ca32b5ffdd746c34,correct,0.0,
e0c2de38b1f75aa82200,correct,0.0,
4d414980b358a799e6b5,correct,0.0,
0f1232fd850825f74387,correct,0.0,
a0fcd9c16e1edef9089d,correct,1.0,
63b9c7f8e1101a4c0eb7,minor,0.8,日期格式不一致
b0cfd53c685b52fde272,wrong,1.0,专有名词不一致
aacc8d7ba278caa9f303,correct,1.0,
e5683fcb1240c1e01ad9,correct,1.0,
0d03a9d083269945da81,correct,1.0,
8e071792d119f855a968,wrong,1.0,语言标识未翻译
57bd62c456a5f13fa453,correct,1.0,
be6ce2c5d74bbf35a638,wrong,1.0,语言标识未翻译
ca237e3c96bc17d02c94,correct,1.0,
