pair_id,en,uz,en_sentence_id,uz_sentence_id,src_doc_id,tgt_doc_id,lang_pair,aligner_score,bicleaner_score,bifixer_score,dataset,dataset_revision,en_chars,uz_chars
hplt_00000010,How to make a Deposit in ExpertOption,ExpertOption-da depozitni qanday qilish kerak,45.1,56.1,https___expertoptionclub.com_how-to-login-and-verify-account-in-expertoption-1010139.xml,https___expertoptionclub.com_uz_expertoption-da-hisobni-qanday-royxatdan-otkazish-va-tekshirish-1010116_1.xml,en-uz,1.0,0.9670000076293945,0.9599000215530396,HPLT/DocHPLT,1c94ae042138c768caccb3cbc27f5d974a66ea0f,37,45
hplt_00000011,"Enter the card data and click ""Add funds ...""","Karta ma'lumotlarini kiriting va ""Pul qo'shish ..."" tugmasini bosing.",46.1,57.1,https___expertoptionclub.com_how-to-login-and-verify-account-in-expertoption-1010139.xml,https___expertoptionclub.com_uz_expertoption-da-hisobni-qanday-royxatdan-otkazish-va-tekshirish-1010116_1.xml,en-uz,0.5359089970588684,1.0,0.8878999948501587,HPLT/DocHPLT,1c94ae042138c768caccb3cbc27f5d974a66ea0f,45,69
hplt_00000012,Now you can trade on a real account after depositing successfully.,Endi siz muvaffaqiyatli depozitdan so'ng haqiqiy hisobda savdo qilishingiz mumkin.,47.1,58.1,https___expertoptionclub.com_how-to-login-and-verify-account-in-expertoption-1010139.xml,https___expertoptionclub.com_uz_expertoption-da-hisobni-qanday-royxatdan-otkazish-va-tekshirish-1010116_1.xml,en-uz,0.7161840200424194,1.0,0.9641000032424927,HPLT/DocHPLT,1c94ae042138c768caccb3cbc27f5d974a66ea0f,66,82
hplt_00000013,"If you want to use Demo Account, click ""REAL ACCOUNT"" and select ""DEMO ACCOUNT"" to start trading with $10,000 in Demo Account.","Agar siz demo hisob qaydnomasidan foydalanmoqchi bo‘lsangiz, demo hisob qaydnomasida 10 000 AQSh dollari bilan savdo qilishni boshlash uchun “REAL ACCOUNT” tugmasini bosing va “DEMO ACCOUNT” ni tanlang.",48.1,59.1,https___expertoptionclub.com_how-to-login-and-verify-account-in-expertoption-1010139.xml,https___expertoptionclub.com_uz_expertoption-da-hisobni-qanday-royxatdan-otkazish-va-tekshirish-1010116_1.xml,en-uz,0.5288029909133911,0.9900000095367432,2.1070001125335693,HPLT/DocHPLT,1c94ae042138c768caccb3cbc27f5d974a66ea0f,126,202
hplt_00000014,Then enter the password for your Google account and click “Next”.,"Keyin Google hisobingiz uchun parolni kiriting va ""Keyingi"" tugmasini bosing.",60.1,72.1,https___expertoptionclub.com_how-to-login-and-verify-account-in-expertoption-1010139.xml,https___expertoptionclub.com_uz_expertoption-da-hisobni-qanday-royxatdan-otkazish-va-tekshirish-1010116_1.xml,en-uz,0.7352979779243469,0.9819999933242798,2.0885000228881836,HPLT/DocHPLT,1c94ae042138c768caccb3cbc27f5d974a66ea0f,65,77
hplt_00000015,"After that, follow the instructions sent from the service to your email address.","Shundan so'ng, xizmatdan elektron pochta manzilingizga yuborilgan ko'rsatmalarga amal qiling.",61.1,73.1,https___expertoptionclub.com_how-to-login-and-verify-account-in-expertoption-1010139.xml,https___expertoptionclub.com_uz_expertoption-da-hisobni-qanday-royxatdan-otkazish-va-tekshirish-1010116_1.xml,en-uz,1.0,1.0,0.961899995803833,HPLT/DocHPLT,1c94ae042138c768caccb3cbc27f5d974a66ea0f,80,93
hplt_00000016,"After that, search for “expertoption.com” and visit the official website of the broker.","Shundan so'ng, "" experoption.com "" ni qidiring va brokerning rasmiy veb-saytiga tashrif buyuring.",76.3,97.3,https___expertoptionclub.com_how-to-login-and-verify-account-in-expertoption-1010139.xml,https___expertoptionclub.com_uz_expertoption-da-hisobni-qanday-royxatdan-otkazish-va-tekshirish-1010116_1.xml,en-uz,0.6388049721717834,1.0,1.8228000402450562,HPLT/DocHPLT,1c94ae042138c768caccb3cbc27f5d974a66ea0f,87,97
hplt_00000017,"You will have $10,000 in Demo account.",Sizda demo hisob qaydnomasida 10 000 dollar bo‘ladi.,86.1,105.1,https___expertoptionclub.com_how-to-login-and-verify-account-in-expertoption-1010139.xml,https___expertoptionclub.com_uz_expertoption-da-hisobni-qanday-royxatdan-otkazish-va-tekshirish-1010116_1.xml,en-uz,0.6236100196838379,0.9909999966621399,1.756600022315979,HPLT/DocHPLT,1c94ae042138c768caccb3cbc27f5d974a66ea0f,38,52
hplt_00000018,"If you do not receive a confirmation email from us at all, send a message to [email protected] from your email address used on the platform and we will confirm your email manually.","Agar siz bizdan tasdiqlovchi xat olmagan boʻlsangiz, platformada foydalanilgan elektron pochta manzilingizdan [email protected] manziliga xabar yuboring va biz sizning elektron pochtangizni qoʻlda tasdiqlaymiz.",101.1,117.1,https___expertoptionclub.com_how-to-login-and-verify-account-in-expertoption-1010139.xml,https___expertoptionclub.com_uz_expertoption-da-hisobni-qanday-royxatdan-otkazish-va-tekshirish-1010116_1.xml,en-uz,0.6859710216522217,0.9860000014305115,0.9884999990463257,HPLT/DocHPLT,1c94ae042138c768caccb3cbc27f5d974a66ea0f,180,210
hplt_00000019,"This is a necessary step for us to fully comply with AML KYC policy, thus confirming your identity as a Trader with ExpertOption.","Bu biz uchun AML KYC siyosatiga to'liq rioya qilishimiz uchun zarur qadamdir, shuning uchun ExpertOption bilan treyder sifatida shaxsingizni tasdiqlaydi.",102.2,118.2,https___expertoptionclub.com_how-to-login-and-verify-account-in-expertoption-1010139.xml,https___expertoptionclub.com_uz_expertoption-da-hisobni-qanday-royxatdan-otkazish-va-tekshirish-1010116_1.xml,en-uz,0.6808390021324158,0.9990000128746033,0.9440000057220459,HPLT/DocHPLT,1c94ae042138c768caccb3cbc27f5d974a66ea0f,129,153
hplt_00000020,"Please note that the photos must be of high quality, the entire document should be visible and we do not accept photocopies or scans.","Shuni esda tutingki, fotosuratlar yuqori sifatli bo'lishi kerak, butun hujjat ko'rinadigan bo'lishi kerak va biz fotokopiya yoki skanerlashni qabul qilmaymiz.",114.1,124.1,https___expertoptionclub.com_how-to-login-and-verify-account-in-expertoption-1010139.xml,https___expertoptionclub.com_uz_expertoption-da-hisobni-qanday-royxatdan-otkazish-va-tekshirish-1010116_1.xml,en-uz,0.571196973323822,1.0,0.9501000046730042,HPLT/DocHPLT,1c94ae042138c768caccb3cbc27f5d974a66ea0f,133,158
hplt_00000021,"concepts of power engineering, electric vehicles, power supply, electrical power systems and networks.","Umumiy energetika, elektrik mashinalar, elektr ta’minoti, elektroenergetik tizimlar va tarmoqlar.",9.1,9.1,http___mti-edu.com_entrance_undergraduate_power-electrical-engineering_mveie.xml,http___mti-edu.uz_entrance_undergraduate_power-electrical-engineering_mveie_1.xml,en-uz,0.5992609858512878,0.9900000095367432,1.381500005722046,HPLT/DocHPLT,1c94ae042138c768caccb3cbc27f5d974a66ea0f,102,97
hplt_00000022,economy and organization of energy production;,Energiya ishlab chiqarish ekonomikasi va tashkil qilinishi;,16.1,16.1,http___mti-edu.com_entrance_undergraduate_power-electrical-engineering_mveie.xml,http___mti-edu.uz_entrance_undergraduate_power-electrical-engineering_mveie_1.xml,en-uz,0.5345219969749451,0.9549999833106995,0.9825000166893005,HPLT/DocHPLT,1c94ae042138c768caccb3cbc27f5d974a66ea0f,46,59
hplt_00000023,Louis Pasteur was a French scientist who made discoveries that were of great importance in both chemistry and medicine.,Lui Paster kimyo va tibbiyotda katta ahamiyatga ega bo'lgan kashfiyotlar qilgan frantsuz olimi edi.,5.1,5.1,https___bw.dualjuridik.org_614-louis-pasteur.html.xml,https___uz.dualjuridik.org_614-louis-pasteur.html_1.xml,en-uz,0.7914199829101562,0.9990000128746033,0.9496999979019165,HPLT/DocHPLT,1c94ae042138c768caccb3cbc27f5d974a66ea0f,119,99
hplt_00000024,It was he who created the technique known today as pasteurization.,U bugungi kunda pasterizatsiya deb nomlanuvchi texnikani yaratgan.,5.2,5.2,https___bw.dualjuridik.org_614-louis-pasteur.html.xml,https___uz.dualjuridik.org_614-louis-pasteur.html_1.xml,en-uz,0.5421519875526428,0.9330000281333923,0.9679999947547913,HPLT/DocHPLT,1c94ae042138c768caccb3cbc27f5d974a66ea0f,66,66
hplt_00000025,He was not a prominent student until he transferred to the Higher Normal School in 1843.,U 1843 yilda Oliy Oddiy Maktabga o'qishga kirgunga qadar taniqli talaba emas edi.,7.1,7.1,https___bw.dualjuridik.org_614-louis-pasteur.html.xml,https___uz.dualjuridik.org_614-louis-pasteur.html_1.xml,en-uz,0.7174590229988098,1.0,0.8992999792098999,HPLT/DocHPLT,1c94ae042138c768caccb3cbc27f5d974a66ea0f,88,81
hplt_00000026,"In 1865, its discovery was used by surgeon Joseph Lister, who used Pasteur's knowledge to eliminate microorganisms present in wounds and surgical incisions.","1865 yilda uning kashfiyoti jarroh Jozef Lister tomonidan ishlatilgan, u Pasterning bilimlaridan yaralar va jarrohlik kesmalarda mavjud bo'lgan mikroorganizmlarni yo'q qilish uchun foydalangan.",14.1,14.1,https___bw.dualjuridik.org_614-louis-pasteur.html.xml,https___uz.dualjuridik.org_614-louis-pasteur.html_1.xml,en-uz,0.6698700189590454,1.0,0.9498000144958496,HPLT/DocHPLT,1c94ae042138c768caccb3cbc27f5d974a66ea0f,156,193
hplt_00000027,The Pasteur Institute was founded in 1888 by Louis Pasteur himself.,Paster instituti 1888 yilda Lui Pasterning o'zi tomonidan tashkil etilgan.,19.1,19.1,https___bw.dualjuridik.org_614-louis-pasteur.html.xml,https___uz.dualjuridik.org_614-louis-pasteur.html_1.xml,en-uz,0.6742849946022034,1.0,0.9214000105857849,HPLT/DocHPLT,1c94ae042138c768caccb3cbc27f5d974a66ea0f,67,74
hplt_00000028,No matter where you FAST and Best Online Casino with the largest bonuses and jackpots?,"Qat'i nazar, qaerda eng yirik bonuslar va bonuslar bilan sizga tez va eng yaxshi Onlayn Casino?",2.1,2.1,http___1malonn.top_en_888-casino-erfahrung-auszahlung-bonus-aktionscode_.xml,http___1malonn.top_uz_888-casino-erfahrung-auszahlung-bonus-aktionscode__1.xml,en-uz,0.6172569990158081,0.9980000257492065,0.9254000186920166,HPLT/DocHPLT,1c94ae042138c768caccb3cbc27f5d974a66ea0f,86,95
hplt_00000029,MF Small Induction Melting Gold Furnace,MF kichik induktsiya eritish oltin punkti,1.1,1.1,https___dw-inductionheater.com_product_mf-small-induction-melting-gold-furnace.xml,https___uz.dw-inductionheater.com_mahsulot_mf-kichik-induksion-oltin-erituvchi-pech_1.xml,en-uz,0.8164970278739929,0.9179999828338623,0.9469000101089478,HPLT/DocHPLT,1c94ae042138c768caccb3cbc27f5d974a66ea0f,39,41
hplt_00000030,"- Use famous brand INFINEON IGBT controller, has a stronger and more Steady out put power.","- Mashhur marka INFINEON IGBT kontrolleridan foydalaning, kuchliroq va barqaror quvvatga ega.",5.1,5.1,https___dw-inductionheater.com_product_mf-small-induction-melting-gold-furnace.xml,https___uz.dw-inductionheater.com_mahsulot_mf-kichik-induksion-oltin-erituvchi-pech_1.xml,en-uz,0.5829830169677734,0.9120000004768372,0.9021999835968018,HPLT/DocHPLT,1c94ae042138c768caccb3cbc27f5d974a66ea0f,90,93
hplt_00000031,Safe and Reliable.,Xavfsiz va ishonchli.,6.2,6.2,https___dw-inductionheater.com_product_mf-small-induction-melting-gold-furnace.xml,https___uz.dw-inductionheater.com_mahsulot_mf-kichik-induksion-oltin-erituvchi-pech_1.xml,en-uz,0.7766929864883423,0.9660000205039978,0.9315000176429749,HPLT/DocHPLT,1c94ae042138c768caccb3cbc27f5d974a66ea0f,18,21
hplt_00000032,"- Quick temprising, electricity saving, low melting cost with high cost efficiency.","- Tez tebranish, elektr energiyasini tejash, yuqori iqtisodiy samaradorlik bilan past eritish qiymati.",7.1,7.1,https___dw-inductionheater.com_product_mf-small-induction-melting-gold-furnace.xml,https___uz.dw-inductionheater.com_mahsulot_mf-kichik-induksion-oltin-erituvchi-pech_1.xml,en-uz,0.6055300235748291,0.9879999756813049,0.955299973487854,HPLT/DocHPLT,1c94ae042138c768caccb3cbc27f5d974a66ea0f,83,102
hplt_00000033,"- 100% full load , 24 hours continuous working.","- 100% to'liq yuk, 24 soat uzluksiz ishlash. .",9.1,9.1,https___dw-inductionheater.com_product_mf-small-induction-melting-gold-furnace.xml,https___uz.dw-inductionheater.com_mahsulot_mf-kichik-induksion-oltin-erituvchi-pech_1.xml,en-uz,0.6674759984016418,1.0,0.8418999910354614,HPLT/DocHPLT,1c94ae042138c768caccb3cbc27f5d974a66ea0f,47,46
hplt_00000034,"Hysteresis losses only occur in magnetic materials such as steel, nickel, and very few others.","Histerezning yo'qotilishi faqat po'lat, nikel kabi magnit materiallarda va juda ozgina boshqa narsalarda uchraydi.",3.1,3.1,https___dw-inductionheater.com_basic-induction-heating.xml,https___uz.dw-inductionheater.com_asosiy-ind_C3_BCksiyon-isitish_1.xml,en-uz,0.584073007106781,1.0,0.9519000053405762,HPLT/DocHPLT,1c94ae042138c768caccb3cbc27f5d974a66ea0f,94,114
hplt_00000035,"This causes heading, even if the materials do not have any of the magnetic properties usually associated with iron and steel.","Materiallar odatda temir va po'lat bilan bog'liq bo'lgan magnit xususiyatlarga ega bo'lmasa ham, bu sarlavhani keltirib chiqaradi.",4.2,4.2,https___dw-inductionheater.com_basic-induction-heating.xml,https___uz.dw-inductionheater.com_asosiy-ind_C3_BCksiyon-isitish_1.xml,en-uz,0.6526740193367004,1.0,0.9395999908447266,HPLT/DocHPLT,1c94ae042138c768caccb3cbc27f5d974a66ea0f,125,130
hplt_00000036,"Examples are copper, brass, aluminum, zirconium, nonmagnetic stainless steel, and uranium.","Masalan, mis, guruch, alyuminiy, zirkonyum, magnit bo'lmagan zanglamaydigan po'lat va uran.",4.3,4.3,https___dw-inductionheater.com_basic-induction-heating.xml,https___uz.dw-inductionheater.com_asosiy-ind_C3_BCksiyon-isitish_1.xml,en-uz,0.5830029845237732,1.0,0.9423999786376953,HPLT/DocHPLT,1c94ae042138c768caccb3cbc27f5d974a66ea0f,90,91
hplt_00000037,"Note that induction heating is applied to nonmagnetic materials, where no hysteresis losses occur.","E'tibor bering, induksion isitish magnetik bo'lmagan materiallarga qo'llaniladi, bu erda histerez yo'qotishlar bo'lmaydi.",4.7,4.7,https___dw-inductionheater.com_basic-induction-heating.xml,https___uz.dw-inductionheater.com_asosiy-ind_C3_BCksiyon-isitish_1.xml,en-uz,0.5270540118217468,0.9990000128746033,0.955299973487854,HPLT/DocHPLT,1c94ae042138c768caccb3cbc27f5d974a66ea0f,98,121
hplt_00000038,"When steel is heated below the Curie point, the contribution of hysteresis is usually so small that it can be ignored.","Po'latdan Curie nuqtasi ostida qizdirilganda, histerezisning hissasi odatda juda kichik bo'lib, uni e'tiborsiz qoldirishi mumkin.",5.3,5.3,https___dw-inductionheater.com_basic-induction-heating.xml,https___uz.dw-inductionheater.com_asosiy-ind_C3_BCksiyon-isitish_1.xml,en-uz,0.510761022567749,1.0,0.9470999836921692,HPLT/DocHPLT,1c94ae042138c768caccb3cbc27f5d974a66ea0f,118,129
hplt_00000039,- A changing magnetic field,- O'zgaruvchan magnit maydon,7.1,7.1,https___dw-inductionheater.com_basic-induction-heating.xml,https___uz.dw-inductionheater.com_asosiy-ind_C3_BCksiyon-isitish_1.xml,en-uz,0.5171030163764954,1.0,0.9186999797821045,HPLT/DocHPLT,1c94ae042138c768caccb3cbc27f5d974a66ea0f,27,28
hplt_00000040,"WARNING: If you are pregnant, nursing, taking any medications or have any medical condition, consult your doctor before use.","Ogohlantirishlar: Agar siz homilador bo'lsangiz, emizikli bo'lsangiz yoki biron bir dori qabul qilsangiz, ishlatishdan oldin shifokoringiz bilan maslahatlashing.",33.1,21.1,https___www.fmg4you.com_product_spring-valley-vitamin-d3-supplement-50-mcg-2-000-iu-200-count.xml,https___evitamin.uz_katalog_pischevye-dobavki_444-kirkland-signature-vitamin-d3-2000-iu-600-softgels.html_1.xml,en-uz,0.5814800262451172,0.9990000128746033,0.9477999806404114,HPLT/DocHPLT,1c94ae042138c768caccb3cbc27f5d974a66ea0f,124,161
hplt_00000041,"The seminars are conducted by leading experts and consultants, as well as top managers of the most successful companies in Russia and Europe.","Seminarlar yetakchi ekspertlar va konsultantlar, hamda Rossiya va Yevropaning eng muvafaqqiyatli kompaniyalaridan top-menedjerlar tomonidan o’tkaziladi.",4.1,4.1,http___mti-edu.com_mbschool_seminars.xml,http___mti-edu.uz_mbschool_seminars_1.xml,en-uz,0.730305016040802,0.9980000257492065,1.243399977684021,HPLT/DocHPLT,1c94ae042138c768caccb3cbc27f5d974a66ea0f,141,152
hplt_00000042,Programs for management:,Boshqaruvchilar uchun dasturlar:,7.1,7.1,http___mti-edu.com_mbschool_seminars.xml,http___mti-edu.uz_mbschool_seminars_1.xml,en-uz,0.5,0.9769999980926514,0.9954000115394592,HPLT/DocHPLT,1c94ae042138c768caccb3cbc27f5d974a66ea0f,24,32
hplt_00000043,"history, philosophy, logic, law, social science, psychology, economics, foreign language;","tarix, falsafa, mantiq, huquqshunoslik, sotsiologiya, psihologiya, iqtisodiyot, horijiy til;",5.1,5.1,http___mti-edu.com_entrance_undergraduate_economics_nin.xml,http___mti-edu.uz_entrance_undergraduate_economics_nin_1.xml,en-uz,0.5830029845237732,0.968999981880188,0.9573000073432922,HPLT/DocHPLT,1c94ae042138c768caccb3cbc27f5d974a66ea0f,89,92
hplt_00000044,"mathematics, statistics, information technology, operations research.","matematika, statistika, ahborot tehnologiyalari, operatsiyalarni o’rganib chiqish.",7.1,7.1,http___mti-edu.com_entrance_undergraduate_economics_nin.xml,http___mti-edu.uz_entrance_undergraduate_economics_nin_1.xml,en-uz,0.7745969891548157,1.0,1.5240999460220337,HPLT/DocHPLT,1c94ae042138c768caccb3cbc27f5d974a66ea0f,69,82
hplt_00000045,"tax accounting and reporting, tax administration, taxes and taxation, analysis and diagnostics of financial and economic activities, audit;","soliq hisobi va hisoboti, soliq ma’muriyatchiligi, soliqlar va soliqqa tortish, korhona moliyaviy-ho’jalik faoliyatini tahlil qilish va diagnostikasi, audit;",10.1,10.1,http___mti-edu.com_entrance_undergraduate_economics_nin.xml,http___mti-edu.uz_entrance_undergraduate_economics_nin_1.xml,en-uz,0.630806028842926,0.9850000143051147,1.5140000581741333,HPLT/DocHPLT,1c94ae042138c768caccb3cbc27f5d974a66ea0f,139,157
hplt_00000046,"know the types and classification of taxes, financial sanctions for violation of tax legislation;","soliqlarning turlari va tasnifini, soliq qonunchiligini buzganlik uchun moliyaviy sanktsiyalarni biladi;",18.1,18.1,http___mti-edu.com_entrance_undergraduate_economics_nin.xml,http___mti-edu.uz_entrance_undergraduate_economics_nin_1.xml,en-uz,0.5664219856262207,0.9900000095367432,0.9810000061988831,HPLT/DocHPLT,1c94ae042138c768caccb3cbc27f5d974a66ea0f,97,104
hplt_00000047,"Upon the completion of the training, graduates of this program successfully work in tax, consulting, auditing and trading companies, organizations in services and production field as:","O’qitish jarayoni nihoyasiga etgach, ushbu profil bitiruvchilari muvaffaqiyatli tarzda soliq, konsalting, audit va savdo kompaniyalarida, xizmatlar va ishlab chiqarish sohasidagi tashkilotlarda:",28.1,28.1,http___mti-edu.com_entrance_undergraduate_economics_nin.xml,http___mti-edu.uz_entrance_undergraduate_economics_nin_1.xml,en-uz,0.560820996761322,0.9950000047683716,1.1833000183105469,HPLT/DocHPLT,1c94ae042138c768caccb3cbc27f5d974a66ea0f,183,194
hplt_00000048,"The activity of the professionals working in this field encompasses such areas as management, planning, and strategic development of the company.","Bu sohada ishlovchi mutaxassislarning faoliyati menejment, rejalashtirish, tashkilotning strategik rivojlanishi kabi sohalarni o’z ichiga oladi.",2.2,2.2,http___mti-edu.com_entrance_mba_mba_professional_custom.xml,http___mti-edu.uz_entrance_mba_mba_professional_custom_1.xml,en-uz,0.6313170194625854,0.9990000128746033,1.2496999502182007,HPLT/DocHPLT,1c94ae042138c768caccb3cbc27f5d974a66ea0f,145,144
hplt_00000049,Who should choose this program?,Ushbu dasturni tanlash kimlarga tavsiya etiladi?,21.1,13.1,http___mti-edu.com_entrance_mba_mba_professional_custom.xml,http___mti-edu.uz_entrance_mba_mba_professional_custom_1.xml,en-uz,0.5120490193367004,0.9890000224113464,0.973800003528595,HPLT/DocHPLT,1c94ae042138c768caccb3cbc27f5d974a66ea0f,31,48
hplt_00000050,See you there!,O'sha yerda ko'rishamiz!,6.4,6.5,http___aaaa-az.org_past-events__lang_ja.xml,http___aaaa-az.org_past-events__lang_uz_1.xml,en-uz,0.7766929864883423,0.996999979019165,0.9103000164031982,HPLT/DocHPLT,1c94ae042138c768caccb3cbc27f5d974a66ea0f,14,24
hplt_00000051,Allah knows what you reveal and what you conceal.,"Alloh yashirgan narsalaringizni ham, oshkor qilgan narsalaringizni ham bilur.",99.2,25.1,https___anchor.fm_mochzamroni_episodes_Podcast-Al-Quran-21-Juz-2-QS-2-Al-Baqarah-164-167-e4321g.xml,http___9952525.ucoz.ru_forum_31-561-1_1.xml,en-uz,0.6031240224838257,0.968999981880188,0.9587000012397766,HPLT/DocHPLT,1c94ae042138c768caccb3cbc27f5d974a66ea0f,49,77
hplt_00000052,God will judge between them on the Day of Resurrection regarding their differences.,"Albatta, Parvardigoringiz qiyomat kunida ularning o‘rtasida o‘zlari ixtilof qilib o‘tgan narsalar to‘g‘risida hukm qilur.",866.4,136.2,https___anchor.fm_mochzamroni_episodes_Podcast-Al-Quran-21-Juz-2-QS-2-Al-Baqarah-164-167-e4321g.xml,http___9952525.ucoz.ru_forum_31-561-1_1.xml,en-uz,0.5865640044212341,0.9929999709129333,2.952399969100952,HPLT/DocHPLT,1c94ae042138c768caccb3cbc27f5d974a66ea0f,83,121
hplt_00000053,"Induction PWHT Machine is used for preheat welding pipeline,post weld heat treatment,heating pipeline coating,welding stress relieving,shrink fitting,etc.","Induction PWHT Mashinasi old temperaturali payvandlash quvurlari uchun, dastlabki issiqlik bilan ishlov berish, isitish quvurlari qoplamasi, payvandlash chovgumini kamaytirish, taqqoslash va boshqalar uchun ishlatiladi.",4.1,4.1,https___dw-inductionheater.com_2.xml,https___uz.dw-inductionheater.com__1.xml,en-uz,0.5254250168800354,0.8209999799728394,0.9697999954223633,HPLT/DocHPLT,1c94ae042138c768caccb3cbc27f5d974a66ea0f,154,219
hplt_00000054,"Induction heating is a rapid ,clean, non-polluting heating form which can be used to heat metals or change the conductive material’s properties.","Induksion isitish metallni isitish yoki Supero'tkazuvchilar materiallarning xususiyatlarini o'zgartirish uchun ishlatilishi mumkin bo'lgan tez, toza, ifloslantiruvchi issiqlik shaklidir.",19.1,19.1,https___dw-inductionheater.com_2.xml,https___uz.dw-inductionheater.com__1.xml,en-uz,0.5306869745254517,0.9259999990463257,1.2178000211715698,HPLT/DocHPLT,1c94ae042138c768caccb3cbc27f5d974a66ea0f,144,186
hplt_00000055,I would like to know if there is a relationship between osmotic pressure (inside and outside of a cell) and turgor pressure.,Osmotik bosim (hujayra ichida va tashqarisida) va turgor bosimi o'rtasida bog'liqlik bor yoki yo'qligini bilmoqchiman.,3.1,3.1,https___bw.dualjuridik.org_12414-relationship-between-turgor-pressure-and-osmotic-pre.html.xml,https___uz.dualjuridik.org_12414-relationship-between-turgor-pressure-and-osmotic-pre.html_1.xml,en-uz,0.6652470231056213,1.0,0.9412999749183655,HPLT/DocHPLT,1c94ae042138c768caccb3cbc27f5d974a66ea0f,124,118
