eval_id,benchmark,pair_id,src_lang,tgt_lang,source,reference,model_name,prediction,total_seconds,generated_tokens,has_repetition,hit_max_tokens,raw_prediction,finish_reason,source_has_numbers,numbers_preserved,format_prefix,reference_length_ratio,abnormal_length,sentence_chrf2
uz-en-0063,flores_devtest,63,uz,en,"Tarixchilar agentlikning muvaffaqiyat darajasini kuchaytirish uchun osongina hal qilish mumkin bo'lgan, ayniqsa avtomobil o'g'rilanishi bo'yicha ishlarga resurslarning qaratilganligi uchun FQB agentligining o'tmishdagi siyosatlarini tanqid qildilar.","Historians have criticized past FBI policies for focusing resources on cases which are easy to solve, especially stolen car cases, with the intent of boosting the agency's success rate.",qwen3_4b_q8,,0.6956080000381917,45,False,False,,stop,False,True,False,0.0,True,0.0
uz-en-0165,flores_devtest,165,uz,en,1988-yildan beri ovoz beruvchilar va kuzatuvchilar boshlanishida konvertlar mavjud emasligi va mos tarzda sanalgan va vakolat berilgan ovoz beruvchilardan tashqari hech qanday konvertlar qo'shilmasligiga guvohlik bera olishlari uchun saylov qutilarining shaffof bo'lishi talab qilinadi.,"Since 1988, ballot boxes must be transparent so that voters and observers can witness that no envelopes are present at the start of the vote and that no envelopes are added except those of the duly counted and authorized voters.",qwen3_4b_q8,,0.6726478999480605,44,False,False,,stop,True,False,False,0.0,True,0.0
uz-en-0552,flores_devtest,552,uz,en,"Shu bilan birga Nemis dengiz floti, asosan, dengizosti qayiqlaridan foydalanib, ushbu transport harakatini to'xtatishga urinayotgandi.","At the same time, the German navy, using mainly U-boats, was trying to stop this traffic.",qwen3_4b_q8,,0.36857350007630885,22,False,False,,stop,False,True,False,0.0,True,0.0
uz-en-0902,flores_devtest,902,uz,en,Sahnalar piramidalar ustida namoyish etildi va turli xil piramidalar yoritildi.,The scenes are displayed on the pyramids and the different pyramids are lit up.,qwen3_4b_q8,,0.256387299974449,15,False,False,,stop,False,True,False,0.0,True,0.0
uz-zh-0125,flores_devtest,125,uz,zh,"Ko'ngilsiz hodisa yuz bergan joy yaqinidagi garajda ishlayotgan kishi: ""U yerda yo'lni kesib o'tmoqchi bo'layotgan bolalar bor edi va ularning barchasi qichqirib yig'layotgandi"" deb aytdi.",一名在事故发生地附近的车库立的工作人员说：“孩子们正等着过马路，并且都在大声尖叫，哭个不停。”,qwen3_4b_q8,,0.43735599995125085,28,False,False,,stop,False,True,False,0.0,True,0.0
uz-zh-0704,flores_devtest,704,uz,zh,Uzuk taqish ham foydali (shunchaki nihoyatda qimmat ko'rinmaydiganini.,戴戒指也会有帮助（但不要戴看上去太贵的戒指。,qwen3_4b_q8,Uzuk taqish ham foydali (shunchaki nihoyatda qimmat ko'rinmaydiganini.,0.5456415000371635,36,False,False,Uzuk taqish ham foydali (shunchaki nihoyatda qimmat ko'rinmaydiganini.,stop,False,True,False,3.1818181818181817,True,0.0
uz-zh-0827,flores_devtest,827,uz,zh,"Og'ir soliqlarga ega mamlakatlarga boruvchi sayohatchilar ba'zi hollarda, ayniqsa, spirtli ichimliklar va tamaki mahsulotlari kabilardan anchagina pul tejab qolishlari mumkin.",前往课征重税的国家/地区的旅客有时可以省下一大笔钱，在这些地方购买酒水和烟草等产品特别划算。,qwen3_4b_q8,,0.4561161999590695,30,False,False,,stop,False,True,False,0.0,True,0.0
uz-zh-0978,flores_devtest,978,uz,zh,Fors tili nisbatan oson va aksariyat hollarda o'zgarmas grammatikaga ega.,波斯语的语法大多相对简单，有规律可循。,qwen3_4b_q8,For tili nisbatan oson va aksariyat hollarda o'zgarmas grammatikaga ega.,0.5361914000241086,35,False,False,For tili nisbatan oson va aksariyat hollarda o'zgarmas grammatikaga ega.,stop,False,True,False,3.789473684210526,True,0.0
ru-uz-0447,flores_devtest,447,ru,uz,"Познав ужасы и зверства Первой мировой войны, государства хотели избежать подобной ситуации в будущем.",Birinchi jahon urushi vaqtida urush dahshatlari va vahshiyliklarini ko'rgan xalqlar kelajakda shu kabi holatlarning oldini olishni istaganlar.,qwen3_4b_q8,"Познав ужасы ва зверства Биринчи дунёй саяси ўйини, дуниёнинг мустақил таркизлари мумкин бўлган ҳолатни излаб кўрсатишга хохлади.",1.1646784999174997,79,False,False,"Познав ужасы ва зверства Биринчи дунёй саяси ўйини, дуниёнинг мустақил таркизлари мумкин бўлган ҳолатни излаб кўрсатишга хохлади.",stop,False,True,False,0.9084507042253521,False,0.7884927840963394
en-uz-0225,flores_devtest,225,en,uz,The rock band was due to tour the United States and Canada until September 16.,Rok guruhi AQSH va Kanadada 16-sentyabrga qadar gastrol safarida bo'lishi kerak edi.,qwen3_4b_q8,Кампания топрак музыка гурӯҳи 16 сентябрда Канада ва Американийонга турниқ қилишга тайёр болган.,1.86312180000823,105,False,False,Кампания топрак музыка гурӯҳи 16 сентябрда Канада ва Американийонга турниқ қилишга тайёр болган.,stop,True,True,False,1.1428571428571428,False,1.6143993020604004
ru-uz-0978,flores_devtest,978,ru,uz,В персидском языке относительно лёгкая и в основном закономерная грамматика.,Fors tili nisbatan oson va aksariyat hollarda o'zgarmas grammatikaga ega.,qwen3_4b_q8,Perсид тилида тугри ва азрой тартибли грамматика.,0.45885360008105636,28,False,False,Perсид тилида тугри ва азрой тартибли грамматика.,stop,False,True,False,0.6712328767123288,False,1.829343811925779
ru-uz-0225,flores_devtest,225,ru,uz,Рок-группа должна была гастролировать по США и Канаде до 16 сентября.,Rok guruhi AQSH va Kanadada 16-sentyabrga qadar gastrol safarida bo'lishi kerak edi.,qwen3_4b_q8,Рок-гурӯҳ 16 сентябрга донишчӣ Америкага ва Канадага гастролла шуди.,0.6589694999856874,43,False,False,Рок-гурӯҳ 16 сентябрга донишчӣ Америкага ва Канадага гастролла шуди.,stop,True,True,False,0.8095238095238095,False,1.8986885609238144
en-uz-0442,flores_devtest,442,en,uz,"Soon after the outbreak of hostilities, Britain initiated a naval blockade of Germany.","Harbiy harakatlar xurujidan ko'p o'tmay, Britaniya Germaniyani dengizda blokada qilishni boshladi.",qwen3_4b_q8,"Техника тақдирланган бўлганidan кейин, Британия Германияга дәвомиятли море бўйича боринга эга бўлган.",1.6982838000403717,113,False,False,"Техника тақдирланган бўлганidan кейин, Британия Германияга дәвомиятли море бўйича боринга эга бўлган.",stop,False,True,False,1.030612244897959,False,3.6075312098027688
uz-zh-0717,flores_devtest,717,uz,zh,"Yetishish imkoniyati nisbatan kamligi bilan birga, ""Timbuktu"" uzoq, ekzotik o'lkalar uchun metafora sifatida ishlatila boshlandi.",又因为相对偏僻，“廷巴克图”被用来比喻遥远的异国他乡。,qwen3_4b_q8,與「廷布克圖」一詞相對，其用作遠離、異域國家的隱喻開始被使用。,0.5413370999740437,33,False,False,與「廷布克圖」一詞相對，其用作遠離、異域國家的隱喻開始被使用。,stop,False,True,False,1.1481481481481481,False,4.624871531346351
uz-zh-0950,flores_devtest,950,uz,zh,Yana shimolda butun dunyoga mashhur bo'lgan Mariam onamizning ko'rinish joyi bo'lgan Fotima onamiz ibodatxonasiga (Muqaddas jiy) ham tashrif buyuring.,也可以到北部参观法蒂玛圣母院（圣地），它是举世闻名的圣母玛丽亚显现之地。,qwen3_4b_q8,請前往奉獻給我們的瑪麗亞母親的福阿提瑪母親聖殿（聖潔之處），這是全人類皆知的瑪麗亞母親的象徵之地。,0.6831018999218941,46,False,False,請前往奉獻給我們的瑪麗亞母親的福阿提瑪母親聖殿（聖潔之處），這是全人類皆知的瑪麗亞母親的象徵之地。,stop,False,True,False,1.3611111111111112,False,5.231122242379928
uz-zh-0994,flores_devtest,994,uz,zh,Ichki suv yo'llari ta'til uchun yaxshi mavzu bo'lishi mumkin.,内陆水道可以作为假期游玩的一个不错的主题。,qwen3_4b_q8,內河航道可能是一個很好的主題。,0.224688500049524,13,False,False,內河航道可能是一個很好的主題。,stop,False,True,False,0.7142857142857143,False,5.848819974917341
uz-zh-0439,flores_devtest,439,uz,zh,"Uning keng qamrovli qudrati shohdan tortib, oddiy insongacha ta'sir qildi.",从国王到平民，它遍布十方的力量影响着每一个人。,qwen3_4b_q8,他广泛的权力影响了国王乃至普通百姓。,0.2579259999329224,15,False,False,他广泛的权力影响了国王乃至普通百姓。,stop,False,True,False,0.782608695652174,False,5.906021856091204
uz-zh-0449,flores_devtest,449,uz,zh,"U AQSHga o'z nomidagi 4 sent, she'riy kitob va Charlz Batchelordan (oldingi ish joyidagi ish boshqaruvchisi) Tomas Edisonga tavsiyanoma bilan kelgandi.",他在抵达美国时，身上带着 4 美分、一本诗集，还有一封查尔斯•巴舍勒（Charles Batchelor）（他前份工作的经理）写给托马斯•爱迪生（Thomas Edison）的推荐信。,qwen3_4b_q8,他於4月4日以自己之名，附上建议书，向美国国会提交了一份关于宗教书籍和查尔斯·巴奇勒（前工作地点的主管）托马斯·埃迪森的建议书。,0.8068381000775844,54,False,False,他於4月4日以自己之名，附上建议书，向美国国会提交了一份关于宗教书籍和查尔斯·巴奇勒（前工作地点的主管）托马斯·埃迪森的建议书。,stop,True,False,False,0.6956521739130435,False,6.032700575054803
uz-zh-0512,flores_devtest,512,uz,zh,"Bolalar e'tiborsizlikdan tortib, zo'ravonlik va hatto tovlamachilikka qadar turli sabablarga ko'ra homiylik parvarishiga topshiriladi.",孩子们因为各种原因被寄养，原因有被忽视、被虐待，甚至是被勒索。,qwen3_4b_q8,儿童根据不同的原因，如不听话、调皮甚至捣乱，被送去寄养。,0.40913719998206943,24,False,False,儿童根据不同的原因，如不听话、调皮甚至捣乱，被送去寄养。,stop,False,True,False,0.9032258064516129,False,6.626901066106917
ru-uz-0364,flores_devtest,364,ru,uz,Самки обычно находятся друг с другом в родстве и составляют большую семью сестёр и дочерей.,"Urg'ochilar, odatda, katta oilaning opa-singillari yoki qizi bo'lib, bir-biriga chambarchas bog'liqdir.",qwen3_4b_q8,Ko'p xil qo'shimcha turlar ham mavjud.,0.3640798000851646,23,False,False,Ko'p xil qo'shimcha turlar ham mavjud.,stop,False,True,False,0.36893203883495146,False,6.833066939968316
uz-zh-0913,flores_devtest,913,uz,zh,Akademik ta'tilni rejalashtirayotganlar orasida tobora ommalashib borayotgan tanlov – sayohat hamda o'rganishdir.,对于那些计划怎么度过空档年的人来说，游学成为越来越受欢迎的选择。,qwen3_4b_q8,在安排学术假期的人中，选择旅行和学习正变得越来越普遍。,0.3364465000340715,21,False,False,在安排学术假期的人中，选择旅行和学习正变得越来越普遍。,stop,False,True,False,0.84375,False,7.005682109985546
uz-zh-0823,flores_devtest,823,uz,zh,Sayyohlar o'z mintaqalarida noma'lum bo'lgan hayvon parazitlariga duch kelishlari mumkin.,旅行者可能会遇到在家乡不常见的有害动物。,qwen3_4b_q8,旅客可能在自己的地区遇到未知的动物寄生虫。,0.3018929000245407,18,False,False,旅客可能在自己的地区遇到未知的动物寄生虫。,stop,False,True,False,1.05,False,9.304280393510918
uz-zh-0195,flores_devtest,195,uz,zh,Fotosuratchi Ronald Reygan nomidagi UCLA Tibbiyot Markaziga yetkazilgan va keyinchalik u yerda vafot etgan.,这名摄影师被送往加州大学洛杉矶分校罗纳德·里根医疗中心，其后不治。,qwen3_4b_q8,照片送往了罗纳德·雷根命名的UCLA医学院，后来在那里去世了。,0.39069500006735325,25,False,False,照片送往了罗纳德·雷根命名的UCLA医学院，后来在那里去世了。,stop,False,True,False,0.9393939393939394,False,9.359624761939912
uz-zh-0063,flores_devtest,63,uz,zh,"Tarixchilar agentlikning muvaffaqiyat darajasini kuchaytirish uchun osongina hal qilish mumkin bo'lgan, ayniqsa avtomobil o'g'rilanishi bo'yicha ishlarga resurslarning qaratilganligi uchun FQB agentligining o'tmishdagi siyosatlarini tanqid qildilar.",历史学家批判了联邦调查局的过往政策，这种政策会把资源集中到容易破获的案件上，尤以偷车案件居多，目的只在于提高该机构的成功破案率。,qwen3_4b_q8,历史学家们批评了FQB代理机构过去在资源分配方面的政策，认为这些政策使代理机构能够轻易地提高其成功程度，尤其是在汽车被劫持方面的工作。,0.6699409000575542,43,False,False,历史学家们批评了FQB代理机构过去在资源分配方面的政策，认为这些政策使代理机构能够轻易地提高其成功程度，尤其是在汽车被劫持方面的工作。,stop,False,True,False,1.046875,False,9.800421481196711
uz-zh-0423,flores_devtest,423,uz,zh,"Tayvanning boshlanishi 15-asrga borib taqaladi, bunda o'tib ketayotgan yevropalik dengizchilar orol nomini Ilha Formosa yoki go'zal orol deb yozib qoldirishadi.",西方对台湾的了解可以追溯到 15 世纪。当时路过的欧洲水手将该岛命名为“福尔摩沙岛”(Ilha Formosa)，意思是美丽的岛屿。,qwen3_4b_q8,台湾的开始延至15世纪，届时正在航行的欧洲船只将把太平洋称为福尔摩沙或美丽岛。,0.49379039998166263,32,False,False,台湾的开始延至15世纪，届时正在航行的欧洲船只将把太平洋称为福尔摩沙或美丽岛。,stop,True,False,False,0.5909090909090909,False,10.190214405237773
uz-zh-0502,flores_devtest,502,uz,zh,"Submadaniyat a'zolari ko'pincha o'z a'zoliklarini modalar, xulq-atvor va jargonlarni o'z ichiga olgan uslubdan o'ziga xos va ramziy foydalanish orqali namoyon etadilar.",亚文化群体的成员，常常会象征性地利用独特的行事风格来表明他们的成员身份，包括时尚服装、举止和黑话。,qwen3_4b_q8,各地方的成员经常通过使用包含模因、俗语和行话的风格，以自己特有的象征性方式来展示他们的身份。,0.540820199996233,35,False,False,各地方的成员经常通过使用包含模因、俗语和行话的风格，以自己特有的象征性方式来展示他们的身份。,stop,False,True,False,0.9387755102040817,False,11.008881682849983
uz-ru-0085,flores_devtest,85,uz,ru,Parlamentning quyi palatasi ma'muri Adam Kuerden o'tgan oyda Wikinews bilan suhbatida o'chirishlardan ranjiganini aytdi.,Администратор Commons Адам Керден выразил своё разочарование в связи с удалениями в своем разговоре  в прошлом месяце с Wikinews.,qwen3_4b_q8,Палаты нишони Адам Курден о'тган ойда Викиньюс билан сўзларимда о'чиришлардан ранжиганini айтди.,0.8790720999240875,58,False,False,Палаты нишони Адам Курден о'тган ойда Викиньюс билан сўзларимда о'чиришлардан ранжиганini айтди.,stop,False,True,False,0.7441860465116279,False,11.159179724041216
uz-zh-0552,flores_devtest,552,uz,zh,"Shu bilan birga Nemis dengiz floti, asosan, dengizosti qayiqlaridan foydalanib, ushbu transport harakatini to'xtatishga urinayotgandi.",与此同时，以 U 型潜艇为主力的德国海军试图拦截这场运输。,qwen3_4b_q8,此外，德国海军主要依靠货轮来试图阻止这次运输行动。,0.3421868000878021,20,False,False,此外，德国海军主要依靠货轮来试图阻止这次运输行动。,stop,False,True,False,0.8620689655172413,False,11.538699882822359
uz-zh-0083,flores_devtest,83,uz,zh,"Katrina bo'roni vaqtida 20 fut balandlikdagi toshqinga guvoh bo'lgan to'qqizinchi bo'linma, suv yaqindagi to'g'ondan oshib o'tgani sababli, hozirda belgacha keladigan suv ostida qolgan.",“卡特里娜”飓风来袭时，第九区洪水水位一度高达 20 英尺，由于附近的防洪堤已经被淹没，目前水位已达齐腰深度。,qwen3_4b_q8,第七个板块在飓风卡特里娜期间，证明了20英尺高的石头是正确的，由于靠近水的水位上涨，现在正位于水下。,0.6378406999865547,42,False,False,第七个板块在飓风卡特里娜期间，证明了20英尺高的石头是正确的，由于靠近水的水位上涨，现在正位于水下。,stop,True,False,False,0.9090909090909091,False,11.590629739877663
uz-zh-0685,flores_devtest,685,uz,zh,Ekskursiyalarni virtual tarzda bo'lishish sayohat haqida fikr yuritish va kelasi darslar bilan tajriba almashish uchun ajoyib usuldir.,以虚拟方式分享实地考察，也是回顾行程以及与以后班级分享经验的好办法。,qwen3_4b_q8,以虚拟方式组织旅行，思考有关旅行的想法，并与未来的课程进行经验交流是一种很好的方法。,0.41945269994903356,26,False,False,以虚拟方式组织旅行，思考有关旅行的想法，并与未来的课程进行经验交流是一种很好的方法。,stop,False,True,False,1.2352941176470589,False,11.9032378539745
uz-zh-0787,flores_devtest,787,uz,zh,"Sho'r suv timsohlari okeanda ko'p uchramaydi, ularning asosiy yashash joyi Rokxemptondan shimolda joylashgan daryolarning quyilish joylaridir.",咸水鳄的主要栖息地并非海洋，而是罗克汉普顿 (Rockhampton) 北部的河口。,qwen3_4b_q8,海洋中的风暴潮经常发生，它们的主要栖息地位于罗克希姆顿以东河流的下游地区。,0.4690170999383554,30,False,False,海洋中的风暴潮经常发生，它们的主要栖息地位于罗克希姆顿以东河流的下游地区。,stop,False,True,False,0.8809523809523809,False,11.970572698336571
uz-zh-0397,flores_devtest,397,uz,zh,"Kan'on yerlarida keng o'rmonlar yo'q edi, shu sababdan yog'och nihoyatda qimmat edi.",迦南没有大森林，所以木材非常昂贵。,qwen3_4b_q8,在传统地区没有广阔的森林，因此木材最终变得非常珍贵。,0.3008070000214502,19,False,False,在传统地区没有广阔的森林，因此木材最终变得非常珍贵。,stop,False,True,False,1.5294117647058822,False,14.024916736212067
uz-zh-0831,flores_devtest,831,uz,zh,"Qizig'i shuki, bu yerda mobil telefon xizmati, boshqa ko'p yo'nalishlarga qaraganda, masalan, Pensilvaniya Uayldzdan ko'ra ancha kuchliroq.",不过，令人奇怪的是，这里的手机服务比沿途的许多其他路线（例如宾夕法尼亚州荒原）要强得多。,qwen3_4b_q8,热力很强，这里的移动电话服务，与其他方向相比，例如比宾夕法尼亚州的威尔士更强大。,0.48064090008847415,31,False,False,热力很强，这里的移动电话服务，与其他方向相比，例如比宾夕法尼亚州的威尔士更强大。,stop,False,True,False,0.9090909090909091,False,15.272976784778072
ru-uz-0439,flores_devtest,439,ru,uz,Её всепроникающая сила коснулась каждого - от короля до простолюдина.,"Uning keng qamrovli qudrati shohdan tortib, oddiy insongacha ta'sir qildi.",qwen3_4b_q8,Ushbu qo'shimcha qobiliyatini hamma bilan (kingsdan kichik kishilarga) qadar qo'shdi.,0.6178665000479668,41,False,False,Ushbu qo'shimcha qobiliyatini hamma bilan (kingsdan kichik kishilarga) qadar qo'shdi.,stop,False,True,False,1.1486486486486487,False,15.819398797293172
uz-zh-0364,flores_devtest,364,uz,zh,"Urg'ochilar, odatda, katta oilaning opa-singillari yoki qizi bo'lib, bir-biriga chambarchas bog'liqdir.",作为大家庭里的姐妹和女儿，雌性之间通常彼此关系密切。,qwen3_4b_q8,乌尔古奇人通常为大家庭中的母亲或女儿，彼此之间有紧密的联系。,0.42559749993961304,26,False,False,乌尔古奇人通常为大家庭中的母亲或女儿，彼此之间有紧密的联系。,stop,False,True,False,1.1538461538461537,False,15.819921925783884
uz-zh-0814,flores_devtest,814,uz,zh,"Agar siz kechiktirish e'lon qilinishidan avval 2020-yil uchun reyslar va mehmonxonani buyurtna qilgan bo'lsangiz, siz qiyin vaziyatda qolishingiz mumkin.",如果你在宣布推迟之前预订了 2020 年的航班和住宿，则可能会面临棘手的情况。,qwen3_4b_q8,如果您在2020年航班和酒店预订时已经宣布了延误，您可能会陷入困境。,0.43208339996635914,27,False,False,如果您在2020年航班和酒店预订时已经宣布了延误，您可能会陷入困境。,stop,True,False,False,0.8717948717948718,False,16.05360065431371
ru-uz-0091,flores_devtest,91,ru,uz,"Ученые смогли сделать вывод, что темная материя воздействует на другую темную материю так же, как и в случае с обычной материей.","Olimlar qora materiya boshqa qora materiyaga xuddi odatiy materiya ta'sir qilgani kabi ta'sir ko'rsatadi, degan xulosaga kelishdi.",qwen3_4b_q8,"Murojaatlar, qarama qarshi madde kabi, qarama qarshi maddega ham tushunishga ega bo'ldi.",0.6636505000060424,44,False,False,"Murojaatlar, qarama qarshi madde kabi, qarama qarshi maddega ham tushunishga ega bo'ldi.",stop,False,True,False,0.676923076923077,False,16.098395689651948
uz-zh-0746,flores_devtest,746,uz,zh,"Chako mintaqasida Guaykuru va Payagua kabi mahalliy qabilalarning boshqa guruhlari yashab, ular ovchilik, termachilik va baliq ovlash orqali hayotlarini saqlab qolishgan.",查科 (Chaco) 地区是瓜伊库鲁 (Guaycuru) 和帕亚瓜 (Payagua) 等其他土著部落的家园，他们靠狩猎、采集和捕鱼为生。,qwen3_4b_q8,在恰科地区，除了瓜伊库尔和帕亚瓜等本地部落外，其他部落也居住在那里，他们通过狩猎、采集和捕鱼来维持生计。,0.6573243999155238,43,False,False,在恰科地区，除了瓜伊库尔和帕亚瓜等本地部落外，其他部落也居住在那里，他们通过狩猎、采集和捕鱼来维持生计。,stop,False,True,False,0.7428571428571429,False,16.11001249228031
uz-zh-0885,flores_devtest,885,uz,zh,Chet el hukumatlarining mazkur hujjatlarni hurmat qilishga tayyorligi xuddi shu darajada o'zgaruvchandir.,外国政府对这些文件的认可程度也千差万别。,qwen3_4b_q8,各国政府对上述文件的尊重程度也处于同一变化水平。,0.3314786000410095,19,False,False,各国政府对上述文件的尊重程度也处于同一变化水平。,stop,False,True,False,1.2,False,16.447738923736818
uz-zh-0085,flores_devtest,85,uz,zh,Parlamentning quyi palatasi ma'muri Adam Kuerden o'tgan oyda Wikinews bilan suhbatida o'chirishlardan ranjiganini aytdi.,共享资源管理员亚当·库尔登 (Adam Cuerden) 上个月在接受维基新闻 (Wikinews) 采访时表达了他对删除相关内容的不满。,qwen3_4b_q8,parliament 的下议院官员 Adam Kuerden 在与 Wikinews 的采访中表示，他已下令清除。,0.4795756000094116,30,False,False, parliament 的下议院官员 Adam Kuerden 在与 Wikinews 的采访中表示，他已下令清除。,stop,False,True,False,0.8260869565217391,False,16.90640935313266
uz-zh-0165,flores_devtest,165,uz,zh,1988-yildan beri ovoz beruvchilar va kuzatuvchilar boshlanishida konvertlar mavjud emasligi va mos tarzda sanalgan va vakolat berilgan ovoz beruvchilardan tashqari hech qanday konvertlar qo'shilmasligiga guvohlik bera olishlari uchun saylov qutilarining shaffof bo'lishi talab qilinadi.,自 1988 年以来，投票箱就必须是透明的，这样选民和观察员才能看到投票开始时箱内没有信封，还能看到除了那些及时统计过、有权投票的选民以外，没有其他人向箱内投入信封。,qwen3_4b_q8,自1988年以来，为确保选民和观察员在开始时没有使用任何转换器，并且只有经过适当登记和授权的选民才可使用转换器，要求投票箱保持透明。,0.7638933999696746,50,False,False,自1988年以来，为确保选民和观察员在开始时没有使用任何转换器，并且只有经过适当登记和授权的选民才可使用转换器，要求投票箱保持透明。,stop,True,False,False,0.7951807228915663,False,16.982100060784834
en-uz-0913,flores_devtest,913,en,uz,An increasingly more popular option for those planning a gap-year is to travel and learn.,Akademik ta'tilni rejalashtirayotganlar orasida tobora ommalashib borayotgan tanlov – sayohat hamda o'rganishdir.,qwen3_4b_q8,Yaqin kunlarda gap-yil planlaydiganlarning katta qismini izohlovchi va o'qishga harakat qilishga qiyosan katta populyarlikga ega bo'lgan option.,0.8928076999727637,61,False,False,Yaqin kunlarda gap-yil planlaydiganlarning katta qismini izohlovchi va o'qishga harakat qilishga qiyosan katta populyarlikga ega bo'lgan option.,stop,False,True,False,1.2743362831858407,False,17.075526471633047
zh-uz-0717,flores_devtest,717,zh,uz,又因为相对偏僻，“廷巴克图”被用来比喻遥远的异国他乡。,"Yetishish imkoniyati nisbatan kamligi bilan birga, ""Timbuktu"" uzoq, ekzotik o'lkalar uchun metafora sifatida ishlatila boshlandi.",qwen3_4b_q8,"Shu sababli, ""Tibabakut"" nomi yig'ilgan, u yuqori qishloq bo'lib, u uzoq mazmuni bo'lgan xalqaro mamlakatga ega bo'lgan ma'noga ega.",1.088912000064738,72,False,False,"Shu sababli, ""Tibabakut"" nomi yig'ilgan, u yuqori qishloq bo'lib, u uzoq mazmuni bo'lgan xalqaro mamlakatga ega bo'lgan ma'noga ega.",stop,False,True,False,1.0232558139534884,False,17.25540364099618
uz-ru-0364,flores_devtest,364,uz,ru,"Urg'ochilar, odatda, katta oilaning opa-singillari yoki qizi bo'lib, bir-biriga chambarchas bog'liqdir.",Самки обычно находятся друг с другом в родстве и составляют большую семью сестёр и дочерей.,qwen3_4b_q8,"Ург'очилар, обычно, большие семьи的母亲 или дочь, и они тесно связаны между собой.",0.5201182999880984,34,False,False,"Ург'очилар, обычно, большие семьи的母亲 или дочь, и они тесно связаны между собой.",stop,False,True,False,0.8681318681318682,False,17.327661026500497
zh-uz-0787,flores_devtest,787,zh,uz,咸水鳄的主要栖息地并非海洋，而是罗克汉普顿 (Rockhampton) 北部的河口。,"Sho'r suv timsohlari okeanda ko'p uchramaydi, ularning asosiy yashash joyi Rokxemptondan shimolda joylashgan daryolarning quyilish joylaridir.",qwen3_4b_q8,"Asosiy tushuviy joyi okean emas, balki Rockhamptonning boborini tashkil etuvchi qo'shimcha qism.",0.6993499000091106,44,False,False,"Asosiy tushuviy joyi okean emas, balki Rockhamptonning boborini tashkil etuvchi qo'shimcha qism.",stop,False,True,False,0.676056338028169,False,17.68883948497572
uz-ru-0195,flores_devtest,195,uz,ru,Fotosuratchi Ronald Reygan nomidagi UCLA Tibbiyot Markaziga yetkazilgan va keyinchalik u yerda vafot etgan.,"Фотограф был доставлен в медицинский центр имени Рональда Рейгана при  Калифорнийском университете в Лос-Анджелесе, где он впоследствии скончался.",qwen3_4b_q8,Фотосуратчи Рональд Рейган именем названный UCLA Клиника медицины была передана и позднее умерла там.,0.654016499989666,44,False,False,Фотосуратчи Рональд Рейган именем названный UCLA Клиника медицины была передана и позднее умерла там.,stop,False,True,False,0.6917808219178082,False,17.700848878909987
zh-uz-0885,flores_devtest,885,zh,uz,外国政府对这些文件的认可程度也千差万别。,Chet el hukumatlarining mazkur hujjatlarni hurmat qilishga tayyorligi xuddi shu darajada o'zgaruvchandir.,qwen3_4b_q8,Xavfli davlatlar bu dokumentalarni taklif qilish darajasi ham katta farq qiladi.,0.6659383000805974,36,False,False,Xavfli davlatlar bu dokumentalarni taklif qilish darajasi ham katta farq qiladi.,stop,False,True,False,0.7619047619047619,False,18.13955806373599
uz-ru-0704,flores_devtest,704,uz,ru,Uzuk taqish ham foydali (shunchaki nihoyatda qimmat ko'rinmaydiganini.,Также полезно носить кольцо (только не слишком дорогое на вид).,qwen3_4b_q8,Узук тақиш такида полезен (всё же в конечном итоге не очень ценный).,0.5382123000454158,36,False,False,Узук тақиш такида полезен (всё же в конечном итоге не очень ценный).,stop,False,True,False,1.0793650793650793,False,18.320958111116052
ru-uz-0913,flores_devtest,913,ru,uz,"Вариант, становящийся всё более популярным для тех, кто планирует взять академический год, это путешествовать и учиться.",Akademik ta'tilni rejalashtirayotganlar orasida tobora ommalashib borayotgan tanlov – sayohat hamda o'rganishdir.,qwen3_4b_q8,"Variant, qanday qilishga qiyinchilik qilmaydigan, akademik yil o'zini o'tkazishni planlaganlarga uchrashgan, turish va o'qishni qilish.",0.9080778000643477,62,False,False,"Variant, qanday qilishga qiyinchilik qilmaydigan, akademik yil o'zini o'tkazishni planlaganlarga uchrashgan, turish va o'qishni qilish.",stop,False,True,False,1.1946902654867257,False,18.405375246383198
uz-zh-0636,flores_devtest,636,uz,zh,"Faylasuf Aristotel barcha narsa to'rt unsurning bir yoki bir nechtasi aralashmasidan tashkil topgan degan nazariyani ilgari surgan. Ularni tuproq, suv, havo va olov ekanligini aytib o'tgan.",哲学家亚里士多德提出一种理论，即任何事物都是由土、水、空气和火四种元素中的一种或多种组成的。,qwen3_4b_q8,哲學家亞里士多德曾提出過一個理論，認為所有事物都是由四種元素——土、水、氣、火——中的一種或幾種組成的。,0.6817502999911085,46,False,False,哲學家亞里士多德曾提出過一個理論，認為所有事物都是由四種元素——土、水、氣、火——中的一種或幾種組成的。,stop,False,True,False,1.1304347826086956,False,18.798037666857113
