pair_id,en,uz,source,source_version,source_line,license,commercial_status,source_url,labse_score,token_overlap,english_function_words_in_uz,char_similarity,local_reject,local_reject_reason
132c341dbf323bf7c796,How many kids do you have?,Qancha bolangiz bor?,Tatoeba,v2026-07-08,61,CC BY 2.0 FR,attribution_required,https://object.pouta.csc.fi/OPUS-Tatoeba/v2026-07-08/moses/en-uz.txt.zip,0.9504742,0.0,0,0.217391,False,
a79b6909f9f547e8ec3f,I was married at that time.,O'sha vaqtda uylangan edim.,Tatoeba,v2026-07-08,407,CC BY 2.0 FR,attribution_required,https://object.pouta.csc.fi/OPUS-Tatoeba/v2026-07-08/moses/en-uz.txt.zip,0.94957966,0.0,0,0.333333,False,
34af39ff5fdb07e9953f,Where is the hotel?,Mehmonxona qayerda?,Tatoeba,v2026-07-08,302,CC BY 2.0 FR,attribution_required,https://object.pouta.csc.fi/OPUS-Tatoeba/v2026-07-08/moses/en-uz.txt.zip,0.947609,0.0,0,0.210526,False,
c3049c42e8b6a66b37a9,I took the book.,Men kitobni oldim.,Tatoeba,v2026-07-08,318,CC BY 2.0 FR,attribution_required,https://object.pouta.csc.fi/OPUS-Tatoeba/v2026-07-08/moses/en-uz.txt.zip,0.9473982,0.0,0,0.235294,False,
15ecde7555110fad4501,I don't want meat.,Go'sht istamayman.,Tatoeba,v2026-07-08,167,CC BY 2.0 FR,attribution_required,https://object.pouta.csc.fi/OPUS-Tatoeba/v2026-07-08/moses/en-uz.txt.zip,0.9471723,0.0,0,0.388889,False,
8e5e5d1f67a6d74cbab8,"Hello, world!",Salom dunyo!,Tatoeba,v2026-07-08,118,CC BY 2.0 FR,attribution_required,https://object.pouta.csc.fi/OPUS-Tatoeba/v2026-07-08/moses/en-uz.txt.zip,0.9468328,0.0,0,0.4,False,
fadfb7d7e92172b6e5ab,Do you understand me?,Siz mening tushunayapsizmi?,Tatoeba,v2026-07-08,119,CC BY 2.0 FR,attribution_required,https://object.pouta.csc.fi/OPUS-Tatoeba/v2026-07-08/moses/en-uz.txt.zip,0.94673705,0.0,0,0.208333,False,
a618a1c443600aacf5d2,You are absolutely right.,Siz mutlaqo haqsiz.,Tatoeba,v2026-07-08,54,CC BY 2.0 FR,attribution_required,https://object.pouta.csc.fi/OPUS-Tatoeba/v2026-07-08/moses/en-uz.txt.zip,0.94663894,0.0,0,0.318182,False,
971309fec8ce92cd0301,Will you come with me to the concert?,Mening bilan konsertga kelasanmi?,Tatoeba,v2026-07-08,235,CC BY 2.0 FR,attribution_required,https://object.pouta.csc.fi/OPUS-Tatoeba/v2026-07-08/moses/en-uz.txt.zip,0.94626266,0.0,0,0.257143,False,
e29572804069e17dbd34,She can speak.,U gapira oladi.,Tatoeba,v2026-07-08,335,CC BY 2.0 FR,attribution_required,https://object.pouta.csc.fi/OPUS-Tatoeba/v2026-07-08/moses/en-uz.txt.zip,0.94620854,0.0,0,0.344828,False,
5f109f96178f674ec27c,Look into my eyes.,Ko'zlarimning ichiga qara.,Tatoeba,v2026-07-08,169,CC BY 2.0 FR,attribution_required,https://object.pouta.csc.fi/OPUS-Tatoeba/v2026-07-08/moses/en-uz.txt.zip,0.94564074,0.0,0,0.227273,False,
577b1361f682b0e8e2c7,Do you love your mother?,Onangni sevasanmi?,Tatoeba,v2026-07-08,410,CC BY 2.0 FR,attribution_required,https://object.pouta.csc.fi/OPUS-Tatoeba/v2026-07-08/moses/en-uz.txt.zip,0.94555545,0.0,0,0.238095,False,
2755be5b5fe56fa0633a,Do you actually mean it?,Haqiqatda ham shuni nazarda tutyapsizmi?,Tatoeba,v2026-07-08,432,CC BY 2.0 FR,attribution_required,https://object.pouta.csc.fi/OPUS-Tatoeba/v2026-07-08/moses/en-uz.txt.zip,0.94523287,0.0,0,0.34375,False,
c599738d15e9edb63f0b,I like reading books.,Menga kitob o'qish yoqadi.,Tatoeba,v2026-07-08,75,CC BY 2.0 FR,attribution_required,https://object.pouta.csc.fi/OPUS-Tatoeba/v2026-07-08/moses/en-uz.txt.zip,0.94478506,0.0,0,0.340426,False,
69e39c55fbba96ecaaea,Do you love your mother?,Onangizni sevasizmi?,Tatoeba,v2026-07-08,411,CC BY 2.0 FR,attribution_required,https://object.pouta.csc.fi/OPUS-Tatoeba/v2026-07-08/moses/en-uz.txt.zip,0.9445373,0.0,0,0.227273,False,
d4348d8d34185e9159d8,Did you buy the medicine?,Dorini sotib oldingmi?,Tatoeba,v2026-07-08,262,CC BY 2.0 FR,attribution_required,https://object.pouta.csc.fi/OPUS-Tatoeba/v2026-07-08/moses/en-uz.txt.zip,0.94418526,0.0,0,0.212766,False,
3c6adbae2e6fd3a765ff,The baby can't speak.,Chaqaloq gapira olmaydi.,Tatoeba,v2026-07-08,336,CC BY 2.0 FR,attribution_required,https://object.pouta.csc.fi/OPUS-Tatoeba/v2026-07-08/moses/en-uz.txt.zip,0.9437977,0.0,0,0.222222,False,
0cc79c14e50736c04152,Did you call me last night?,O'tgan kecha menga telefon qildingmi?,Tatoeba,v2026-07-08,99,CC BY 2.0 FR,attribution_required,https://object.pouta.csc.fi/OPUS-Tatoeba/v2026-07-08/moses/en-uz.txt.zip,0.94368374,0.0,0,0.375,False,
1218ff845da1826bfcc7,I only have two hands.,Menda faqat ikki qo'l bor.,Tatoeba,v2026-07-08,373,CC BY 2.0 FR,attribution_required,https://object.pouta.csc.fi/OPUS-Tatoeba/v2026-07-08/moses/en-uz.txt.zip,0.94282293,0.0,0,0.291667,False,
0b4de9ad2d4005a48680,Children are the flowers of our lives.,Bolalar hayotimizning gullari.,Tatoeba,v2026-07-08,325,CC BY 2.0 FR,attribution_required,https://object.pouta.csc.fi/OPUS-Tatoeba/v2026-07-08/moses/en-uz.txt.zip,0.94259006,0.0,0,0.294118,False,
5f3ec1d518303b80a97c,I am very smart.,Men juda aqlliman.,Tatoeba,v2026-07-08,456,CC BY 2.0 FR,attribution_required,https://object.pouta.csc.fi/OPUS-Tatoeba/v2026-07-08/moses/en-uz.txt.zip,0.9422466,0.0,0,0.294118,False,
aeaa9f0f192d1ba458a4,I was lucky.,Men omadli edim.,Tatoeba,v2026-07-08,66,CC BY 2.0 FR,attribution_required,https://object.pouta.csc.fi/OPUS-Tatoeba/v2026-07-08/moses/en-uz.txt.zip,0.9415979,0.0,0,0.214286,False,
757dbd0355ac6c8bd119,"Ah, the coffee is really hot!","Ah, kofe haqiqatdan issiq!",Tatoeba,v2026-07-08,222,CC BY 2.0 FR,attribution_required,https://object.pouta.csc.fi/OPUS-Tatoeba/v2026-07-08/moses/en-uz.txt.zip,0.9414485,0.166667,0,0.363636,False,
8f6d93063be166f83063,You and Tom will be safe here.,Sen va Tom bu yerda xavfsiz bo'lasizlar.,Tatoeba,v2026-07-08,495,CC BY 2.0 FR,attribution_required,https://object.pouta.csc.fi/OPUS-Tatoeba/v2026-07-08/moses/en-uz.txt.zip,0.9407927,0.142857,0,0.4,False,
1ebca1817c34560370ec,I will go to the school tomorrow.,Men ertaga maktabga boraman.,Tatoeba,v2026-07-08,322,CC BY 2.0 FR,attribution_required,https://object.pouta.csc.fi/OPUS-Tatoeba/v2026-07-08/moses/en-uz.txt.zip,0.9405753,0.0,0,0.229508,False,
a64c453cbf4cc4789cde,You are eating.,Sen yeyapsan.,Tatoeba,v2026-07-08,403,CC BY 2.0 FR,attribution_required,https://object.pouta.csc.fi/OPUS-Tatoeba/v2026-07-08/moses/en-uz.txt.zip,0.94055456,0.0,0,0.357143,False,
08bb2bbd7fdf07a173b5,Did you buy the medicine?,Dorini sotib oldingizmi?,Tatoeba,v2026-07-08,263,CC BY 2.0 FR,attribution_required,https://object.pouta.csc.fi/OPUS-Tatoeba/v2026-07-08/moses/en-uz.txt.zip,0.9401679,0.0,0,0.204082,False,
fd33b20a38c867b0552c,"Fill up this water bottle, please!","Bu suv butilkasini to'ldirip qo'ying, iltimos!",Tatoeba,v2026-07-08,454,CC BY 2.0 FR,attribution_required,https://object.pouta.csc.fi/OPUS-Tatoeba/v2026-07-08/moses/en-uz.txt.zip,0.94006616,0.0,0,0.275,False,
2ecce7432a65762e666a,He began singing.,U qo'shiq aytishga boshladi.,Tatoeba,v2026-07-08,332,CC BY 2.0 FR,attribution_required,https://object.pouta.csc.fi/OPUS-Tatoeba/v2026-07-08/moses/en-uz.txt.zip,0.93977094,0.0,0,0.266667,False,
cadd7d04b1aa2cdb6b73,Who rules the world?,Dunyoni kim boshqaradi?,Tatoeba,v2026-07-08,514,CC BY 2.0 FR,attribution_required,https://object.pouta.csc.fi/OPUS-Tatoeba/v2026-07-08/moses/en-uz.txt.zip,0.93945384,0.0,0,0.186047,False,
0bc0603261765f9dc902,He was never sick.,U hech qachon kasal emas edi.,Tatoeba,v2026-07-08,409,CC BY 2.0 FR,attribution_required,https://object.pouta.csc.fi/OPUS-Tatoeba/v2026-07-08/moses/en-uz.txt.zip,0.93931293,0.0,0,0.382979,False,
a5f4cd5c501027aaa77a,They spent all the money.,Ular hamma pulni sarflashdi.,Tatoeba,v2026-07-08,508,CC BY 2.0 FR,attribution_required,https://object.pouta.csc.fi/OPUS-Tatoeba/v2026-07-08/moses/en-uz.txt.zip,0.9390845,0.0,0,0.264151,False,
f4ad1ccad951858db92e,They are at the museum.,Ular muzeyda.,Tatoeba,v2026-07-08,466,CC BY 2.0 FR,attribution_required,https://object.pouta.csc.fi/OPUS-Tatoeba/v2026-07-08/moses/en-uz.txt.zip,0.93860984,0.0,0,0.388889,False,
7ba77584104da12b77be,I was speaking only German.,Men faqat nemischa gapirayotgan edim.,Tatoeba,v2026-07-08,383,CC BY 2.0 FR,attribution_required,https://object.pouta.csc.fi/OPUS-Tatoeba/v2026-07-08/moses/en-uz.txt.zip,0.93785167,0.0,0,0.25,False,
ead888092bd1500c8633,"Hello, old friend!","Salam, eski do'stim!",Tatoeba,v2026-07-08,254,CC BY 2.0 FR,attribution_required,https://object.pouta.csc.fi/OPUS-Tatoeba/v2026-07-08/moses/en-uz.txt.zip,0.9375848,0.0,0,0.315789,False,
3377bbbf833f1402173f,We are eating.,Biz yeyapmiz.,Tatoeba,v2026-07-08,406,CC BY 2.0 FR,attribution_required,https://object.pouta.csc.fi/OPUS-Tatoeba/v2026-07-08/moses/en-uz.txt.zip,0.9371774,0.0,0,0.296296,False,
288bada7ac6c8927bbd4,I don't want to learn your language.,Sizning tilingizni o'rganmoqchi emasman.,Tatoeba,v2026-07-08,334,CC BY 2.0 FR,attribution_required,https://object.pouta.csc.fi/OPUS-Tatoeba/v2026-07-08/moses/en-uz.txt.zip,0.93679035,0.0,0,0.315789,False,
29f0dd5b8bc00dcb4c87,We all thought that Tom might kill himself.,Biz hammamiz Tom o'zini o'ldirishi mumkin deb o'ylagandik.,Tatoeba,v2026-07-08,467,CC BY 2.0 FR,attribution_required,https://object.pouta.csc.fi/OPUS-Tatoeba/v2026-07-08/moses/en-uz.txt.zip,0.9365581,0.125,0,0.277228,False,
02507bcfdb84f545f908,I want to die with Getter Jaani.,Getter Jaani ila o'lmaq istayiram.,Tatoeba,v2026-07-08,231,CC BY 2.0 FR,attribution_required,https://object.pouta.csc.fi/OPUS-Tatoeba/v2026-07-08/moses/en-uz.txt.zip,0.93621993,0.285714,0,0.393939,False,
73cb745dd97aeb9ef041,Why don't you update your website?,Nima uchun siz saytingizni yangilamaysiz?,Tatoeba,v2026-07-08,388,CC BY 2.0 FR,attribution_required,https://object.pouta.csc.fi/OPUS-Tatoeba/v2026-07-08/moses/en-uz.txt.zip,0.936156,0.0,0,0.266667,False,
c638eefaa6629519ce60,The water was hot.,Suv issiq edi.,Tatoeba,v2026-07-08,375,CC BY 2.0 FR,attribution_required,https://object.pouta.csc.fi/OPUS-Tatoeba/v2026-07-08/moses/en-uz.txt.zip,0.9361385,0.0,0,0.125,False,
0ebc34878348d1f238b9,This is your only chance.,Bu sening yagona imkoniyating.,Tatoeba,v2026-07-08,47,CC BY 2.0 FR,attribution_required,https://object.pouta.csc.fi/OPUS-Tatoeba/v2026-07-08/moses/en-uz.txt.zip,0.9360777,0.0,0,0.327273,False,
6b4b8dbe424a3204d133,You are eating.,Siz yeyapsiz.,Tatoeba,v2026-07-08,404,CC BY 2.0 FR,attribution_required,https://object.pouta.csc.fi/OPUS-Tatoeba/v2026-07-08/moses/en-uz.txt.zip,0.93600833,0.0,0,0.285714,False,
d7084c8468a4b5428ded,Where are you going?,Qayerga boryapsan?,Tatoeba,v2026-07-08,130,CC BY 2.0 FR,attribution_required,https://object.pouta.csc.fi/OPUS-Tatoeba/v2026-07-08/moses/en-uz.txt.zip,0.93582857,0.0,0,0.315789,False,
4c0d263fc2db84d4aaf6,Spring came.,Bahor keldi.,Tatoeba,v2026-07-08,396,CC BY 2.0 FR,attribution_required,https://object.pouta.csc.fi/OPUS-Tatoeba/v2026-07-08/moses/en-uz.txt.zip,0.93570757,0.0,0,0.25,False,
bc33adcbf9fbce9dd005,They spent all the money.,Ular hamma pulni sarfladilar.,Tatoeba,v2026-07-08,509,CC BY 2.0 FR,attribution_required,https://object.pouta.csc.fi/OPUS-Tatoeba/v2026-07-08/moses/en-uz.txt.zip,0.93526286,0.0,0,0.259259,False,
354caa32513db9507970,I have a big car.,Mening katta mashinam bor.,Tatoeba,v2026-07-08,512,CC BY 2.0 FR,attribution_required,https://object.pouta.csc.fi/OPUS-Tatoeba/v2026-07-08/moses/en-uz.txt.zip,0.9351531,0.0,0,0.372093,False,
e9755683b2567066a713,You and Tom will be safe here.,Siz va Tom bu yerda xavfsiz bo'lasizlar.,Tatoeba,v2026-07-08,496,CC BY 2.0 FR,attribution_required,https://object.pouta.csc.fi/OPUS-Tatoeba/v2026-07-08/moses/en-uz.txt.zip,0.93409145,0.142857,0,0.4,False,
315336c4c977e80ce7e1,Thank you for your attention.,Diqqatingiz uchun rahmat.,Tatoeba,v2026-07-08,269,CC BY 2.0 FR,attribution_required,https://object.pouta.csc.fi/OPUS-Tatoeba/v2026-07-08/moses/en-uz.txt.zip,0.93365395,0.0,0,0.148148,False,
377b7213b0ac93dee6e8,"I didn't understand it, and Tom didn't understand it either.","Men u narsani tushunmadim, va Tom ham tushungani yo'q.",Tatoeba,v2026-07-08,501,CC BY 2.0 FR,attribution_required,https://object.pouta.csc.fi/OPUS-Tatoeba/v2026-07-08/moses/en-uz.txt.zip,0.93260777,0.1,0,0.333333,False,
c94fafeaab4be67148dc,Didn't you see my birds?,Mening qushlarimni ko'rmadingmi?,Tatoeba,v2026-07-08,216,CC BY 2.0 FR,attribution_required,https://object.pouta.csc.fi/OPUS-Tatoeba/v2026-07-08/moses/en-uz.txt.zip,0.9324729,0.0,0,0.214286,False,
cf176d3541b833724c19,I hate maths.,Matematikani yomon ko'raman.,Tatoeba,v2026-07-08,339,CC BY 2.0 FR,attribution_required,https://object.pouta.csc.fi/OPUS-Tatoeba/v2026-07-08/moses/en-uz.txt.zip,0.93237984,0.0,0,0.341463,False,
0957b792762bb17febde,Didn't you see my birds?,Mening qushlarimni ko'rmadingizmi?,Tatoeba,v2026-07-08,215,CC BY 2.0 FR,attribution_required,https://object.pouta.csc.fi/OPUS-Tatoeba/v2026-07-08/moses/en-uz.txt.zip,0.9321009,0.0,0,0.206897,False,
85671e932419a6afe0f1,I live in a rural area.,Qishloq joyida yashayman.,Tatoeba,v2026-07-08,273,CC BY 2.0 FR,attribution_required,https://object.pouta.csc.fi/OPUS-Tatoeba/v2026-07-08/moses/en-uz.txt.zip,0.93207514,0.0,0,0.375,False,
49b675b2512df51d06a3,This game is not bad.,Bu o'yin yomon emas.,Tatoeba,v2026-07-08,441,CC BY 2.0 FR,attribution_required,https://object.pouta.csc.fi/OPUS-Tatoeba/v2026-07-08/moses/en-uz.txt.zip,0.9316007,0.0,0,0.146341,False,
57f8406c24f4933df10d,Didn't you see my birds?,Siz mening qushlarimni ko'rmadingizmi?,Tatoeba,v2026-07-08,213,CC BY 2.0 FR,attribution_required,https://object.pouta.csc.fi/OPUS-Tatoeba/v2026-07-08/moses/en-uz.txt.zip,0.9314891,0.0,0,0.193548,False,
3449e9d1124abb4033fe,I've lost my passport!,Men pasportimni yo'qotib qo'ydim!,Tatoeba,v2026-07-08,258,CC BY 2.0 FR,attribution_required,https://object.pouta.csc.fi/OPUS-Tatoeba/v2026-07-08/moses/en-uz.txt.zip,0.9313196,0.0,0,0.363636,False,
bfc98833c82aa12d8343,They didn't have a cat.,Ularning mushuki yo‘q edi.,Tatoeba,v2026-07-08,481,CC BY 2.0 FR,attribution_required,https://object.pouta.csc.fi/OPUS-Tatoeba/v2026-07-08/moses/en-uz.txt.zip,0.9312891,0.0,0,0.204082,False,
01898f869ba4fd208f97,Do you drink beer?,Pivo ichasizmi?,Tatoeba,v2026-07-08,267,CC BY 2.0 FR,attribution_required,https://object.pouta.csc.fi/OPUS-Tatoeba/v2026-07-08/moses/en-uz.txt.zip,0.9306595,0.0,0,0.242424,False,
3207fd0728a0679b4a2b,I want to rent a bicycle.,Velosiped ijaraga olmoqchiman.,Tatoeba,v2026-07-08,476,CC BY 2.0 FR,attribution_required,https://object.pouta.csc.fi/OPUS-Tatoeba/v2026-07-08/moses/en-uz.txt.zip,0.93000937,0.0,0,0.181818,False,
516ff8ca7936a0abd3f0,I lost my passport!,Men pasportimni yo'qotib qo'ydim!,Tatoeba,v2026-07-08,163,CC BY 2.0 FR,attribution_required,https://object.pouta.csc.fi/OPUS-Tatoeba/v2026-07-08/moses/en-uz.txt.zip,0.9297003,0.0,0,0.384615,False,
fe0a00662b0b39f2cd79,I've seen her before.,Men oldin uni ko'rgan edim.,Tatoeba,v2026-07-08,275,CC BY 2.0 FR,attribution_required,https://object.pouta.csc.fi/OPUS-Tatoeba/v2026-07-08/moses/en-uz.txt.zip,0.9294787,0.0,0,0.208333,False,
37baf8ddd15c9022a719,Is that a paper?,U qog'ozmi?,Tatoeba,v2026-07-08,317,CC BY 2.0 FR,attribution_required,https://object.pouta.csc.fi/OPUS-Tatoeba/v2026-07-08/moses/en-uz.txt.zip,0.92939353,0.0,0,0.148148,False,
bbb1e2d1bffaf80fbfb7,Do you have a house?,Uyingiz bormi?,Tatoeba,v2026-07-08,309,CC BY 2.0 FR,attribution_required,https://object.pouta.csc.fi/OPUS-Tatoeba/v2026-07-08/moses/en-uz.txt.zip,0.9287626,0.0,0,0.117647,False,
c51bf73dfa3f74693cef,Didn't you see my birds?,Sen mening qushlarimni ko'rmadingmi?,Tatoeba,v2026-07-08,214,CC BY 2.0 FR,attribution_required,https://object.pouta.csc.fi/OPUS-Tatoeba/v2026-07-08/moses/en-uz.txt.zip,0.9287585,0.0,0,0.2,False,
c402bcdf3108e4f567f0,What's this?,Bu narsa nima?,Tatoeba,v2026-07-08,128,CC BY 2.0 FR,attribution_required,https://object.pouta.csc.fi/OPUS-Tatoeba/v2026-07-08/moses/en-uz.txt.zip,0.9283229,0.0,0,0.384615,False,
8445e8b33925a93d262d,This is not a dog.,Bu it emas.,Tatoeba,v2026-07-08,448,CC BY 2.0 FR,attribution_required,https://object.pouta.csc.fi/OPUS-Tatoeba/v2026-07-08/moses/en-uz.txt.zip,0.92827475,0.0,1,0.413793,False,
290654dba9b451cd2066,I live in Tashkent.,Men Toshkentda yashayman.,Tatoeba,v2026-07-08,451,CC BY 2.0 FR,attribution_required,https://object.pouta.csc.fi/OPUS-Tatoeba/v2026-07-08/moses/en-uz.txt.zip,0.92806005,0.0,0,0.5,False,
f1ae8aedd8c6c9f6b443,I decided to be a doctor.,Shifokor bo'lishga qaror qildim.,Tatoeba,v2026-07-08,65,CC BY 2.0 FR,attribution_required,https://object.pouta.csc.fi/OPUS-Tatoeba/v2026-07-08/moses/en-uz.txt.zip,0.9278155,0.0,0,0.315789,False,
2df2625431afcf7917bf,This is my passport.,Bu mening pasportim.,Tatoeba,v2026-07-08,477,CC BY 2.0 FR,attribution_required,https://object.pouta.csc.fi/OPUS-Tatoeba/v2026-07-08/moses/en-uz.txt.zip,0.9278013,0.0,0,0.55,False,
62a72e530c8708c58a12,She closes the door.,U eshikni yopadi.,Tatoeba,v2026-07-08,321,CC BY 2.0 FR,attribution_required,https://object.pouta.csc.fi/OPUS-Tatoeba/v2026-07-08/moses/en-uz.txt.zip,0.9274912,0.0,0,0.324324,False,
226a9d2b1cbbba075d8c,Do you have a house?,Uying bormi?,Tatoeba,v2026-07-08,307,CC BY 2.0 FR,attribution_required,https://object.pouta.csc.fi/OPUS-Tatoeba/v2026-07-08/moses/en-uz.txt.zip,0.9266762,0.0,0,0.125,False,
0b40e051dec8aed53526,I speak Uzbek.,Men o'zbekcha gapiraman.,Tatoeba,v2026-07-08,324,CC BY 2.0 FR,attribution_required,https://object.pouta.csc.fi/OPUS-Tatoeba/v2026-07-08/moses/en-uz.txt.zip,0.9261818,0.0,0,0.315789,False,
e693a4933262b881eb09,How did you accomplish this?,Siz buni qanday bajardingiz?,Tatoeba,v2026-07-08,427,CC BY 2.0 FR,attribution_required,https://object.pouta.csc.fi/OPUS-Tatoeba/v2026-07-08/moses/en-uz.txt.zip,0.92584217,0.0,0,0.178571,False,
0afc286db5f646187e24,I won't die.,O‘lmayman.,Tatoeba,v2026-07-08,270,CC BY 2.0 FR,attribution_required,https://object.pouta.csc.fi/OPUS-Tatoeba/v2026-07-08/moses/en-uz.txt.zip,0.92524755,0.0,0,0.272727,False,
51c6c9ebc1377aaca495,She is here.,U bu yerda.,Tatoeba,v2026-07-08,347,CC BY 2.0 FR,attribution_required,https://object.pouta.csc.fi/OPUS-Tatoeba/v2026-07-08/moses/en-uz.txt.zip,0.9251947,0.0,0,0.434783,False,
b94c83c9de6e5262f887,She has red flowers.,Uning qizil gullari bor.,Tatoeba,v2026-07-08,353,CC BY 2.0 FR,attribution_required,https://object.pouta.csc.fi/OPUS-Tatoeba/v2026-07-08/moses/en-uz.txt.zip,0.9251064,0.0,0,0.227273,False,
26762f0387350b14363b,You eat.,Siz yeyapsiz.,Tatoeba,v2026-07-08,402,CC BY 2.0 FR,attribution_required,https://object.pouta.csc.fi/OPUS-Tatoeba/v2026-07-08/moses/en-uz.txt.zip,0.9247743,0.0,0,0.380952,False,
2e39d8bb6e25e91374f0,This shop does not sell women's clothing.,Bu do‘konda ayollar kiyimlari sotilmaydi.,Tatoeba,v2026-07-08,494,CC BY 2.0 FR,attribution_required,https://object.pouta.csc.fi/OPUS-Tatoeba/v2026-07-08/moses/en-uz.txt.zip,0.92458355,0.0,0,0.243902,False,
93b0701f20be79dd557d,My head aches.,Mening boshim og'riyapti.,Tatoeba,v2026-07-08,85,CC BY 2.0 FR,attribution_required,https://object.pouta.csc.fi/OPUS-Tatoeba/v2026-07-08/moses/en-uz.txt.zip,0.9243084,0.0,0,0.205128,False,
66b842fb90d00ba18cc9,I have two cats.,Ikki mushugim bor.,Tatoeba,v2026-07-08,297,CC BY 2.0 FR,attribution_required,https://object.pouta.csc.fi/OPUS-Tatoeba/v2026-07-08/moses/en-uz.txt.zip,0.9238743,0.0,0,0.352941,False,
15a1f30c25bcb6d4ba6b,He will never acquiesce.,U hech qachon rozi bo'lmaydi.,Tatoeba,v2026-07-08,431,CC BY 2.0 FR,attribution_required,https://object.pouta.csc.fi/OPUS-Tatoeba/v2026-07-08/moses/en-uz.txt.zip,0.92306674,0.0,0,0.264151,False,
be8cc920a1934b8e8fee,I want to write a book.,Bir kitob yozmoqchiman.,Tatoeba,v2026-07-08,260,CC BY 2.0 FR,attribution_required,https://object.pouta.csc.fi/OPUS-Tatoeba/v2026-07-08/moses/en-uz.txt.zip,0.9226409,0.0,0,0.217391,False,
067768f410649988574f,What is this? This is a car.,Bu nima? Bu avtomobil.,Tatoeba,v2026-07-08,340,CC BY 2.0 FR,attribution_required,https://object.pouta.csc.fi/OPUS-Tatoeba/v2026-07-08/moses/en-uz.txt.zip,0.92149353,0.0,0,0.24,False,
a8fe1043d612d467c0bd,"I need a spoon, a fork, and a knife. Thank you.","Menga qoshiq, vilka va pichoq kerak. Rahmat.",Tatoeba,v2026-07-08,226,CC BY 2.0 FR,attribution_required,https://object.pouta.csc.fi/OPUS-Tatoeba/v2026-07-08/moses/en-uz.txt.zip,0.921362,0.0,0,0.351648,False,
8854bb8d8dfa27d1c84a,I have one friend.,Mening bir do'stim bor.,Tatoeba,v2026-07-08,380,CC BY 2.0 FR,attribution_required,https://object.pouta.csc.fi/OPUS-Tatoeba/v2026-07-08/moses/en-uz.txt.zip,0.92073464,0.0,0,0.195122,False,
9f5597208f9aab5539d3,How much money do you want?,Qancha pul xohlaysan?,Tatoeba,v2026-07-08,5,CC BY 2.0 FR,attribution_required,https://object.pouta.csc.fi/OPUS-Tatoeba/v2026-07-08/moses/en-uz.txt.zip,0.9204629,0.0,0,0.333333,False,
