pair_id,v2_label,v2_confidence,v2_reason
3377bbbf833f1402173f,correct,1.0,
288bada7ac6c8927bbd4,correct,1.0,
29f0dd5b8bc00dcb4c87,correct,1.0,
02507bcfdb84f545f908,wrong,0.9,Unnatural/archaic phrasing: 'ila o'lmaq istayiram' instead of 'bilan o'lmoqchiman'
73cb745dd97aeb9ef041,correct,1.0,
c638eefaa6629519ce60,correct,1.0,
0ebc34878348d1f238b9,correct,1.0,
6b4b8dbe424a3204d133,correct,1.0,
d7084c8468a4b5428ded,correct,1.0,
4c0d263fc2db84d4aaf6,correct,1.0,
bc33adcbf9fbce9dd005,correct,1.0,
354caa32513db9507970,correct,1.0,
e9755683b2567066a713,correct,1.0,
315336c4c977e80ce7e1,correct,1.0,
377b7213b0ac93dee6e8,wrong,0.9,'tushungani yo'q' is grammatically incorrect; should be 'tushunmadi'
c94fafeaab4be67148dc,correct,1.0,
cf176d3541b833724c19,correct,1.0,
0957b792762bb17febde,correct,1.0,
85671e932419a6afe0f1,correct,1.0,
49b675b2512df51d06a3,correct,1.0,
57f8406c24f4933df10d,correct,1.0,
3449e9d1124abb4033fe,correct,1.0,
bfc98833c82aa12d8343,correct,1.0,
01898f869ba4fd208f97,correct,1.0,
3207fd0728a0679b4a2b,correct,1.0,
516ff8ca7936a0abd3f0,correct,1.0,
fe0a00662b0b39f2cd79,correct,1.0,
37baf8ddd15c9022a719,correct,1.0,
bbb1e2d1bffaf80fbfb7,correct,1.0,
c51bf73dfa3f74693cef,correct,1.0,
c402bcdf3108e4f567f0,correct,1.0,
8445e8b33925a93d262d,correct,1.0,
290654dba9b451cd2066,correct,1.0,
f1ae8aedd8c6c9f6b443,correct,1.0,
2df2625431afcf7917bf,correct,1.0,
62a72e530c8708c58a12,correct,1.0,
226a9d2b1cbbba075d8c,correct,1.0,
0b40e051dec8aed53526,correct,1.0,
e693a4933262b881eb09,correct,1.0,
0afc286db5f646187e24,correct,1.0,
51c6c9ebc1377aaca495,correct,1.0,
b94c83c9de6e5262f887,correct,1.0,
26762f0387350b14363b,minor,0.8,Tense mismatch: 'eat' (simple) vs 'yeyapsiz' (present continuous)
2e39d8bb6e25e91374f0,correct,1.0,
93b0701f20be79dd557d,correct,1.0,
66b842fb90d00ba18cc9,correct,1.0,
15a1f30c25bcb6d4ba6b,correct,1.0,
be8cc920a1934b8e8fee,correct,1.0,
067768f410649988574f,correct,1.0,
a8fe1043d612d467c0bd,correct,1.0,
8854bb8d8dfa27d1c84a,correct,1.0,
9f5597208f9aab5539d3,correct,1.0,
7b1f78f794b4dfb05233,correct,1.0,
e3440d4b1407e5e9f1bc,correct,1.0,
d45c6ad03a018c07fc8c,correct,1.0,
7b8e256db49775d2d6b5,correct,1.0,
22e0489f29203d8f7f06,correct,1.0,
d8d12a0d622f900dbf5d,correct,1.0,
8beea02a5c4c1a983b49,correct,1.0,
228a8d75ebc689115152,correct,1.0,
8836b6b438591fce07aa,wrong,0.9,Pronoun mismatch: 'it' translated as 'U' (he/she/it) instead of 'bu' (this/it)
5b4f7bafcdfcd8182696,correct,1.0,
b8d5abd34931ce5c2ca4,correct,1.0,
4cd0b0c6b276a557a981,correct,1.0,
5e9a5f0fc5b414d1dc54,correct,1.0,
ff06aed462638bda4125,wrong,0.9,'Successor' mistranslated as 'davomchi' (continuer) instead of 'voris' or 'o'rinbosar'
4eb2db3f5012ad9cab72,correct,1.0,
61f2087640aabb229a2d,correct,1.0,
376bafd6bd9adcee9d20,correct,1.0,
3318007e18ef6ee31a90,correct,1.0,
9347194cca27d5573cbc,correct,1.0,
b40d826c73ac351b9e4b,wrong,0.9,Missing negation: 'haven't found' translated as 'topmadilar' (didn't find) instead of 'topa olmadilar' or 'topishmadi'
3075edf6e6703496e0a6,correct,1.0,
961934e141ff78692a1c,wrong,0.9,'Painting' mistranslated as 'bo'yash' (painting walls) instead of 'rassomchilik' or 'tasviriy san'at'
e37e4a743c2f6d1f3818,correct,1.0,
53df9ae8f389d0e2f186,correct,1.0,
358c77de95bd2cf70298,correct,1.0,
5dcc2cbe4cd0773e3b3f,correct,1.0,
a3d0655314bfcb27ca22,correct,1.0,
61bdda3d1503b4712108,correct,1.0,
91e86d88d23164f6402c,correct,1.0,
ef7b1dbc4169e6f8a398,correct,1.0,
30a07208c8e43eabf8ff,minor,0.9,Missing preposition 'ga' after 'maktab' (should be 'maktabga yaqinida')
9d24954641d35de68c53,correct,1.0,
d089bf9c66e6d2178650,correct,1.0,
5d2c88eae53be4218b8c,correct,1.0,
f105b3a49405b91f9c24,correct,1.0,
f820dd08a636f08cd012,correct,1.0,
5123144a60c7518a03ea,correct,1.0,
5601e89e6cfd48a34526,correct,1.0,
3121f0067fb3704fa620,correct,1.0,
4057c4a084f430361c49,correct,1.0,
72ae19fa083d266ec558,correct,1.0,
5ddfefa6f72ae74eae05,correct,1.0,
e8d94e6ab2e0271bb04b,correct,1.0,
870db8b6777c73d66c68,correct,1.0,
13f8ce7e65a60786f4bc,correct,1.0,
e3cacc0b6ad261c56327,wrong,0.9,'Pragvada' is incorrect; should be 'Pragada' or 'Pragada'
b301b121daf75b81de2b,correct,1.0,
c9ecfd9679b11462cea2,wrong,0.9,'bo'ldi' implies 'became'; should be 'edi' for 'was'
25c7f18db13d570cb03b,correct,1.0,
3ac9f9230751d2550ac4,correct,1.0,
1073b8a38ecb1fcc7c8c,correct,1.0,
aa1525fa0d37bf233a87,correct,1.0,
8125da7e4deb13778c22,correct,1.0,
e8a94b373f9ce1822dff,correct,1.0,
5e9ba9a4f304b6c38aee,correct,1.0,
e1648d6588fcfc3b5fe8,correct,1.0,
5f2ccffc317afeb771cc,correct,1.0,
3069a7f40a4bec860f55,correct,1.0,
751dc7142b7786d5c546,correct,1.0,
b0af7a87d789c7a5d4c2,correct,1.0,
bd55c2c86ff34dee3776,correct,1.0,
8c0b096336ae4d722ca1,correct,1.0,
033efbd49b6fa4592706,correct,1.0,
46bacd6e1630ec40feef,correct,1.0,
9db6a451a2eda48df2c7,correct,1.0,
0d6b22f056e6208fda7c,correct,1.0,
11d51e4f9a48c52500f2,correct,1.0,
979c7958b68d87226dfe,correct,1.0,
6c9820df498c2415c241,correct,1.0,
c978d6ff566d3afc3784,correct,1.0,
09b5fd76c3188bb861c1,correct,1.0,
839bff3e7d5d3a6946a2,correct,1.0,
7821040aeb851156b6c6,correct,1.0,
7337ddccd01b3e88dc65,correct,1.0,
72fdd10ac5e114925dbc,correct,1.0,
8d2911b6b7f1080bfbab,correct,1.0,
844cf3211ba8afab3f6a,correct,1.0,
205d2995b26180f2d6fa,correct,1.0,
49b1602a74a7b64a920c,correct,1.0,
3795617489acd4d9e70f,correct,1.0,
1c3532a712e2de8a6116,correct,1.0,
c4e0371e6e23e7719f57,correct,1.0,
73bf5f2ec09094bc7c9f,correct,1.0,
e855dd277fdca1ddc0e4,correct,1.0,
498d2e8d89c29e261f06,correct,1.0,
76de6f7252bcf6d540ef,correct,1.0,
583a4d07501fcf0b7efd,correct,1.0,
57e776523b400e2af9d4,correct,1.0,
d013d26f68e97cd004e4,correct,1.0,
440a46da64429c7600d8,correct,1.0,
65ec62a268032006ffa8,correct,1.0,
84ae7e911813630d0bba,correct,1.0,
962de3fc294f61230fb3,wrong,0.9,"typo: 'Kelilar' should be 'Keling', 'gapalshamiz' should be 'gaplashamiz'"
ddde1ba0b898595bd9cb,correct,1.0,
449c08fb3073cce1f2b6,correct,1.0,
38d0d34bdd9fb96165c4,correct,1.0,
82b4901a40b974f6fb06,correct,1.0,
c0f3c1ffbd0becea9c58,correct,1.0,
87b9b371577e31176536,correct,1.0,
44324a1913fb5392fa9d,correct,1.0,
67e3c5088d10a441b404,correct,1.0,
9dc8e9009e52342a7091,correct,1.0,
25f3f45e039d82e90f12,correct,1.0,
f52492b9dfd9866343f1,correct,1.0,
7a807f88bba793035258,correct,1.0,
e824d697841edd6378b4,correct,1.0,
db58c4f36d5221727651,correct,1.0,
ba064d47e5d47a4b3c6c,correct,1.0,
6a2d933f01de7ffe31f2,correct,1.0,
17278438533e571da6e3,correct,1.0,
42b9974840b6f609e47c,correct,1.0,
72a95ed00ed7f0e07907,correct,1.0,
13769c43b85c5bb0e7cb,correct,1.0,
1dbbb6e600396c644a98,correct,1.0,
a5049a9458b478db1f24,correct,1.0,
c9caadc42df8217a5634,correct,1.0,
796af2822bbc4f3d3a8c,correct,1.0,
09f4f8ed7e81e392c3e9,correct,1.0,
ca21cb5b4cfb007a4df8,correct,1.0,
ac66ae4a586fbf4d2085,correct,1.0,
03f3c8aeec2167aefba0,wrong,0.9,否定含义丢失，'kelmayman'应为'kelolmayman'
3f8acf95749e4d849a86,correct,1.0,
500ea2c855a4cd81f10e,correct,1.0,
d7c00c3ebbaadcbfcaf8,correct,1.0,
7161a76a360ac8a0f624,correct,1.0,
88ecef282563c5661c89,correct,1.0,
1dcf53f2ebb9e29d5d2c,minor,0.9,句末缺少标点符号
be7fc1d81a1fbc92a582,wrong,0.9,'Pul yeyilmas'为被动/状态描述，未准确表达'You can't eat money'
558d9e2702b83eb4531a,correct,1.0,
a207b1ef136cbe17307e,correct,1.0,
c351c8c8ef79c8cd6c18,correct,1.0,
4d9aa931bfd90e7c979e,correct,1.0,
37c95524036f86fc5d46,correct,1.0,
a6d996165427d615d08d,wrong,0.9,'holam nikida' is incorrect; should be 'xolamnikida' (aunt's house)
3cb989772266f1ab40a8,correct,1.0,
a991a1f591d8c03af5ba,correct,1.0,
beeec637123169793da9,correct,1.0,
a054f708ed2a86ccb9d2,correct,1.0,
9629eb0aad1dd364a89e,correct,1.0,
435eb2adb3fc84c88c59,correct,1.0,
2e5f88195eb5cafa4abb,wrong,0.9,"'Biz oz kutamiz' is unnatural; should be 'Keling, bir oz kutamiz!' or 'Biroz kutaylik!'"
db6dc9727dcde062e750,correct,1.0,
9a4c7ed79a8bcac72a06,wrong,0.9,Missing verb 'bor edi' or 'bor'; sentence is incomplete and grammatically incorrect
9484766f840d505bc5d6,correct,1.0,
1e36531eb11b5d2abf05,wrong,0.9,'qoya' means cliff/rock formation; should be 'tosh' (small stone/pebble)
87ce2d34cc2a7f209fc5,correct,1.0,
20d84aba2d3a3bd3b9a6,wrong,0.9,'hohlayman' is misspelled; should be 'xohlayman'
066ec678991deb1e0d80,correct,1.0,
0bbd1a441ed4a9824d4d,minor,0.8,Missing comma after 'Iltimos'; otherwise correct
a9faf7871322bda548e1,correct,1.0,
779c8bfe25877094c829,correct,1.0,
b0028d1da9ae1b88a5d6,correct,1.0,
cc3d0af5eb60683e95a6,correct,1.0,
370284a0bf6aa3ce2227,correct,1.0,
aa6fb5fc0a5bda1aa88e,correct,1.0,
c6475ba78782388ee628,correct,1.0,
110ab2903b9435c302fd,correct,1.0,
3e1b4c6ff713c5ae5f4b,correct,1.0,
60befcc91539a3bd75c0,correct,1.0,
dc647d3b67f26792bdec,correct,1.0,
86c7eaebd00acadb030c,wrong,0.9,Missing translation of 'You may not! Don't!'
10bd2eff697d3a57abfd,correct,1.0,
99b6c1fe987075ff16dc,minor,0.8,'always an acceptable' simplified to 'yaxshi'
ba329add7e430c61fb27,correct,1.0,
02aab06eda9cb2bdbbb6,correct,1.0,
ada10a2958bbf04c2237,correct,1.0,
070aa05d8724775356bd,correct,1.0,
5c83aaddefa9911d33a4,correct,1.0,
3a0e95aff9e4a42cbddb,correct,1.0,
bb47ccef9983c1161c52,correct,1.0,
ec3680367173e296ebdd,correct,1.0,
eafa2ea5ea99dc0cd67a,correct,1.0,
d5cf3671618ce3b74604,correct,1.0,
1f4139e85ad5af9d9340,wrong,0.9,'dancer' mistranslated as 'o'yinchi' (player)
affd40c0f5ab2925db36,wrong,0.9,'light brown' mistranslated as 'oq-go'los' (blond)
b64a1e1fa1e28caedaf9,correct,1.0,
b88a9b86a647d6e4bfcf,correct,1.0,
7ada61b9ab45c4ee7bb1,correct,1.0,
a8fd1d0c19dc826ceac9,wrong,0.95,Missing translation for 'of' and command flags; incomplete sentence.
1bb4396df6066d83c049,correct,0.98,
8b8d6f0fa8711d7034b1,wrong,0.95,Missing translation for 'of' and command flags; incomplete sentence.
b646a23c23d077fffb6c,wrong,0.95,Missing translation for 'of' and command flags; incomplete sentence.
cbc229fadf1cb46eaba6,wrong,0.95,Missing translation for 'of' and command flags; incomplete sentence.
2cfdc7f9e5f219bd5052,wrong,0.95,Missing translation for 'of' and command flags; incomplete sentence.
6511178fbee7e7854a11,wrong,0.95,Missing translation for 'of' and command flags; incomplete sentence.
87d99b347bd4841f6d5f,wrong,0.95,Missing translation for 'of' and command flags; incomplete sentence.
89cebdece8ce07beb106,wrong,0.95,Missing translation for 'of' and command flags; incomplete sentence.
379961b72672833f19bd,wrong,0.95,Missing translation for 'of' and command flags; incomplete sentence.
7b84af5d477b739c7672,wrong,0.95,Missing translation for 'of' and command flags; incomplete sentence.
8c624f56b51a51ea5e27,wrong,0.95,Missing translation for 'of' and command flags; incomplete sentence.
c7947f54efc8c0523472,wrong,0.95,Missing translation for 'of' and command flags; incomplete sentence.
f40cad86f3629f6cd445,wrong,0.95,Missing translation for 'of' and command flags; incomplete sentence.
48baec7e823dda5f06eb,wrong,0.95,Missing translation for 'of' and command flags; incomplete sentence.
3b13ef4854440374b23e,wrong,0.95,Missing translation for 'of' and command flags; incomplete sentence.
7edc34ad37e7e0cafbbc,wrong,0.95,Missing translation for 'of' and command flags; incomplete sentence.
45bdc794a84e10fb814a,wrong,0.95,Missing translation for 'of' and command flags; incomplete sentence.
58efdd5014ef29dfda67,wrong,0.95,Missing translation for 'of' and command flags; incomplete sentence.
df45bb5e7574c43a2996,wrong,0.95,Missing translation for 'of' and command flags; incomplete sentence.
243fb55a5c62afe69f61,wrong,0.95,Missing translation for 'of' and command flags; incomplete sentence.
c08af61fbf272621a720,wrong,0.95,Missing translation for 'of' and command flags; incomplete sentence.
5e88495a356cee471ca2,wrong,0.95,Missing translation for 'of' and command flags; incomplete sentence.
fe3e807b6e613d33a34e,wrong,0.95,Missing translation for 'of' and command flags; incomplete sentence.
0cb62a8580963a00bf62,wrong,0.95,Missing translation for 'of' and command flags; incomplete sentence.
3d5a32566b4c958a10e2,wrong,0.95,Missing 'of' equivalent; unnatural phrasing.
f8e6f3d7e86513aaa064,wrong,0.95,Missing 'of' equivalent; unnatural phrasing.
9c25e1c489efb1b461fa,wrong,0.95,Missing 'of' equivalent; unnatural phrasing.
4a79b11f54c1be39489d,wrong,0.95,Missing 'of' equivalent; unnatural phrasing.
671f913745bcf180aaee,wrong,0.95,Missing 'of' equivalent; unnatural phrasing.
fcc6a745db6647809f40,wrong,0.95,Missing 'of' equivalent; unnatural phrasing.
7ef772cd428f7bc42987,wrong,0.95,Missing 'of' equivalent; unnatural phrasing.
1e4b1a9f8567e3b7120a,wrong,0.95,Missing 'of' equivalent; unnatural phrasing.
d55271939261cdfaae91,wrong,0.95,Missing 'of' equivalent; unnatural phrasing.
d96fa8de4d63b3ded27c,wrong,0.95,Missing 'of' equivalent; unnatural phrasing.
1f27e3c48b1a075a65ff,wrong,0.95,Missing 'of' equivalent; unnatural phrasing.
131ec66fe29888d383f5,wrong,0.95,Missing 'of' equivalent; unnatural phrasing.
5e96fcfcac2e127ba8aa,wrong,0.95,Missing 'of' equivalent; unnatural phrasing.
554a1362ea6a4705c59d,wrong,0.95,Missing 'of' equivalent; unnatural phrasing.
bd568277171172daaf6d,wrong,0.95,Missing 'of' equivalent; unnatural phrasing.
e6133f5346d71823ef37,wrong,0.95,Missing 'of' equivalent; unnatural phrasing.
def85e900f721ee1a136,wrong,0.95,Missing 'of' equivalent; unnatural phrasing.
d00532f509c91bb7c696,wrong,0.95,Missing 'of' equivalent; unnatural phrasing.
8e4c29cee42c7e39b38e,wrong,0.95,Missing 'of' equivalent; unnatural phrasing.
2d0bf5c34103d83ffa79,wrong,0.95,Missing 'of' equivalent; unnatural phrasing.
5b88b3dd8e887a622ae4,wrong,0.95,Missing 'of' equivalent; unnatural phrasing.
09687d3f00b05340e8f9,wrong,0.95,Missing 'of' equivalent; unnatural phrasing.
4ba9936e6744de5effba,wrong,0.95,Missing 'of' equivalent; unnatural phrasing.
b6edc7883c6a3fd481ff,wrong,0.95,Missing 'of' equivalent; unnatural phrasing.
21694adc1c0a0f686ece,wrong,0.95,Missing 'of' equivalent; unnatural phrasing.
88485ce1e6c7bd7e4b1f,wrong,0.95,Missing 'of' translation; unnatural phrasing.
6bd0215adb213a940d19,wrong,0.95,Missing 'of' translation; unnatural phrasing.
3629fe316afee0318c05,wrong,0.95,Missing 'of' translation; unnatural phrasing.
f3314c0e40f2618fe80c,wrong,0.95,Missing 'of' translation; unnatural phrasing.
e808936c24901a79d4e8,wrong,0.95,Missing 'of' translation; unnatural phrasing.
ce85c4591beccb2f5853,wrong,0.95,Missing 'of' translation; unnatural phrasing.
22ab50048f98beb6025e,wrong,0.95,Missing 'of' translation; unnatural phrasing.
f1b0981346fc244a3cd4,wrong,0.95,Missing 'of' translation; unnatural phrasing.
3cb61bb636cfe8f818e0,wrong,0.95,Missing 'of' translation; unnatural phrasing.
b59243da6f2fb3abcda2,wrong,0.95,Missing 'of' translation; unnatural phrasing.
6863937c80693c6f7783,wrong,0.95,Missing 'of' translation; unnatural phrasing.
158f1d3db0d78b8afb1e,wrong,0.95,Missing 'of' translation; unnatural phrasing.
e6c541beff50b01b1783,wrong,0.95,Missing 'of' translation; unnatural phrasing.
b7a52d3f6c89321493ee,wrong,0.95,Missing 'of' translation; unnatural phrasing.
9916767f730639ed00d5,wrong,0.95,Missing 'of' translation; unnatural phrasing.
2ec00351ce8b6b377a3d,wrong,0.95,Missing 'of' translation; unnatural phrasing.
1b72bf260cc75dd8dde8,wrong,0.95,Missing 'of' translation; unnatural phrasing.
ecbad7de39e1c6446112,wrong,0.95,Missing 'of' translation; unnatural phrasing.
18076bea28989a3bff20,wrong,0.95,Missing 'of' translation; unnatural phrasing.
7831fd4ac73f68aeb0b4,wrong,0.95,Missing 'of' translation; unnatural phrasing.
763b4a2f05cf0e236948,wrong,0.95,Missing 'of' translation; unnatural phrasing.
80951df96250fe6d8890,wrong,0.95,Missing 'of' translation; unnatural phrasing.
93f2c63540c02588df19,wrong,0.95,Missing 'of' translation; unnatural phrasing.
8b58b687c35b150b6334,wrong,0.95,Missing 'of' translation; unnatural phrasing.
358d7c3a53356262810b,wrong,0.95,Missing 'of' translation; unnatural phrasing.
b8fc54c9191021657dee,wrong,0.95,"Uzbek sentence incomplete, missing 'hisoblanadi' or 'uchun' to express 'is an alias of'."
1184e8659e2d59e09e0b,wrong,0.95,"Uzbek sentence incomplete, missing 'hisoblanadi' or 'uchun' to express 'is an alias of'."
d511c4db5f5ec64e57fa,wrong,0.95,"Uzbek sentence incomplete, missing 'hisoblanadi' or 'uchun' to express 'is an alias of'."
a9d3ae8607b186b1ce64,wrong,0.95,"Uzbek sentence incomplete, missing 'hisoblanadi' or 'uchun' to express 'is an alias of'."
4ee11be02379929502cc,wrong,0.95,"Uzbek sentence incomplete, missing 'hisoblanadi' or 'uchun' to express 'is an alias of'."
3940db282fa684cb7199,wrong,0.95,"Uzbek sentence incomplete, missing 'hisoblanadi' or 'uchun' to express 'is an alias of'."
a535c847a9f5d2004567,wrong,0.95,"Uzbek sentence incomplete, missing 'hisoblanadi' or 'uchun' to express 'is an alias of'."
19b030d43d822a16d5b3,wrong,0.95,"Uzbek sentence incomplete, missing 'hisoblanadi' or 'uchun' to express 'is an alias of'."
8dfc5835d33f5a104a64,wrong,0.95,"Uzbek sentence incomplete, missing 'hisoblanadi' or 'uchun' to express 'is an alias of'."
5c41650b9059fd86cdec,wrong,0.95,"Uzbek sentence incomplete, missing 'hisoblanadi' or 'uchun' to express 'is an alias of'."
ff946c72913cb886cada,wrong,0.95,"Uzbek sentence incomplete, missing 'hisoblanadi' or 'uchun' to express 'is an alias of'."
e9de29a8bb7dc75a863e,wrong,0.95,"Uzbek sentence incomplete, missing 'hisoblanadi' or 'uchun' to express 'is an alias of'."
bdd84435fb95186cd386,wrong,0.95,"Uzbek sentence incomplete, missing 'hisoblanadi' or 'uchun' to express 'is an alias of'."
5ab74c5230e5d425ce9d,wrong,0.95,"Uzbek sentence incomplete, missing 'hisoblanadi' or 'uchun' to express 'is an alias of'."
bc04c3a87f78999c2b21,wrong,0.95,"Uzbek sentence incomplete, missing 'hisoblanadi' or 'uchun' to express 'is an alias of'."
2f94a26edb81bd441019,wrong,0.95,"Uzbek sentence incomplete, missing 'hisoblanadi' or 'uchun' to express 'is an alias of'."
9cf29b9343dbd3607423,wrong,0.95,"Uzbek sentence incomplete, missing 'hisoblanadi' or 'uchun' to express 'is an alias of'."
3a6555a740b81408b5d1,wrong,0.95,"Uzbek sentence incomplete, missing 'hisoblanadi' or 'uchun' to express 'is an alias of'."
943636187800e1554ea9,wrong,0.95,"Uzbek sentence incomplete, missing 'hisoblanadi' or 'uchun' to express 'is an alias of'."
6e32a07e6e6a12fb5f85,wrong,0.95,"Uzbek sentence incomplete, missing 'hisoblanadi' or 'uchun' to express 'is an alias of'."
bc48f05c31718b542e6b,wrong,0.95,"Uzbek sentence incomplete, missing 'hisoblanadi' or 'uchun' to express 'is an alias of'."
b32827c18a8c1ab53435,wrong,0.95,"Uzbek sentence incomplete, missing 'hisoblanadi' or 'uchun' to express 'is an alias of'."
4f7e460844177a367c11,wrong,0.95,"Uzbek sentence incomplete, missing 'hisoblanadi' or 'uchun' to express 'is an alias of'."
7681aa10aa588e01eaf2,wrong,0.95,"Uzbek sentence incomplete, missing 'hisoblanadi' or 'uchun' to express 'is an alias of'."
681ae15f583ef9c0a197,wrong,0.95,"Uzbek sentence incomplete, missing 'hisoblanadi' or 'uchun' to express 'is an alias of'."
e2a6ece0a6d589a0b54e,wrong,0.95,Missing verb 'hisoblanadi' or 'uchun'; unnatural phrasing.
7ab2eafcb035086fb8a4,wrong,0.95,Missing verb 'hisoblanadi' or 'uchun'; unnatural phrasing.
172ab1832b2dd9b5d2e3,wrong,0.95,Missing verb 'hisoblanadi' or 'uchun'; unnatural phrasing.
135a27f17be1547781ae,wrong,0.95,Missing verb 'hisoblanadi' or 'uchun'; unnatural phrasing.
e89c7f9b51d58fe4bf73,wrong,0.95,Missing verb 'hisoblanadi' or 'uchun'; unnatural phrasing.
66c6c6f82998a7afdb3b,wrong,0.95,Missing verb 'hisoblanadi' or 'uchun'; unnatural phrasing.
f32c4519b01a018918e7,wrong,0.95,Missing verb 'hisoblanadi' or 'uchun'; unnatural phrasing.
be16a9c4ce20ac9725d9,wrong,0.95,Missing verb 'hisoblanadi' or 'uchun'; unnatural phrasing.
b0c9a802ef1876ba7ae1,wrong,0.95,Missing verb 'hisoblanadi' or 'uchun'; unnatural phrasing.
efbbcb8addb1dfcf4ae5,wrong,0.95,Missing verb 'hisoblanadi' or 'uchun'; unnatural phrasing.
f4554bc9d4f3cbf3cb50,wrong,0.95,Missing verb 'hisoblanadi' or 'uchun'; unnatural phrasing.
c352907144c3be20d502,wrong,0.95,Missing verb 'hisoblanadi' or 'uchun'; unnatural phrasing.
7bbcd499ea03ca770442,wrong,0.95,Missing verb 'hisoblanadi' or 'uchun'; unnatural phrasing.
f039b3da40dd547c9afd,wrong,0.95,Missing verb 'hisoblanadi' or 'uchun'; unnatural phrasing.
5b05ffe38aa8803a3577,wrong,0.95,Missing verb 'hisoblanadi' or 'uchun'; unnatural phrasing.
4d449c9b43bbfa29fb2c,wrong,0.95,Missing verb 'hisoblanadi' or 'uchun'; unnatural phrasing.
187a42099d1d00724308,wrong,0.95,Missing verb 'hisoblanadi' or 'uchun'; unnatural phrasing.
1c6f7ab224ea1b5d8a09,wrong,0.95,Missing verb 'hisoblanadi' or 'uchun'; unnatural phrasing.
cd17ff73dcb7c9fb8abc,wrong,0.95,Missing verb 'hisoblanadi' or 'uchun'; unnatural phrasing.
edd0ffb9db3f73808791,wrong,0.95,Missing verb 'hisoblanadi' or 'uchun'; unnatural phrasing.
4ad8749b707ee40d8276,wrong,0.95,Missing verb 'hisoblanadi' or 'uchun'; unnatural phrasing.
36d77b5be0cbf3a4cdba,wrong,0.95,Missing verb 'hisoblanadi' or 'uchun'; unnatural phrasing.
f1731dd21b4c7b3bb018,wrong,0.95,Missing verb 'hisoblanadi' or 'uchun'; unnatural phrasing.
9cd1cdd62c3b1e76f211,wrong,0.95,Missing verb 'hisoblanadi' or 'uchun'; unnatural phrasing.
651b49c15a77357bf41d,wrong,0.95,Missing verb 'hisoblanadi' or 'uchun'; unnatural phrasing.
c93484107bce961cacc7,wrong,0.95,Missing copula 'hisoblanadi' or 'uchun' for natural syntax
da9c30a7740c0e9229ce,wrong,0.95,Missing copula 'hisoblanadi' or 'uchun' for natural syntax
2f5397f24afb51f8c18f,wrong,0.95,Missing copula 'hisoblanadi' or 'uchun' for natural syntax
5176a606928ef888f2a8,wrong,0.95,Missing copula 'hisoblanadi' or 'uchun' for natural syntax
d64ccd8cb1d408cac53d,wrong,0.95,Missing copula 'hisoblanadi' or 'uchun' for natural syntax
c431ac6e2561ee347fbb,wrong,0.95,Missing copula 'hisoblanadi' or 'uchun' for natural syntax
5d0c35c876a86e86b7f7,wrong,0.95,Missing copula 'hisoblanadi' or 'uchun' for natural syntax
16d77e317c70b4848f63,wrong,0.95,Missing copula 'hisoblanadi' or 'uchun' for natural syntax
94d94b1584fc292ee8ef,wrong,0.95,Missing copula 'hisoblanadi' or 'uchun' for natural syntax
