pair_id,en,uz,source,source_version,source_line,license,commercial_status,source_url,labse_score,token_overlap,english_function_words_in_uz,char_similarity,local_reject,local_reject_reason,llm_label,llm_confidence,llm_reason,selection_stage,final_llm_confidence,v2_label,v2_confidence,v2_reason,auditor_model,final_rank
d706f1cde121c89e3588,Third generation (2003–2010),Uchinchi avlod (2003-2010-yillar),wikimedia,v20260327,666311,Upstream Wikimedia terms vary; commonly CC BY-SA/GFDL,attribution_sharealike_legal_review_required,https://object.pouta.csc.fi/OPUS-wikimedia/v20260327/moses/en-uz.txt.zip,0.9797936,0.0,0,0.459016,False,,correct,1.0,,v1_reused_after_local_filter,1.0,,,,,0.99090712
431ec43fcd69114fa522,Design and construction,Dizayni va qurilishi,wikimedia,v20260327,373315,Upstream Wikimedia terms vary; commonly CC BY-SA/GFDL,attribution_sharealike_legal_review_required,https://object.pouta.csc.fi/OPUS-wikimedia/v20260327/moses/en-uz.txt.zip,0.9786971,0.0,0,0.139535,False,,correct,1.0,,v1_reused_after_local_filter,1.0,,,,,0.990413695
7aa583248accd4d4738b,The movie released on 2 February 2018.,Film 2018-yil 2-fevralda chiqarilgan.,wikimedia,v20260327,502723,Upstream Wikimedia terms vary; commonly CC BY-SA/GFDL,attribution_sharealike_legal_review_required,https://object.pouta.csc.fi/OPUS-wikimedia/v20260327/moses/en-uz.txt.zip,0.97736967,0.0,0,0.186667,False,,correct,1.0,,v1_reused_after_local_filter,1.0,,,,,0.9898163514999999
9ab0da29a5a588240579,In 1921 its population was 5386.,1921-yilda uning aholisi 5386 kishi edi.,wikimedia,v20260327,831156,Upstream Wikimedia terms vary; commonly CC BY-SA/GFDL,attribution_sharealike_legal_review_required,https://object.pouta.csc.fi/OPUS-wikimedia/v20260327/moses/en-uz.txt.zip,0.97733784,0.0,0,0.388889,False,,correct,1.0,,v1_reused_after_local_filter,1.0,,,,,0.9898020280000001
7de39783203076af4406,12 April 2006 Iceland 1–0 2–1 4.,2006-yil 12-aprel Islandiya 1 – 0 2–1 4.,wikimedia,v20260327,91541,Upstream Wikimedia terms vary; commonly CC BY-SA/GFDL,attribution_sharealike_legal_review_required,https://object.pouta.csc.fi/OPUS-wikimedia/v20260327/moses/en-uz.txt.zip,0.9772568,0.0,0,0.583333,False,,correct,1.0,,v1_reused_after_local_filter,1.0,,,,,0.98976556
24e1b6a39d25827abab9,"The city population was 14,777 at the 2010 census.","2010-yilgi aholini ro'yxatga olishda shahar aholisi 14,777 kishini tashkil qilgan.",wikimedia,v20260327,637792,Upstream Wikimedia terms vary; commonly CC BY-SA/GFDL,attribution_sharealike_legal_review_required,https://object.pouta.csc.fi/OPUS-wikimedia/v20260327/moses/en-uz.txt.zip,0.9772013,0.0,0,0.333333,False,,correct,1.0,,v1_reused_after_local_filter,1.0,,,,,0.989740585
86bff876e995fbde1669,Nobody answered.,Hech kim javob bermadi.,Tatoeba,v2026-07-08,283,CC BY 2.0 FR,attribution_required,https://object.pouta.csc.fi/OPUS-Tatoeba/v2026-07-08/moses/en-uz.txt.zip,0.97719216,0.0,0,0.358974,False,,correct,1.0,,v1_reused_after_local_filter,1.0,,,,,0.989736472
14676a686ed3bc9139de,They divorced in 1949.,Ular 1949-yilda ajrashishdi.,wikimedia,v20260327,182245,Upstream Wikimedia terms vary; commonly CC BY-SA/GFDL,attribution_sharealike_legal_review_required,https://object.pouta.csc.fi/OPUS-wikimedia/v20260327/moses/en-uz.txt.zip,0.97704524,0.0,0,0.28,False,,correct,1.0,,v1_reused_after_local_filter,1.0,,,,,0.989670358
a1f3aaf4e2c0f61b4346,"September 11, 2001 attacks",2001-yil 11-sentyabr hujumlari,wikimedia,v20260327,1086425,Upstream Wikimedia terms vary; commonly CC BY-SA/GFDL,attribution_sharealike_legal_review_required,https://object.pouta.csc.fi/OPUS-wikimedia/v20260327/moses/en-uz.txt.zip,0.97693175,0.0,0,0.25,False,,correct,1.0,,v1_reused_after_local_filter,1.0,,,,,0.9896192874999999
17d38a91dd6048cf6ea5,European journal of international security 3.2 (2018): 256-277.,Yevropa xalqaro xavfsizlik jurnali 3.2 (2018): 256-277.,wikimedia,v20260327,813914,Upstream Wikimedia terms vary; commonly CC BY-SA/GFDL,attribution_sharealike_legal_review_required,https://object.pouta.csc.fi/OPUS-wikimedia/v20260327/moses/en-uz.txt.zip,0.97662747,0.0,0,0.576271,False,,correct,1.0,,v1_reused_after_local_filter,1.0,,,,,0.9894823615
82d6cfc57348e883c7c7,Mission duration was 122 hours.,Missiyaning davomiyligi 122 soatni tashkil etdi.,wikimedia,v20260327,70581,Upstream Wikimedia terms vary; commonly CC BY-SA/GFDL,attribution_sharealike_legal_review_required,https://object.pouta.csc.fi/OPUS-wikimedia/v20260327/moses/en-uz.txt.zip,0.97654486,0.0,0,0.43038,False,,correct,1.0,,v1_reused_after_local_filter,1.0,,,,,0.989445187
b6c4ea7dc1db48e70c1e,Bulgarian Cup: 2010–11 Bulgarian Supercup: 2011,Bolgariya kubogi: 2010–11 Bolgariya Super kubogi: 2011,wikimedia,v20260327,1368743,Upstream Wikimedia terms vary; commonly CC BY-SA/GFDL,attribution_sharealike_legal_review_required,https://object.pouta.csc.fi/OPUS-wikimedia/v20260327/moses/en-uz.txt.zip,0.97645235,0.0,0,0.772277,False,,correct,1.0,,v1_reused_after_local_filter,1.0,,,,,0.9894035575
0fdb821b73b1622e5c51,Why didn't he help you?,U senga nega yordam bermadi?,Tatoeba,v2026-07-08,497,CC BY 2.0 FR,attribution_required,https://object.pouta.csc.fi/OPUS-Tatoeba/v2026-07-08/moses/en-uz.txt.zip,0.9764054,0.0,0,0.313725,False,,correct,1.0,,v1_reused_after_local_filter,1.0,,,,,0.9893824299999999
6d3f9cfa00bca654b8ab,"The first models were priced at $850, but by 1924 had dropped to $290.","Birinchi modellar 850 dollarga baholangan, ammo 1924 yilga kelib 290 dollarga tushib ketgan.",wikimedia,v20260327,2175,Upstream Wikimedia terms vary; commonly CC BY-SA/GFDL,attribution_sharealike_legal_review_required,https://object.pouta.csc.fi/OPUS-wikimedia/v20260327/moses/en-uz.txt.zip,0.9762454,0.0,0,0.345679,False,,correct,1.0,,v1_reused_after_local_filter,1.0,,,,,0.9893104300000001
180a18a7cfc39b180073,1984–85: League and European Cup Winners' Cup,1984–85 : Liga va Yevropa kubogi g'oliblari kubogi,wikimedia,v20260327,627096,Upstream Wikimedia terms vary; commonly CC BY-SA/GFDL,attribution_sharealike_legal_review_required,https://object.pouta.csc.fi/OPUS-wikimedia/v20260327/moses/en-uz.txt.zip,0.9759624,0.0,0,0.463158,False,,correct,1.0,,v1_reused_after_local_filter,1.0,,,,,0.98918308
abb774f2ad76ff1a127d,Are you ready?,Tayyorsanmi?,Tatoeba,v2026-07-08,107,CC BY 2.0 FR,attribution_required,https://object.pouta.csc.fi/OPUS-Tatoeba/v2026-07-08/moses/en-uz.txt.zip,0.9759618,0.0,0,0.461538,False,,correct,1.0,,v1_reused_after_local_filter,1.0,,,,,0.98918281
88f47ee172e94747dbbe,"""They're first generation.","""Ular birinchi avlod.",wikimedia,v20260327,573338,Upstream Wikimedia terms vary; commonly CC BY-SA/GFDL,attribution_sharealike_legal_review_required,https://object.pouta.csc.fi/OPUS-wikimedia/v20260327/moses/en-uz.txt.zip,0.9757215,0.0,0,0.382979,False,,correct,1.0,,v1_reused_after_local_filter,1.0,,,,,0.989074675
d8dcd78c63f18120bbeb,"2020 (Tokyo, Japan)","2020-yil (Tokio, Yaponiya)",wikimedia,v20260327,449891,Upstream Wikimedia terms vary; commonly CC BY-SA/GFDL,attribution_sharealike_legal_review_required,https://object.pouta.csc.fi/OPUS-wikimedia/v20260327/moses/en-uz.txt.zip,0.9755955,0.0,0,0.711111,False,,correct,1.0,,v1_reused_after_local_filter,1.0,,,,,0.989017975
016ff4380473fcef484b,"""Big"" school, 1964","""Katta"" maktab, 1964-yil",wikimedia,v20260327,818193,Upstream Wikimedia terms vary; commonly CC BY-SA/GFDL,attribution_sharealike_legal_review_required,https://object.pouta.csc.fi/OPUS-wikimedia/v20260327/moses/en-uz.txt.zip,0.9753666,0.0,0,0.428571,False,,correct,1.0,,v1_reused_after_local_filter,1.0,,,,,0.9889149700000001
83bdb22af9891444a6ea,This book was published in 1984.,Ushbu kitob 1984-yilda nashr etilgan.,wikimedia,v20260327,505387,Upstream Wikimedia terms vary; commonly CC BY-SA/GFDL,attribution_sharealike_legal_review_required,https://object.pouta.csc.fi/OPUS-wikimedia/v20260327/moses/en-uz.txt.zip,0.9753476,0.0,0,0.318841,False,,correct,1.0,,v1_reused_after_local_filter,1.0,,,,,0.9889064200000001
be6e1ff2375ab601b011,Latvian Cup: 2008,Latviya kubogi: 2008,wikimedia,v20260327,593479,Upstream Wikimedia terms vary; commonly CC BY-SA/GFDL,attribution_sharealike_legal_review_required,https://object.pouta.csc.fi/OPUS-wikimedia/v20260327/moses/en-uz.txt.zip,0.9749322,0.0,0,0.756757,False,,correct,1.0,,v1_reused_after_local_filter,1.0,,,,,0.98871949
7f7f884e7a852344d9f5,Official website,Rasmiy veb sayt,wikimedia,v20260327,1263328,Upstream Wikimedia terms vary; commonly CC BY-SA/GFDL,attribution_sharealike_legal_review_required,https://object.pouta.csc.fi/OPUS-wikimedia/v20260327/moses/en-uz.txt.zip,0.9745801,0.0,0,0.387097,False,,correct,1.0,,v1_reused_after_local_filter,1.0,,,,,0.988561045
9a14ae5b7abd930e8261,He died on 5 March 1909.,1909-yil 5 martda vafot etdi.,wikimedia,v20260327,1005373,Upstream Wikimedia terms vary; commonly CC BY-SA/GFDL,attribution_sharealike_legal_review_required,https://object.pouta.csc.fi/OPUS-wikimedia/v20260327/moses/en-uz.txt.zip,0.9742133,0.0,0,0.339623,False,,correct,1.0,,v1_reused_after_local_filter,1.0,,,,,0.988395985
305df871a8f2d895b83d,TV serials,Televizion seriallari,wikimedia,v20260327,932398,Upstream Wikimedia terms vary; commonly CC BY-SA/GFDL,attribution_sharealike_legal_review_required,https://object.pouta.csc.fi/OPUS-wikimedia/v20260327/moses/en-uz.txt.zip,0.97420347,0.0,0,0.580645,False,,correct,1.0,,v1_reused_after_local_filter,1.0,,,,,0.9883915615
387367c94f145313279b,Their first game was played on 19 May 1900.,Ularning birinchi o'yini 1900-yil 19 mayda bo'lib o'tdi.,wikimedia,v20260327,453617,Upstream Wikimedia terms vary; commonly CC BY-SA/GFDL,attribution_sharealike_legal_review_required,https://object.pouta.csc.fi/OPUS-wikimedia/v20260327/moses/en-uz.txt.zip,0.97419727,0.0,0,0.30303,False,,correct,1.0,,v1_reused_after_local_filter,1.0,,,,,0.9883887715
447f5b55e201b1467c6d,1991–1999: Early years,1991—1999: Dastlabki yillar,wikimedia,v20260327,586963,Upstream Wikimedia terms vary; commonly CC BY-SA/GFDL,attribution_sharealike_legal_review_required,https://object.pouta.csc.fi/OPUS-wikimedia/v20260327/moses/en-uz.txt.zip,0.97396684,0.0,0,0.489796,False,,correct,1.0,,v1_reused_after_local_filter,1.0,,,,,0.988285078
888240ffd3df7a8c5d3b,Other reactions,Boshqa reaktsiyalar,wikimedia,v20260327,12942,Upstream Wikimedia terms vary; commonly CC BY-SA/GFDL,attribution_sharealike_legal_review_required,https://object.pouta.csc.fi/OPUS-wikimedia/v20260327/moses/en-uz.txt.zip,0.973958,0.0,0,0.470588,False,,correct,1.0,,v1_reused_after_local_filter,1.0,,,,,0.9882810999999999
2b39f2426b6388dd3b39,Who goes where?,Kim qayerga boradi?,Tatoeba,v2026-07-08,379,CC BY 2.0 FR,attribution_required,https://object.pouta.csc.fi/OPUS-Tatoeba/v2026-07-08/moses/en-uz.txt.zip,0.9737808,0.0,0,0.235294,False,,correct,1.0,,v1_reused_after_local_filter,1.0,,,,,0.98820136
d3b55e2f9a2cf6e4b514,All 108 passengers and 10 crew members died.,Barcha 108 nafar yo‘lovchi va 10 ekipaj aʼzosi halok bo‘ldi.,wikimedia,v20260327,1100767,Upstream Wikimedia terms vary; commonly CC BY-SA/GFDL,attribution_sharealike_legal_review_required,https://object.pouta.csc.fi/OPUS-wikimedia/v20260327/moses/en-uz.txt.zip,0.9737537,0.0,1,0.384615,False,,correct,1.0,,v1_reused_after_local_filter,1.0,,,,,0.988189165
d9ed8e11b2edb595bda1,Post-War and Soviet years: 1945–1991,Urushdan keyingi va Sovet yillari: 1945-1991-yillar,wikimedia,v20260327,530634,Upstream Wikimedia terms vary; commonly CC BY-SA/GFDL,attribution_sharealike_legal_review_required,https://object.pouta.csc.fi/OPUS-wikimedia/v20260327/moses/en-uz.txt.zip,0.97341985,0.0,0,0.528736,False,,correct,1.0,,v1_reused_after_local_filter,1.0,,,,,0.9880389325
fdb9c8703c6ab1e0bab8,Architecture and design,Arxitektura va dizayni,wikimedia,v20260327,1260866,Upstream Wikimedia terms vary; commonly CC BY-SA/GFDL,attribution_sharealike_legal_review_required,https://object.pouta.csc.fi/OPUS-wikimedia/v20260327/moses/en-uz.txt.zip,0.973385,0.0,0,0.622222,False,,correct,1.0,,v1_reused_after_local_filter,1.0,,,,,0.98802325
10654410b80ae8a32702,On 19 January 1879 the city became the seat of Mayarí Municipality.,1879-yil 19-yanvarda shahar Mayari munitsipalitetining qarorgohiga aylandi.,wikimedia,v20260327,780275,Upstream Wikimedia terms vary; commonly CC BY-SA/GFDL,attribution_sharealike_legal_review_required,https://object.pouta.csc.fi/OPUS-wikimedia/v20260327/moses/en-uz.txt.zip,0.97315437,0.0,0,0.408451,False,,correct,1.0,,v1_reused_after_local_filter,1.0,,,,,0.9879194665000001
aa3528956b11171b1f76,"She married him on 14 March 1900, and divorced him three years later in 1903.",U 1900-yil 14-martda unga turmushga chiqdi va uch yildan keyin 1903-yilda ajrashdi.,wikimedia,v20260327,108002,Upstream Wikimedia terms vary; commonly CC BY-SA/GFDL,attribution_sharealike_legal_review_required,https://object.pouta.csc.fi/OPUS-wikimedia/v20260327/moses/en-uz.txt.zip,0.9731351,0.0,0,0.2375,False,,correct,1.0,,v1_reused_after_local_filter,1.0,,,,,0.987910795
05042e2c2bfd498f2068,Journal of Herpetology 36 (2): 217-224.,Herpetologiya jurnali 36 (2): 217-224.,wikimedia,v20260327,888906,Upstream Wikimedia terms vary; commonly CC BY-SA/GFDL,attribution_sharealike_legal_review_required,https://object.pouta.csc.fi/OPUS-wikimedia/v20260327/moses/en-uz.txt.zip,0.9731293,0.0,0,0.727273,False,,correct,1.0,,v1_reused_after_local_filter,1.0,,,,,0.987908185
75e6e84203f6513f06c0,His record was 14–6–0 (11 KOs).,Uning rekordi 14–6–0 (11 KO) edi.,wikimedia,v20260327,936854,Upstream Wikimedia terms vary; commonly CC BY-SA/GFDL,attribution_sharealike_legal_review_required,https://object.pouta.csc.fi/OPUS-wikimedia/v20260327/moses/en-uz.txt.zip,0.97304606,0.0,0,0.71875,False,,correct,1.0,,v1_reused_after_local_filter,1.0,,,,,0.987870727
db8c01e01dda8cab96b4,Art and culture,San'at va madaniyati,wikimedia,v20260327,945436,Upstream Wikimedia terms vary; commonly CC BY-SA/GFDL,attribution_sharealike_legal_review_required,https://object.pouta.csc.fi/OPUS-wikimedia/v20260327/moses/en-uz.txt.zip,0.97304094,0.0,0,0.342857,False,,correct,1.0,,v1_reused_after_local_filter,1.0,,,,,0.987868423
6fa8fffccce6df096cf3,Additional projects,Qo'shimcha loyihalari,wikimedia,v20260327,1068601,Upstream Wikimedia terms vary; commonly CC BY-SA/GFDL,attribution_sharealike_legal_review_required,https://object.pouta.csc.fi/OPUS-wikimedia/v20260327/moses/en-uz.txt.zip,0.9727817,0.0,0,0.25,False,,correct,1.0,,v1_reused_after_local_filter,1.0,,,,,0.987751765
33267750bbab7f21aa85,Creation and design,Yaratilishi va dizayni,wikimedia,v20260327,996541,Upstream Wikimedia terms vary; commonly CC BY-SA/GFDL,attribution_sharealike_legal_review_required,https://object.pouta.csc.fi/OPUS-wikimedia/v20260327/moses/en-uz.txt.zip,0.97275716,0.0,0,0.487805,False,,correct,1.0,,v1_reused_after_local_filter,1.0,,,,,0.987740722
88a821272abac354ae91,Results of the 2018 Finnish presidential election:,2018-yilgi Finlandiya prezidentligi saylovi natijalari:,wikimedia,v20260327,1301092,Upstream Wikimedia terms vary; commonly CC BY-SA/GFDL,attribution_sharealike_legal_review_required,https://object.pouta.csc.fi/OPUS-wikimedia/v20260327/moses/en-uz.txt.zip,0.972687,0.0,0,0.457143,False,,correct,1.0,,v1_reused_after_local_filter,1.0,,,,,0.98770915
bd012a6134b9c420b20b,"136, No. 4, pp. 262–266.","136, № 4, bet. 262–266.",wikimedia,v20260327,1093152,Upstream Wikimedia terms vary; commonly CC BY-SA/GFDL,attribution_sharealike_legal_review_required,https://object.pouta.csc.fi/OPUS-wikimedia/v20260327/moses/en-uz.txt.zip,0.9725824,0.0,0,0.808511,False,,correct,1.0,,v1_reused_after_local_filter,1.0,,,,,0.98766208
2c96c8072224b6cf2f75,Official website,Rasmiy veb-sayti,wikimedia,v20260327,1187604,Upstream Wikimedia terms vary; commonly CC BY-SA/GFDL,attribution_sharealike_legal_review_required,https://object.pouta.csc.fi/OPUS-wikimedia/v20260327/moses/en-uz.txt.zip,0.97253996,0.0,0,0.375,False,,correct,1.0,,v1_reused_after_local_filter,1.0,,,,,0.987642982
8d8d72b00a5dfd6bb147,They include:,Ularga quyidagilar kiradi:,wikimedia,v20260327,1132569,Upstream Wikimedia terms vary; commonly CC BY-SA/GFDL,attribution_sharealike_legal_review_required,https://object.pouta.csc.fi/OPUS-wikimedia/v20260327/moses/en-uz.txt.zip,0.97246337,0.0,0,0.25641,False,,correct,1.0,,v1_reused_after_local_filter,1.0,,,,,0.9876085165
255fc438100869ba9a9e,Historical places,Tarixiy joylari,wikimedia,v20260327,1198319,Upstream Wikimedia terms vary; commonly CC BY-SA/GFDL,attribution_sharealike_legal_review_required,https://object.pouta.csc.fi/OPUS-wikimedia/v20260327/moses/en-uz.txt.zip,0.97236526,0.0,0,0.375,False,,correct,1.0,,v1_reused_after_local_filter,1.0,,,,,0.9875643669999999
9d8e9115f2f3a1850f8d,"Born 3 December 1730, died 12 February 1794.","1730 yil 3 dekabrda tug'ilgan, 1794-yil 12-fevralda vafot etgan.",wikimedia,v20260327,570510,Upstream Wikimedia terms vary; commonly CC BY-SA/GFDL,attribution_sharealike_legal_review_required,https://object.pouta.csc.fi/OPUS-wikimedia/v20260327/moses/en-uz.txt.zip,0.97233516,0.0,0,0.277778,False,,correct,1.0,,v1_reused_after_local_filter,1.0,,,,,0.987550822
11a4d7731431aa1c7806,International awards,Xalqaro mukofotlari,wikimedia,v20260327,616540,Upstream Wikimedia terms vary; commonly CC BY-SA/GFDL,attribution_sharealike_legal_review_required,https://object.pouta.csc.fi/OPUS-wikimedia/v20260327/moses/en-uz.txt.zip,0.9721655,0.0,0,0.205128,False,,correct,1.0,,v1_reused_after_local_filter,1.0,,,,,0.9874744750000001
228f9b20f1ad74e66801,2020–21 season: Return to Bournemouth,2020-21 – mavsum: Bournemouthga qaytish,wikimedia,v20260327,478841,Upstream Wikimedia terms vary; commonly CC BY-SA/GFDL,attribution_sharealike_legal_review_required,https://object.pouta.csc.fi/OPUS-wikimedia/v20260327/moses/en-uz.txt.zip,0.97204083,0.0,0,0.552632,False,,correct,1.0,,v1_reused_after_local_filter,1.0,,,,,0.9874183735000001
4b04cc3dc373d500ec4c,The problem isn't ours.,Muammo bizning emas.,Tatoeba,v2026-07-08,320,CC BY 2.0 FR,attribution_required,https://object.pouta.csc.fi/OPUS-Tatoeba/v2026-07-08/moses/en-uz.txt.zip,0.9720266,0.0,0,0.27907,False,,correct,1.0,,v1_reused_after_local_filter,1.0,,,,,0.98741197
2c7fd95e81ee166f0d9e,He died on 27 May 2003 in Zurich.,2003-yil 27-mayda Zurichda vafot etdi.,wikimedia,v20260327,639742,Upstream Wikimedia terms vary; commonly CC BY-SA/GFDL,attribution_sharealike_legal_review_required,https://object.pouta.csc.fi/OPUS-wikimedia/v20260327/moses/en-uz.txt.zip,0.9717024,0.0,0,0.366197,False,,correct,1.0,,v1_reused_after_local_filter,1.0,,,,,0.98726608
bb72eac5f8f205cb6396,The movie was released in 2016.,Film 2016-yilda chiqarilgan.,wikimedia,v20260327,1139102,Upstream Wikimedia terms vary; commonly CC BY-SA/GFDL,attribution_sharealike_legal_review_required,https://object.pouta.csc.fi/OPUS-wikimedia/v20260327/moses/en-uz.txt.zip,0.97159004,0.0,0,0.237288,False,,correct,1.0,,v1_reused_after_local_filter,1.0,,,,,0.9872155180000001
f5c9c1391a2ac15c79ce,2016 presidential election,2016-yil prezidentlik saylovi,wikimedia,v20260327,359719,Upstream Wikimedia terms vary; commonly CC BY-SA/GFDL,attribution_sharealike_legal_review_required,https://object.pouta.csc.fi/OPUS-wikimedia/v20260327/moses/en-uz.txt.zip,0.97144496,0.0,0,0.618182,False,,correct,1.0,,v1_reused_after_local_filter,1.0,,,,,0.987150232
85e5dbb61b53566e4c01,The population was 599 at the 2010 census.,Aholisi 2010-yilgi aholini ro'yxatga olishda 599 kishini tashkil qilgan.,wikimedia,v20260327,921522,Upstream Wikimedia terms vary; commonly CC BY-SA/GFDL,attribution_sharealike_legal_review_required,https://object.pouta.csc.fi/OPUS-wikimedia/v20260327/moses/en-uz.txt.zip,0.971382,0.0,0,0.333333,False,,correct,1.0,,v1_reused_after_local_filter,1.0,,,,,0.9871219
4915639627f8f6485f2c,"In 2001, population was around 20,900.","2001-yilda aholi soni 20,900 ga yaqin edi.",wikimedia,v20260327,823336,Upstream Wikimedia terms vary; commonly CC BY-SA/GFDL,attribution_sharealike_legal_review_required,https://object.pouta.csc.fi/OPUS-wikimedia/v20260327/moses/en-uz.txt.zip,0.9713481,0.0,0,0.45,False,,correct,1.0,,v1_reused_after_local_filter,1.0,,,,,0.987106645
b3d44703f0f268d7b591,Coppa Italia: 2000–01,Italiya kubogi: 2000–01,wikimedia,v20260327,30642,Upstream Wikimedia terms vary; commonly CC BY-SA/GFDL,attribution_sharealike_legal_review_required,https://object.pouta.csc.fi/OPUS-wikimedia/v20260327/moses/en-uz.txt.zip,0.971304,0.0,0,0.681818,False,,correct,1.0,,v1_reused_after_local_filter,1.0,,,,,0.9870868
77078e7ebfd663a2ef46,Writing more than 40 pages daily from age 18-45.,18-45 yoshdan boshlab har kuni 40 sahifadan ortiq yozish.,wikimedia,v20260327,1117924,Upstream Wikimedia terms vary; commonly CC BY-SA/GFDL,attribution_sharealike_legal_review_required,https://object.pouta.csc.fi/OPUS-wikimedia/v20260327/moses/en-uz.txt.zip,0.9709486,0.0,0,0.114286,False,,correct,1.0,,v1_reused_after_local_filter,1.0,,,,,0.98692687
f57bc3cc493b3623bbc6,According to treaty signed in December 1795:,1795-yil dekabrda imzolangan shartnomaga muvofiq:,wikimedia,v20260327,71127,Upstream Wikimedia terms vary; commonly CC BY-SA/GFDL,attribution_sharealike_legal_review_required,https://object.pouta.csc.fi/OPUS-wikimedia/v20260327/moses/en-uz.txt.zip,0.97091955,0.0,0,0.107527,False,,correct,1.0,,v1_reused_after_local_filter,1.0,,,,,0.9869137975
