pair_id,v2_label,v2_confidence,v2_reason,auditor_model
09b5fd76c3188bb861c1,correct,1.0,,qwen3.6-plus
839bff3e7d5d3a6946a2,correct,1.0,,qwen3.6-plus
7821040aeb851156b6c6,correct,1.0,,qwen3.6-plus
7337ddccd01b3e88dc65,correct,1.0,,qwen3.6-plus
72fdd10ac5e114925dbc,correct,1.0,,qwen3.6-plus
8d2911b6b7f1080bfbab,correct,1.0,,qwen3.6-plus
844cf3211ba8afab3f6a,correct,1.0,,qwen3.6-plus
205d2995b26180f2d6fa,correct,1.0,,qwen3.6-plus
49b1602a74a7b64a920c,correct,1.0,,qwen3.6-plus
3795617489acd4d9e70f,correct,1.0,,qwen3.6-plus
1c3532a712e2de8a6116,correct,1.0,,qwen3.6-plus
c4e0371e6e23e7719f57,correct,1.0,,qwen3.6-plus
73bf5f2ec09094bc7c9f,correct,1.0,,qwen3.6-plus
e855dd277fdca1ddc0e4,correct,1.0,,qwen3.6-plus
498d2e8d89c29e261f06,correct,1.0,,qwen3.6-plus
76de6f7252bcf6d540ef,correct,1.0,,qwen3.6-plus
583a4d07501fcf0b7efd,correct,1.0,,qwen3.6-plus
57e776523b400e2af9d4,correct,1.0,,qwen3.6-plus
d013d26f68e97cd004e4,correct,1.0,,qwen3.6-plus
440a46da64429c7600d8,correct,1.0,,qwen3.6-plus
65ec62a268032006ffa8,correct,1.0,,qwen3.6-plus
84ae7e911813630d0bba,correct,1.0,,qwen3.6-plus
962de3fc294f61230fb3,wrong,0.9,"typo: 'Kelilar' should be 'Keling', 'gapalshamiz' should be 'gaplashamiz'",qwen3.6-plus
ddde1ba0b898595bd9cb,correct,1.0,,qwen3.6-plus
449c08fb3073cce1f2b6,correct,1.0,,qwen3.6-plus
38d0d34bdd9fb96165c4,correct,1.0,,qwen3.6-plus
82b4901a40b974f6fb06,correct,1.0,,qwen3.6-plus
c0f3c1ffbd0becea9c58,correct,1.0,,qwen3.6-plus
87b9b371577e31176536,correct,1.0,,qwen3.6-plus
44324a1913fb5392fa9d,correct,1.0,,qwen3.6-plus
67e3c5088d10a441b404,correct,1.0,,qwen3.6-plus
9dc8e9009e52342a7091,correct,1.0,,qwen3.6-plus
25f3f45e039d82e90f12,correct,1.0,,qwen3.6-plus
f52492b9dfd9866343f1,correct,1.0,,qwen3.6-plus
7a807f88bba793035258,correct,1.0,,qwen3.6-plus
e824d697841edd6378b4,correct,1.0,,qwen3.6-plus
db58c4f36d5221727651,correct,1.0,,qwen3.6-plus
ba064d47e5d47a4b3c6c,correct,1.0,,qwen3.6-plus
6a2d933f01de7ffe31f2,correct,1.0,,qwen3.6-plus
17278438533e571da6e3,correct,1.0,,qwen3.6-plus
42b9974840b6f609e47c,correct,1.0,,qwen3.6-plus
72a95ed00ed7f0e07907,correct,1.0,,qwen3.6-plus
13769c43b85c5bb0e7cb,correct,1.0,,qwen3.6-plus
1dbbb6e600396c644a98,correct,1.0,,qwen3.6-plus
a5049a9458b478db1f24,correct,1.0,,qwen3.6-plus
c9caadc42df8217a5634,correct,1.0,,qwen3.6-plus
796af2822bbc4f3d3a8c,correct,1.0,,qwen3.6-plus
09f4f8ed7e81e392c3e9,correct,1.0,,qwen3.6-plus
ca21cb5b4cfb007a4df8,correct,1.0,,qwen3.6-plus
ac66ae4a586fbf4d2085,correct,1.0,,qwen3.6-plus
03f3c8aeec2167aefba0,wrong,0.9,否定含义丢失，'kelmayman'应为'kelolmayman',qwen3.6-plus
3f8acf95749e4d849a86,correct,1.0,,qwen3.6-plus
500ea2c855a4cd81f10e,correct,1.0,,qwen3.6-plus
d7c00c3ebbaadcbfcaf8,correct,1.0,,qwen3.6-plus
7161a76a360ac8a0f624,correct,1.0,,qwen3.6-plus
88ecef282563c5661c89,correct,1.0,,qwen3.6-plus
1dcf53f2ebb9e29d5d2c,minor,0.9,句末缺少标点符号,qwen3.6-plus
be7fc1d81a1fbc92a582,wrong,0.9,'Pul yeyilmas'为被动/状态描述，未准确表达'You can't eat money',qwen3.6-plus
558d9e2702b83eb4531a,correct,1.0,,qwen3.6-plus
a207b1ef136cbe17307e,correct,1.0,,qwen3.6-plus
c351c8c8ef79c8cd6c18,correct,1.0,,qwen3.6-plus
4d9aa931bfd90e7c979e,correct,1.0,,qwen3.6-plus
37c95524036f86fc5d46,correct,1.0,,qwen3.6-plus
a6d996165427d615d08d,wrong,0.9,'holam nikida' is incorrect; should be 'xolamnikida' (aunt's house),qwen3.6-plus
3cb989772266f1ab40a8,correct,1.0,,qwen3.6-plus
a991a1f591d8c03af5ba,correct,1.0,,qwen3.6-plus
beeec637123169793da9,correct,1.0,,qwen3.6-plus
a054f708ed2a86ccb9d2,correct,1.0,,qwen3.6-plus
9629eb0aad1dd364a89e,correct,1.0,,qwen3.6-plus
435eb2adb3fc84c88c59,correct,1.0,,qwen3.6-plus
2e5f88195eb5cafa4abb,wrong,0.9,"'Biz oz kutamiz' is unnatural; should be 'Keling, bir oz kutamiz!' or 'Biroz kutaylik!'",qwen3.6-plus
db6dc9727dcde062e750,correct,1.0,,qwen3.6-plus
9a4c7ed79a8bcac72a06,wrong,0.9,Missing verb 'bor edi' or 'bor'; sentence is incomplete and grammatically incorrect,qwen3.6-plus
9484766f840d505bc5d6,correct,1.0,,qwen3.6-plus
1e36531eb11b5d2abf05,wrong,0.9,'qoya' means cliff/rock formation; should be 'tosh' (small stone/pebble),qwen3.6-plus
87ce2d34cc2a7f209fc5,correct,1.0,,qwen3.6-plus
20d84aba2d3a3bd3b9a6,wrong,0.9,'hohlayman' is misspelled; should be 'xohlayman',qwen3.6-plus
066ec678991deb1e0d80,correct,1.0,,qwen3.6-plus
0bbd1a441ed4a9824d4d,minor,0.8,Missing comma after 'Iltimos'; otherwise correct,qwen3.6-plus
a9faf7871322bda548e1,correct,1.0,,qwen3.6-plus
779c8bfe25877094c829,correct,1.0,,qwen3.6-plus
b0028d1da9ae1b88a5d6,correct,1.0,,qwen3.6-plus
cc3d0af5eb60683e95a6,correct,1.0,,qwen3.6-plus
370284a0bf6aa3ce2227,correct,1.0,,qwen3.6-plus
aa6fb5fc0a5bda1aa88e,correct,1.0,,qwen3.6-plus
c6475ba78782388ee628,correct,1.0,,qwen3.6-plus
110ab2903b9435c302fd,correct,1.0,,qwen3.6-plus
3e1b4c6ff713c5ae5f4b,correct,1.0,,qwen3.6-plus
60befcc91539a3bd75c0,correct,1.0,,qwen3.6-plus
dc647d3b67f26792bdec,correct,1.0,,qwen3.6-plus
86c7eaebd00acadb030c,wrong,0.9,Missing translation of 'You may not! Don't!',qwen3.6-plus
10bd2eff697d3a57abfd,correct,1.0,,qwen3.6-plus
99b6c1fe987075ff16dc,minor,0.8,'always an acceptable' simplified to 'yaxshi',qwen3.6-plus
ba329add7e430c61fb27,correct,1.0,,qwen3.6-plus
02aab06eda9cb2bdbbb6,correct,1.0,,qwen3.6-plus
ada10a2958bbf04c2237,correct,1.0,,qwen3.6-plus
070aa05d8724775356bd,correct,1.0,,qwen3.6-plus
5c83aaddefa9911d33a4,correct,1.0,,qwen3.6-plus
3a0e95aff9e4a42cbddb,correct,1.0,,qwen3.6-plus
bb47ccef9983c1161c52,correct,1.0,,qwen3.6-plus
ec3680367173e296ebdd,correct,1.0,,qwen3.6-plus
eafa2ea5ea99dc0cd67a,correct,1.0,,qwen3.6-plus
d5cf3671618ce3b74604,correct,1.0,,qwen3.6-plus
1f4139e85ad5af9d9340,wrong,0.9,'dancer' mistranslated as 'o'yinchi' (player),qwen3.6-plus
affd40c0f5ab2925db36,wrong,0.9,'light brown' mistranslated as 'oq-go'los' (blond),qwen3.6-plus
b64a1e1fa1e28caedaf9,correct,1.0,,qwen3.6-plus
b88a9b86a647d6e4bfcf,correct,1.0,,qwen3.6-plus
7ada61b9ab45c4ee7bb1,correct,1.0,,qwen3.6-plus
a8fd1d0c19dc826ceac9,wrong,0.95,Missing translation for 'of' and command flags; incomplete sentence.,qwen3.6-plus
1bb4396df6066d83c049,correct,0.98,,qwen3.6-plus
8b8d6f0fa8711d7034b1,wrong,0.95,Missing translation for 'of' and command flags; incomplete sentence.,qwen3.6-plus
b646a23c23d077fffb6c,wrong,0.95,Missing translation for 'of' and command flags; incomplete sentence.,qwen3.6-plus
cbc229fadf1cb46eaba6,wrong,0.95,Missing translation for 'of' and command flags; incomplete sentence.,qwen3.6-plus
2cfdc7f9e5f219bd5052,wrong,0.95,Missing translation for 'of' and command flags; incomplete sentence.,qwen3.6-plus
6511178fbee7e7854a11,wrong,0.95,Missing translation for 'of' and command flags; incomplete sentence.,qwen3.6-plus
87d99b347bd4841f6d5f,wrong,0.95,Missing translation for 'of' and command flags; incomplete sentence.,qwen3.6-plus
89cebdece8ce07beb106,wrong,0.95,Missing translation for 'of' and command flags; incomplete sentence.,qwen3.6-plus
379961b72672833f19bd,wrong,0.95,Missing translation for 'of' and command flags; incomplete sentence.,qwen3.6-plus
7b84af5d477b739c7672,wrong,0.95,Missing translation for 'of' and command flags; incomplete sentence.,qwen3.6-plus
8c624f56b51a51ea5e27,wrong,0.95,Missing translation for 'of' and command flags; incomplete sentence.,qwen3.6-plus
c7947f54efc8c0523472,wrong,0.95,Missing translation for 'of' and command flags; incomplete sentence.,qwen3.6-plus
f40cad86f3629f6cd445,wrong,0.95,Missing translation for 'of' and command flags; incomplete sentence.,qwen3.6-plus
48baec7e823dda5f06eb,wrong,0.95,Missing translation for 'of' and command flags; incomplete sentence.,qwen3.6-plus
3b13ef4854440374b23e,wrong,0.95,Missing translation for 'of' and command flags; incomplete sentence.,qwen3.6-plus
7edc34ad37e7e0cafbbc,wrong,0.95,Missing translation for 'of' and command flags; incomplete sentence.,qwen3.6-plus
45bdc794a84e10fb814a,wrong,0.95,Missing translation for 'of' and command flags; incomplete sentence.,qwen3.6-plus
58efdd5014ef29dfda67,wrong,0.95,Missing translation for 'of' and command flags; incomplete sentence.,qwen3.6-plus
df45bb5e7574c43a2996,wrong,0.95,Missing translation for 'of' and command flags; incomplete sentence.,qwen3.6-plus
243fb55a5c62afe69f61,wrong,0.95,Missing translation for 'of' and command flags; incomplete sentence.,qwen3.6-plus
c08af61fbf272621a720,wrong,0.95,Missing translation for 'of' and command flags; incomplete sentence.,qwen3.6-plus
5e88495a356cee471ca2,wrong,0.95,Missing translation for 'of' and command flags; incomplete sentence.,qwen3.6-plus
fe3e807b6e613d33a34e,wrong,0.95,Missing translation for 'of' and command flags; incomplete sentence.,qwen3.6-plus
0cb62a8580963a00bf62,wrong,0.95,Missing translation for 'of' and command flags; incomplete sentence.,qwen3.6-plus
3d5a32566b4c958a10e2,wrong,0.95,Missing 'of' equivalent; unnatural phrasing.,qwen3.6-plus
f8e6f3d7e86513aaa064,wrong,0.95,Missing 'of' equivalent; unnatural phrasing.,qwen3.6-plus
9c25e1c489efb1b461fa,wrong,0.95,Missing 'of' equivalent; unnatural phrasing.,qwen3.6-plus
4a79b11f54c1be39489d,wrong,0.95,Missing 'of' equivalent; unnatural phrasing.,qwen3.6-plus
671f913745bcf180aaee,wrong,0.95,Missing 'of' equivalent; unnatural phrasing.,qwen3.6-plus
fcc6a745db6647809f40,wrong,0.95,Missing 'of' equivalent; unnatural phrasing.,qwen3.6-plus
7ef772cd428f7bc42987,wrong,0.95,Missing 'of' equivalent; unnatural phrasing.,qwen3.6-plus
1e4b1a9f8567e3b7120a,wrong,0.95,Missing 'of' equivalent; unnatural phrasing.,qwen3.6-plus
d55271939261cdfaae91,wrong,0.95,Missing 'of' equivalent; unnatural phrasing.,qwen3.6-plus
d96fa8de4d63b3ded27c,wrong,0.95,Missing 'of' equivalent; unnatural phrasing.,qwen3.6-plus
1f27e3c48b1a075a65ff,wrong,0.95,Missing 'of' equivalent; unnatural phrasing.,qwen3.6-plus
131ec66fe29888d383f5,wrong,0.95,Missing 'of' equivalent; unnatural phrasing.,qwen3.6-plus
5e96fcfcac2e127ba8aa,wrong,0.95,Missing 'of' equivalent; unnatural phrasing.,qwen3.6-plus
554a1362ea6a4705c59d,wrong,0.95,Missing 'of' equivalent; unnatural phrasing.,qwen3.6-plus
bd568277171172daaf6d,wrong,0.95,Missing 'of' equivalent; unnatural phrasing.,qwen3.6-plus
e6133f5346d71823ef37,wrong,0.95,Missing 'of' equivalent; unnatural phrasing.,qwen3.6-plus
def85e900f721ee1a136,wrong,0.95,Missing 'of' equivalent; unnatural phrasing.,qwen3.6-plus
d00532f509c91bb7c696,wrong,0.95,Missing 'of' equivalent; unnatural phrasing.,qwen3.6-plus
8e4c29cee42c7e39b38e,wrong,0.95,Missing 'of' equivalent; unnatural phrasing.,qwen3.6-plus
2d0bf5c34103d83ffa79,wrong,0.95,Missing 'of' equivalent; unnatural phrasing.,qwen3.6-plus
5b88b3dd8e887a622ae4,wrong,0.95,Missing 'of' equivalent; unnatural phrasing.,qwen3.6-plus
09687d3f00b05340e8f9,wrong,0.95,Missing 'of' equivalent; unnatural phrasing.,qwen3.6-plus
4ba9936e6744de5effba,wrong,0.95,Missing 'of' equivalent; unnatural phrasing.,qwen3.6-plus
b6edc7883c6a3fd481ff,wrong,0.95,Missing 'of' equivalent; unnatural phrasing.,qwen3.6-plus
21694adc1c0a0f686ece,wrong,0.95,Missing 'of' equivalent; unnatural phrasing.,qwen3.6-plus
88485ce1e6c7bd7e4b1f,wrong,0.95,Missing 'of' translation; unnatural phrasing.,qwen3.6-plus
6bd0215adb213a940d19,wrong,0.95,Missing 'of' translation; unnatural phrasing.,qwen3.6-plus
3629fe316afee0318c05,wrong,0.95,Missing 'of' translation; unnatural phrasing.,qwen3.6-plus
f3314c0e40f2618fe80c,wrong,0.95,Missing 'of' translation; unnatural phrasing.,qwen3.6-plus
e808936c24901a79d4e8,wrong,0.95,Missing 'of' translation; unnatural phrasing.,qwen3.6-plus
ce85c4591beccb2f5853,wrong,0.95,Missing 'of' translation; unnatural phrasing.,qwen3.6-plus
22ab50048f98beb6025e,wrong,0.95,Missing 'of' translation; unnatural phrasing.,qwen3.6-plus
f1b0981346fc244a3cd4,wrong,0.95,Missing 'of' translation; unnatural phrasing.,qwen3.6-plus
3cb61bb636cfe8f818e0,wrong,0.95,Missing 'of' translation; unnatural phrasing.,qwen3.6-plus
b59243da6f2fb3abcda2,wrong,0.95,Missing 'of' translation; unnatural phrasing.,qwen3.6-plus
6863937c80693c6f7783,wrong,0.95,Missing 'of' translation; unnatural phrasing.,qwen3.6-plus
158f1d3db0d78b8afb1e,wrong,0.95,Missing 'of' translation; unnatural phrasing.,qwen3.6-plus
e6c541beff50b01b1783,wrong,0.95,Missing 'of' translation; unnatural phrasing.,qwen3.6-plus
b7a52d3f6c89321493ee,wrong,0.95,Missing 'of' translation; unnatural phrasing.,qwen3.6-plus
9916767f730639ed00d5,wrong,0.95,Missing 'of' translation; unnatural phrasing.,qwen3.6-plus
2ec00351ce8b6b377a3d,wrong,0.95,Missing 'of' translation; unnatural phrasing.,qwen3.6-plus
1b72bf260cc75dd8dde8,wrong,0.95,Missing 'of' translation; unnatural phrasing.,qwen3.6-plus
ecbad7de39e1c6446112,wrong,0.95,Missing 'of' translation; unnatural phrasing.,qwen3.6-plus
18076bea28989a3bff20,wrong,0.95,Missing 'of' translation; unnatural phrasing.,qwen3.6-plus
7831fd4ac73f68aeb0b4,wrong,0.95,Missing 'of' translation; unnatural phrasing.,qwen3.6-plus
763b4a2f05cf0e236948,wrong,0.95,Missing 'of' translation; unnatural phrasing.,qwen3.6-plus
80951df96250fe6d8890,wrong,0.95,Missing 'of' translation; unnatural phrasing.,qwen3.6-plus
93f2c63540c02588df19,wrong,0.95,Missing 'of' translation; unnatural phrasing.,qwen3.6-plus
8b58b687c35b150b6334,wrong,0.95,Missing 'of' translation; unnatural phrasing.,qwen3.6-plus
358d7c3a53356262810b,wrong,0.95,Missing 'of' translation; unnatural phrasing.,qwen3.6-plus
b8fc54c9191021657dee,wrong,0.95,"Uzbek sentence incomplete, missing 'hisoblanadi' or 'uchun' to express 'is an alias of'.",qwen3.6-plus
