review_id,row_id,pair_id,src_lang,tgt_lang,source_text,target_text,data_source,data_type,source_file,source_text_raw,target_text_raw,source_text_normalized,target_text_normalized,source_word_count,target_word_count,source_char_count,target_char_count,uz_has_cyrillic,normalized_empty,length_ratio,normalized_pair_id,occurrence_count,source_count,data_sources,source_files,source_file_count,multi_source_consensus,repeated_pair,benchmark_leak,valid_word_length,valid_char_length,valid_length_ratio,latin_uzbek,reject_reason,step03_pass,source_families,source_family_count,source_numbers,target_numbers,source_times,target_times,source_dates,target_dates,number_consistent,time_consistent,date_consistent,url_consistent,email_consistent,source_has_negation,target_has_negation,negation_consistent,source_target_same,control_chars,repeated_punctuation,source_letter_ratio,target_letter_ratio,risk_flags,risk_count,quality_score,pipeline_route,review_type,length_bucket
review_000011,103,91690bee594b2ae81bf1d8fec6ce08959840285b,en,uz,Prokaryotic DNA is found in the central part of the cell: a darkened region called the nucleoid (Figure 1).,Prokaryotik DNK hujayraning markaziy qismida joylashgan: nukleoid deb ataladigan qoraygan hudud.,hplt,parallel_existing,data\clean\en_uz\hplt\hplt_en_uz_10k_clean.csv,Prokaryotic DNA is found in the central part of the cell: a darkened region called the nucleoid (Figure 1).,Prokaryotik DNK hujayraning markaziy qismida joylashgan: nukleoid deb ataladigan qoraygan hudud.,Prokaryotic DNA is found in the central part of the cell: a darkened region called the nucleoid (Figure 1).,Prokaryotik DNK hujayraning markaziy qismida joylashgan: nukleoid deb ataladigan qoraygan hudud.,19,11,107,96,False,False,1.1145833333333333,91690bee594b2ae81bf1d8fec6ce08959840285b,1,1,hplt,data\clean\en_uz\hplt\hplt_en_uz_10k_clean.csv,1,False,False,False,True,True,True,True,,True,hplt,1,"[""1""]",[],[],[],[],[],False,True,True,True,True,False,False,True,False,False,False,0.7850467289719626,0.875,NUMBER_MISMATCH,1,65.0,NEEDS_QWEN,RISK_REVIEW,
review_000012,112,58cdcda350f1e8367090f32943bea25aab31baa7,en,uz,Happy fapping and remember: no one does incest quite like Family Porn Games.,Happy fapping va eslayman: hech kim juda oila Porno o'yinlar kabi incest qilsa.,hplt,parallel_existing,data\clean\en_uz\hplt\hplt_en_uz_10k_clean.csv,Happy fapping and remember: no one does incest quite like Family Porn Games.,Happy fapping va eslayman: hech kim juda oila Porno o'yinlar kabi incest qilsa.,Happy fapping and remember: no one does incest quite like Family Porn Games.,Happy fapping va eslayman: hech kim juda oila Porno o'yinlar kabi incest qilsa.,13,13,76,79,False,False,0.9620253164556962,58cdcda350f1e8367090f32943bea25aab31baa7,1,1,hplt,data\clean\en_uz\hplt\hplt_en_uz_10k_clean.csv,1,False,False,False,True,True,True,True,,True,hplt,1,[],[],[],[],[],[],True,True,True,True,True,True,False,False,False,False,False,0.8157894736842105,0.8227848101265823,NEGATION_MISMATCH,1,65.0,NEEDS_QWEN,RISK_REVIEW,
review_000013,131,3d7ef6a5f70edf6f3d885eff0af26bf6f249950d,en,uz,"The aircraft diverted to Fiumicino because of the longer runway, and firefighters applied foam after landing as a precautionary measure.","Shuningdek, u Wizz Café deb nomlangan buy-on-board oziq-ovqat xizmati va boshqa mahsulotlar uchun Wizz Boutique deb nomlangan ikkinchi xizmatga ega.[12]",hplt,parallel_existing,data\clean\en_uz\hplt\hplt_en_uz_10k_clean.csv,"The aircraft diverted to Fiumicino because of the longer runway, and firefighters applied foam after landing as a precautionary measure.","Shuningdek, u Wizz Café deb nomlangan buy-on-board oziq-ovqat xizmati va boshqa mahsulotlar uchun Wizz Boutique deb nomlangan ikkinchi xizmatga ega.[12]","The aircraft diverted to Fiumicino because of the longer runway, and firefighters applied foam after landing as a precautionary measure.","Shuningdek, u Wizz Café deb nomlangan buy-on-board oziq-ovqat xizmati va boshqa mahsulotlar uchun Wizz Boutique deb nomlangan ikkinchi xizmatga ega.[12]",20,21,136,152,False,False,0.8947368421052632,3d7ef6a5f70edf6f3d885eff0af26bf6f249950d,1,1,hplt,data\clean\en_uz\hplt\hplt_en_uz_10k_clean.csv,1,False,False,False,True,True,True,True,,True,hplt,1,[],"[""12""]",[],[],[],[],False,True,True,True,True,False,False,True,False,False,False,0.8455882352941176,0.8157894736842105,NUMBER_MISMATCH,1,65.0,NEEDS_QWEN,RISK_REVIEW,
review_000014,132,589f6bd95efa204ade051b01621f37605f41efa8,en,uz,"- ^ ""While SkyEurope is sinking, Wizz Air is stretching wings"".",2015-yil 26-iyun kuni aviakompaniya Bosniya va Gertsegovinadagi Tuzla xalqaro aeroportida oʻzining 19-bazasini ochdi va aeroportda bitta yangi Airbus A320 samolyotini joylashtirdi.,hplt,parallel_existing,data\clean\en_uz\hplt\hplt_en_uz_10k_clean.csv,"- ^ ""While SkyEurope is sinking, Wizz Air is stretching wings"".",2015-yil 26-iyun kuni aviakompaniya Bosniya va Gertsegovinadagi Tuzla xalqaro aeroportida oʻzining 19-bazasini ochdi va aeroportda bitta yangi Airbus A320 samolyotini joylashtirdi.,"- ^ ""While SkyEurope is sinking, Wizz Air is stretching wings"".",2015-yil 26-iyun kuni aviakompaniya Bosniya va Gertsegovinadagi Tuzla xalqaro aeroportida o'zining 19-bazasini ochdi va aeroportda bitta yangi Airbus A320 samolyotini joylashtirdi.,9,21,63,180,False,False,0.35,da9e3941200dcaf2897dc72ce96a2826c0c78201,1,1,hplt,data\clean\en_uz\hplt\hplt_en_uz_10k_clean.csv,1,False,False,False,True,True,True,True,,True,hplt,1,[],"[""19"", ""2015"", ""26""]",[],[],[],[],False,True,True,True,True,False,False,True,False,False,False,0.746031746031746,0.8055555555555556,NUMBER_MISMATCH,1,65.0,NEEDS_QWEN,RISK_REVIEW,
review_000015,146,41d75ce9eece027397e0945ee87a440d7fba428c,en,uz,"Therefore, they should not be used for medical advice.",Shuning uchun ularni tibbiy maslahat uchun ishlatmaslik kerak.,hplt,parallel_existing,data\clean\en_uz\hplt\hplt_en_uz_10k_clean.csv,"Therefore, they should not be used for medical advice.",Shuning uchun ularni tibbiy maslahat uchun ishlatmaslik kerak.,"Therefore, they should not be used for medical advice.",Shuning uchun ularni tibbiy maslahat uchun ishlatmaslik kerak.,9,8,54,62,False,False,0.8709677419354839,41d75ce9eece027397e0945ee87a440d7fba428c,1,1,hplt,data\clean\en_uz\hplt\hplt_en_uz_10k_clean.csv,1,False,False,False,True,True,True,True,,True,hplt,1,[],[],[],[],[],[],True,True,True,True,True,True,False,False,False,False,False,0.8148148148148148,0.8709677419354839,NEGATION_MISMATCH,1,65.0,NEEDS_QWEN,RISK_REVIEW,
review_000016,176,038d114fc7d47e07013eb8303352087d568ffeae,en,uz,Some are friendly and outgoing and others are shy.,"Ba'zilar do'stona va ochiqko'ngil, boshqalari esa uyatchan. 2.",hplt,parallel_existing,data\clean\en_uz\hplt\hplt_en_uz_10k_clean.csv,Some are friendly and outgoing and others are shy.,"Ba'zilar do'stona va ochiqko'ngil, boshqalari esa uyatchan. 2.",Some are friendly and outgoing and others are shy.,"Ba'zilar do'stona va ochiqko'ngil, boshqalari esa uyatchan. 2.",9,8,50,62,False,False,0.8064516129032258,038d114fc7d47e07013eb8303352087d568ffeae,1,1,hplt,data\clean\en_uz\hplt\hplt_en_uz_10k_clean.csv,1,False,False,False,True,True,True,True,,True,hplt,1,[],"[""2""]",[],[],[],[],False,True,True,True,True,False,False,True,False,False,False,0.82,0.8225806451612904,NUMBER_MISMATCH,1,65.0,NEEDS_QWEN,RISK_REVIEW,
review_000017,180,197751469893c61299aa6ff9b0f8c2e18863a2eb,en,uz,"But remember, whether or not you communicate telepathically with your pet, the bottom line is that it's fun, safe and it'll give you a chance to spend quality time with your pet.","Ammo esda tutingki, siz uy hayvoningiz bilan telepatik aloqada bo'lasizmi yoki yo'qmi, pastki chiziq bu qiziqarli, xavfsiz va uy hayvoningiz bilan sifatli vaqt o'tkazish imkoniyatini beradi.",hplt,parallel_existing,data\clean\en_uz\hplt\hplt_en_uz_10k_clean.csv,"But remember, whether or not you communicate telepathically with your pet, the bottom line is that it's fun, safe and it'll give you a chance to spend quality time with your pet.","Ammo esda tutingki, siz uy hayvoningiz bilan telepatik aloqada bo'lasizmi yoki yo'qmi, pastki chiziq bu qiziqarli, xavfsiz va uy hayvoningiz bilan sifatli vaqt o'tkazish imkoniyatini beradi.","But remember, whether or not you communicate telepathically with your pet, the bottom line is that it's fun, safe and it'll give you a chance to spend quality time with your pet.","Ammo esda tutingki, siz uy hayvoningiz bilan telepatik aloqada bo'lasizmi yoki yo'qmi, pastki chiziq bu qiziqarli, xavfsiz va uy hayvoningiz bilan sifatli vaqt o'tkazish imkoniyatini beradi.",32,26,178,190,False,False,0.9368421052631579,197751469893c61299aa6ff9b0f8c2e18863a2eb,1,1,hplt,data\clean\en_uz\hplt\hplt_en_uz_10k_clean.csv,1,False,False,False,True,True,True,True,,True,hplt,1,[],[],[],[],[],[],True,True,True,True,True,True,False,False,False,False,False,0.8033707865168539,0.8473684210526315,NEGATION_MISMATCH,1,65.0,NEEDS_QWEN,RISK_REVIEW,
review_000018,185,96109ef0125850649309fecf2bd3f44eeb910362,en,uz,"If you are not in the right mood for training, don't even start.","Agar siz mashg'ulot uchun to'g'ri kayfiyatda bo'lmasangiz, hatto boshlamang.",hplt,parallel_existing,data\clean\en_uz\hplt\hplt_en_uz_10k_clean.csv,"If you are not in the right mood for training, don't even start.","Agar siz mashg'ulot uchun to'g'ri kayfiyatda bo'lmasangiz, hatto boshlamang.","If you are not in the right mood for training, don't even start.","Agar siz mashg'ulot uchun to'g'ri kayfiyatda bo'lmasangiz, hatto boshlamang.",13,9,64,76,False,False,0.8421052631578947,96109ef0125850649309fecf2bd3f44eeb910362,1,1,hplt,data\clean\en_uz\hplt\hplt_en_uz_10k_clean.csv,1,False,False,False,True,True,True,True,,True,hplt,1,[],[],[],[],[],[],True,True,True,True,True,True,False,False,False,False,False,0.78125,0.868421052631579,NEGATION_MISMATCH,1,65.0,NEEDS_QWEN,RISK_REVIEW,
review_000019,198,21cdf323b6064ca096f4325f8b94ec59328f1de9,en,uz,There are 4 theme parks in Walt Disney World.,"- Magic Kingdom, 1971-yil 1-oktabrda ochilgan",hplt,parallel_existing,data\clean\en_uz\hplt\hplt_en_uz_10k_clean.csv,There are 4 theme parks in Walt Disney World.,"- Magic Kingdom, 1971-yil 1-oktabrda ochilgan",There are 4 theme parks in Walt Disney World.,"- Magic Kingdom, 1971-yil 1-oktabrda ochilgan",9,5,45,45,False,False,1.0,21cdf323b6064ca096f4325f8b94ec59328f1de9,1,1,hplt,data\clean\en_uz\hplt\hplt_en_uz_10k_clean.csv,1,False,False,False,True,True,True,True,,True,hplt,1,"[""4""]","[""1"", ""1971""]",[],[],[],[],False,True,True,True,True,False,False,True,False,False,False,0.7777777777777778,0.6888888888888889,NUMBER_MISMATCH,1,65.0,NEEDS_QWEN,RISK_REVIEW,
review_000020,199,38bf95c0d227d1ee5e6f8d1796cb9e752b177271,en,uz,- Magic Kingdom,"- Epcot, 1982-yil 1-oktabrda ochilgan",hplt,parallel_existing,data\clean\en_uz\hplt\hplt_en_uz_10k_clean.csv,- Magic Kingdom,"- Epcot, 1982-yil 1-oktabrda ochilgan",- Magic Kingdom,"- Epcot, 1982-yil 1-oktabrda ochilgan",2,4,15,37,False,False,0.40540540540540543,38bf95c0d227d1ee5e6f8d1796cb9e752b177271,1,1,hplt,data\clean\en_uz\hplt\hplt_en_uz_10k_clean.csv,1,False,False,False,True,True,True,True,,True,hplt,1,[],"[""1"", ""1982""]",[],[],[],[],False,True,True,True,True,False,False,True,False,False,False,0.8,0.6486486486486487,NUMBER_MISMATCH,1,65.0,NEEDS_QWEN,RISK_REVIEW,
review_000021,200,52d15584b5a8bcf024f9f73e111e498a44d4c551,en,uz,- Disney's Hollywood Studios,"- Disneyʼs Animal Kingdom, 1998-yil 22-aprelda ochilgan",hplt,parallel_existing,data\clean\en_uz\hplt\hplt_en_uz_10k_clean.csv,- Disney's Hollywood Studios,"- Disneyʼs Animal Kingdom, 1998-yil 22-aprelda ochilgan",- Disney's Hollywood Studios,"- Disney's Animal Kingdom, 1998-yil 22-aprelda ochilgan",3,6,28,55,False,False,0.509090909090909,b131f8d6ecf8917dfca434071665f0054851ae7e,1,1,hplt,data\clean\en_uz\hplt\hplt_en_uz_10k_clean.csv,1,False,False,False,True,True,True,True,,True,hplt,1,[],"[""1998"", ""22""]",[],[],[],[],False,True,True,True,True,False,False,True,False,False,False,0.8571428571428571,0.7090909090909091,NUMBER_MISMATCH,1,65.0,NEEDS_QWEN,RISK_REVIEW,
review_000022,201,904abbb91cefa9487d59bff0dc3101c9199b3c17,en,uz,There are 2 water parks for .,"- Disneyʼs Tayfun Lagoon, 1989-yil 1-iyunda ochilgan",hplt,parallel_existing,data\clean\en_uz\hplt\hplt_en_uz_10k_clean.csv,There are 2 water parks for .,"- Disneyʼs Tayfun Lagoon, 1989-yil 1-iyunda ochilgan",There are 2 water parks for .,"- Disney's Tayfun Lagoon, 1989-yil 1-iyunda ochilgan",6,6,29,52,False,False,0.5576923076923077,3d938537f111d458c05e7328932b28a62b3ab820,1,1,hplt,data\clean\en_uz\hplt\hplt_en_uz_10k_clean.csv,1,False,False,False,True,True,True,True,,True,hplt,1,"[""2""]","[""1"", ""1989""]",[],[],[],[],False,True,True,True,True,False,False,True,False,False,False,0.7241379310344828,0.7115384615384616,NUMBER_MISMATCH,1,65.0,NEEDS_QWEN,RISK_REVIEW,
